#  file: rfProjLicense2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, date_collected, datasource_id
#  FROM rf_project_licenses
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
blindtris	307	Ruby License	2010-05-04 12:53:57	219
blinkenwords	188	MIT/X Consortium License	2010-05-04 12:53:57	219
blipfm	307	Ruby License	2010-05-04 12:53:57	219
blogengine	188	MIT/X Consortium License	2010-05-04 12:53:57	219
blogfun	307	Ruby License	2010-05-04 12:53:57	219
bloggit	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bloglines	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:57	219
blogmarks	188	MIT/X Consortium License	2010-05-04 12:53:57	219
blogsight	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:57	219
blogwell	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bluefeather	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:57	219
bn4r	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:57	219
bob	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:57	219
boilerplate	188	MIT/X Consortium License	2010-05-04 12:53:57	219
boisjoli	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:57	219
bokeo	188	MIT/X Consortium License	2010-05-04 12:53:57	219
boo	317	GNU General Public License (GPL) version 1	2010-05-04 12:53:57	219
boogaloo	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bookworms	188	MIT/X Consortium License	2010-05-04 12:53:57	219
boomerang	187	BSD License	2010-05-04 12:53:57	219
borges	187	BSD License	2010-05-04 12:53:57	219
bosdk	188	MIT/X Consortium License	2010-05-04 12:53:57	219
botijo	187	BSD License	2010-05-04 12:53:57	219
botijo	307	Ruby License	2010-05-04 12:53:57	219
boto	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bottone	197	Public Domain	2010-05-04 12:53:57	219
bounce-email	316	GNU General Public License (GPL) version 3	2010-05-04 12:53:57	219
bouncestudio	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bowline	188	MIT/X Consortium License	2010-05-04 12:53:57	219
bowtie	188	MIT/X Consortium License	2010-05-04 12:53:57	219
boxroom	188	MIT/X Consortium License	2010-05-04 12:53:57	219
brascms	188	MIT/X Consortium License	2010-05-04 12:53:58	219
brazilian-rails	315	Creative Commons	2010-05-04 12:53:58	219
brcobranca	187	BSD License	2010-05-04 12:53:58	219
breeze	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:58	219
bricks	188	MIT/X Consortium License	2010-05-04 12:53:58	219
briscola	307	Ruby License	2010-05-04 12:53:58	219
broadsoft	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:58	219
browsercms	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:58	219
browserdebug	187	BSD License	2010-05-04 12:53:58	219
bufferaffects	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:58	219
buggy	188	MIT/X Consortium License	2010-05-04 12:53:58	219
bugtrack	15	GNU General Public License (GPL) version 2	2010-05-04 12:53:58	219
build2spec	16	GNU Lesser General Public License (LGPL)	2010-05-04 12:53:58	219
builder	188	MIT/X Consortium License	2010-05-04 12:53:58	219
buildr	296	Apache Software License	2010-05-04 12:53:58	219
buildr4eclipse	196	Other/Proprietary License	2010-05-04 12:53:58	219
buildscript	188	MIT/X Consortium License	2010-05-04 12:53:58	219
bulkmail	188	MIT/X Consortium License	2010-05-04 12:53:58	219
bulletonrails	315	Creative Commons	2010-05-04 12:53:58	219
bulletonrails	188	MIT/X Consortium License	2010-05-04 12:53:58	219
bulletproof	188	MIT/X Consortium License	2010-05-04 12:53:58	219
