#  file: rfProjStatus2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, code, description, code_on_page, date_collected, datasource_id
#  FROM rf_project_status
#  WHERE datasource_id=219
#  ORDER BY proj_unixname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	code	description	date_collected	datasource_id
buildr4eclipse	8	Pre-Alpha	2010-05-04 12:53:58	219
buildscript	9	Alpha	2010-05-04 12:53:58	219
bulkmail	10	Beta	2010-05-04 12:53:58	219
bulletonrails	10	Beta	2010-05-04 12:53:58	219
bulletproof	9	Alpha	2010-05-04 12:53:58	219
bulletrb	9	Alpha	2010-05-04 12:53:58	219
bunny-amqp	10	Beta	2010-05-04 12:53:58	219
bus-scheme	10	Beta	2010-05-04 12:53:58	219
busyajax	10	Beta	2010-05-04 12:53:58	219
butils	10	Beta	2010-05-04 12:53:58	219
butler	10	Beta	2010-05-04 12:53:58	219
button-labels	10	Beta	2010-05-04 12:53:58	219
bycoque	9	Alpha	2010-05-04 12:53:58	219
byeloo	10	Beta	2010-05-04 12:53:58	219
bzrwrapper	9	Alpha	2010-05-04 12:53:59	219
bzzz	9	Alpha	2010-05-04 12:53:59	219
caboose	8	Pre-Alpha	2010-05-04 12:53:59	219
cache-decorator	9	Alpha	2010-05-04 12:53:59	219
cacheability	11	Production/Stable	2010-05-04 12:53:59	219
caching-plugin	10	Beta	2010-05-04 12:53:59	219
cairn	7	Planning	2010-05-04 12:53:59	219
cairo	11	Production/Stable	2010-05-04 12:53:59	219
calcul-wxruby	11	Production/Stable	2010-05-04 12:53:59	219
caldersphere	11	Production/Stable	2010-05-04 12:53:59	219
callback	11	Production/Stable	2010-05-04 12:53:59	219
callbacks	9	Alpha	2010-05-04 12:53:59	219
calterm	10	Beta	2010-05-04 12:53:59	219
camellia	11	Production/Stable	2010-05-04 12:53:59	219
cameltoe	11	Production/Stable	2010-05-04 12:53:59	219
campaignmonitor	10	Beta	2010-05-04 12:53:59	219
capazon	9	Alpha	2010-05-04 12:53:59	219
capby	10	Beta	2010-05-04 12:53:59	219
capgem	9	Alpha	2010-05-04 12:53:59	219
capistrano	11	Production/Stable	2010-05-04 12:53:59	219
capistrano-conf	11	Production/Stable	2010-05-04 12:53:59	219
capistrano-ec2g	11	Production/Stable	2010-05-04 12:53:59	219
capistrano-s3	9	Alpha	2010-05-04 12:53:59	219
capistrano-sdb	10	Beta	2010-05-04 12:53:59	219
capistranocolor	10	Beta	2010-05-04 12:53:59	219
cappy-runit	10	Beta	2010-05-04 12:53:59	219
capsaicin	8	Pre-Alpha	2010-05-04 12:53:59	219
captainslog	7	Planning	2010-05-04 12:53:59	219
captcha	10	Beta	2010-05-04 12:53:59	219
caramel	8	Pre-Alpha	2010-05-04 12:53:59	219
carbonica	12	Mature	2010-05-04 12:53:59	219
cardia	10	Beta	2010-05-04 12:54:00	219
cardinal	7	Planning	2010-05-04 12:54:00	219
cares	10	Beta	2010-05-04 12:54:00	219
caricature	10	Beta	2010-05-04 12:54:00	219
carpark	11	Production/Stable	2010-05-04 12:54:00	219
