#  file: sfRawTracker2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes tracker data for each project. This info 
#  is summed based on the daily tracker data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT  proj_unixname, sum(tracker_opened), sum(tracker_closed)
#  FROM project_statistics_60 
#  WHERE datasource_id=172  
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  tracker opened: the sum of all opened tracker items for this 60-day period 
#  tracker closed: the sum of all closed tracker items for this 60-day period
proj_unixname	sum(tracker_opened)	sum(tracker_closed)
sidsc	0	0
sidsynth	0	0
sidu	0	0
sidus	0	0
sie	0	0
siebeltoolbox	0	0
siebeng	0	0
siecineuronowe	0	0
siedler4linux	0	0
siege	0	0
siegetools	0	0
siegeweb	0	0
siegfried	0	0
siegfrieds	0	0
siegium	0	0
siemapi	0	0
siena	0	0
sierotwgg	0	0
sierpinski	0	0
sierpinski-cg	0	0
sierra	0	0
sierra-os	0	0
sierra-php	0	0
sies	0	0
siestta	0	0
sieve	0	0
sieve-php	0	0
sievefirewall	1	0
siext	0	0
sif	0	0
sif-epsig	0	0
sifa	0	0
sifar	0	0
sifbuilder	0	0
sifengine	0	0
sifiex	0	0
sifle	0	0
sifobo	0	0
siframework	0	0
sifrfontmaker	0	0
sifry	0	0
sifshell	0	0
sift	0	0
sift-io	0	0
sifter	0	0
sig	0	0
sig-int	0	0
sig-verify	0	0
sig9	0	0
sigabi	0	0
sigad	0	0
sigapgali	0	0
sigar	0	0
sigaster	0	0
sigati	0	0
sigauefs	0	0
sigcms	0	0
sigcperl	0	0
sigdek	0	0
sigdev	0	0
sige	0	0
sige-edev	0	0
sige-engine	0	0
sige-secretos	0	0
sigedit	0	0
sigefi	0	0
sigeinst	0	0
sigel	0	0
sigem	0	0
sigemstylosoft	0	0
sigeol-pacmad	0	0
sigeolpacmad	0	0
sigep	0	0
siger	0	0
sigerar	0	0
sigere	0	0
sigevap	0	0
sigevappro	0	0
sigfriedgame	0	0
siggen	0	0
sighorna	0	0
sighos	0	0
sightchordapp	0	0
sightripple	0	0
sightsinging	0	0
sighttp	0	0
sigipot	0	0
sigissc	0	0
siglab	0	0
sigle	0	0
sigma	0	0
sigma-forum	0	0
sigmaboard	0	0
sigmaengine	0	0
sigmaframework	0	0
sigmagrid	0	0
sigmail	0	0
sigmaje	0	0
sigmakee	0	0
sigmal	0	0
sigmap	0	0
sigmapi	0	0
sigmaplayer	0	0
sigmascm	0	0
sigmasoftech	0	0
sigmawidgets	0	0
sigmoid	0	0
sign	0	0
sign2text	0	0
signalbrowser	0	0
signaleducation	0	0
signallab	0	0
signallocbb	0	0
signalman	0	0
signalml	0	0
signals	0	0
signalslot-apt	0	0
signaltransform	0	0
signalvisualize	0	0
signature	0	0
signaturebot	0	0
signaturewizard	0	0
signaturss	0	0
signelf	0	0
signengine	0	0
signer	0	0
signerp	0	0
signet	0	0
signify	0	0
signin	0	0
signition	0	0
signj	0	0
signme	0	0
signpdf	0	0
signs	0	0
signserver	0	0
signstream	0	0
signtext	0	0
signtool	0	0
signum	0	0
signuminvenio	0	0
signup	0	0
signwriting	0	0
sigof	0	0
sigp	0	0
sigproc	0	0
sigraf	0	0
sigres	0	0
sigsafe	0	0
sigslot	0	0
sigslotc	0	0
sigsus	0	0
sigtchess	0	0
sigterms	0	0
sigtool	0	0
sigtranslator	0	0
siguo	0	0
sigus	0	0
sigve	0	0
sigzag	0	0
sihia	0	0
siiac	0	0
siicms	0	0
siirc	0	0
sijp	0	0
sikakuqt	0	0
sikher	0	0
sikhnet	0	0
sikosa	0	0
sil	0	0
sil-include	0	0
silc	0	0
silcer	0	0
silcmob	0	0
silctranslate	0	0
silence	0	0
silencecare	0	0
silent	0	0
silent-cms	0	0
silent3-backup	0	0
silentbob	0	0
silentius	0	0
silentsentinel	0	0
silentserver	0	0
silentshade	0	0
silentsync	0	0
silenttimetrack	0	0
silentvnc	0	0
silentyak	0	0
silenzio	0	0
silex	35	13
silexos	0	0
silgraphite	0	0
silgraphitectrl	0	0
silhouette	0	0
silhouette-rpg	0	0
silicis	0	0
silicium	0	0
silico	0	0
silicolife	0	0
silicon	0	0
silicon-sifter	0	0
siliconcore	0	0
siliconfodder	0	0
silicybin	0	0
silinux	0	0
silisos	0	0
silisweb	0	0
siljac	0	0
silk	0	0
silk-project	0	0
silkdimmer	0	0
silkroad	0	0
silkroadserver	0	0
silkroute	0	0
silkscreen	0	0
silktools	0	0
silkworm	0	0
silky	0	0
sillaj	1	0
sillian	0	0
silly-stocks	0	0
sillybot	0	0
sillyexceptions	0	0
sillylist	0	0
sillyminds	0	0
sillyphone	0	0
sillyview	0	0
silmod	0	0
silo	0	0
siloalert	0	0
siloe	0	0
silonet	0	0
silop	0	0
silpcms	0	0
silpentree	0	0
silpp	0	0
silraisjdog	0	0
silsm	0	0
silution-ircd	0	0
silvani	0	0
silvcms	0	0
silvenia	0	0
silveniaot	0	0
silver-bullet	0	0
silverarrow	0	0
silverback	0	0
silverbb	0	0
silvercity	0	0
silverdm	0	0
silverfish	0	0
silverflux	0	0
silverfox	0	0
silvergames	0	0
silvergolem	0	0
silverirc	0	0
silverldesigner	0	0
silverlight	0	0
silverlightcalc	0	0
silverlightstu	0	0
silverlightui	0	0
silvermail	0	0
silvermap	0	0
silvermat	0	0
silvernode	0	0
silverobjects	0	0
silvershards	0	0
silverstripe	0	0
silversurfer	0	0
silvertejp	0	0
silverthread	0	0
silverwing	0	0
silverwings	0	0
silverx-aw	0	0
silvios	0	0
silweb	0	0
sim	0	0
sim-control	0	0
sim-dl	0	0
sim-fluidflows	0	0
sim-icq	0	0
sim-mpi	0	0
sim-nation	0	0
sim-sim	0	0
sim-soccer-2d	0	0
sim-swarm-stab	0	0
sim2	0	0
sim4all	0	0
sim4kicad	0	0
sim6502net	0	0
sim6812	0	0
sim8051	0	0
sim8051kloszi	0	0
sim8080	0	0
sim85	0	0
simach	0	0
simadar	0	0
simagegui	0	0
simail	0	0
simairc	0	0
simalgpro	0	0
simall-traffic	0	0
siman	0	0
simap	0	0
simarch	0	0
simath	0	0
simautomata	0	0
simax	0	0
simba	0	0
simba-sync	0	0
simbaa	0	0
simback	0	0
simbacms	0	0
simbad	0	0
simbapgi	0	0
simbb	0	0
simbcm	0	0
simbel	0	0
simbillsystem	0	0
simbio	0	0
simbioms	0	0
simbion	0	0
simbiosis	0	0
simbiotic	0	0
simbizaccount	0	0
simblob	0	0
simboard	0	0
simbob	0	0
simbolz	0	0
simbot	0	0
simbyonestep	0	0
simcardtool	0	0
simcas	0	0
simcell-net	0	0
simchat	0	0
simchatclient	0	0
simchurch	0	0
simclass	0	0
simclipse	0	0
simcloth	0	0
simclust	0	0
simcluster	0	0
simcms	0	0
simcms4pw	0	0
simco-firewall	0	0
simcodeavr	0	0
simcom	0	0
simconverter	0	0
simcorp	0	0
simcoupe	0	0
simcraftdiy	0	0
simcrm	0	0
simcron	0	0
simd-cph	0	0
simdabstraction	0	0
simdata	0	0
simdata-csp	0	0
simdb	0	0
simdelta	0	0
simdeos	0	0
simdiary	0	0
simdig	0	0
simdilemma	0	0
simdisplay	0	0
simdistribution	0	0
simdock	0	0
simdof	0	0
simdoqs	0	0
simdump	0	0
simdx86	0	0
simecaes	0	0
simed	0	0
simelec	0	0
simep	0	0
simerge	0	0
simess	0	0
simetris	0	0
simevaluator	0	0
simfileeditor	0	0
simfit	0	0
simfony	0	0
simforge	0	0
simfos	0	0
simfractest	0	0
simgameitproatc	0	0
simge	0	0
simgear	0	0
simgen	0	0
simh	0	0
simhcs08	0	0
simhoc	0	0
simhtsd	0	0
simia	0	0
simianexplorer	0	0
simien	0	0
similar	0	0
similarity	0	0
similarlinks	0	0
similarsong	0	0
siminet	0	0
siminst	0	0
simios	0	0
simis	0	0
simisp	0	0
simit-arm	0	0
simit-mips	0	0
simit-parser	0	0
simjav	0	0
simk	0	0
simkin	0	0
simkincpp	0	0
simkit-rb	0	0
simknowledge	0	0
simlaplace	0	0
simlift	0	0
simlink	0	0
simloc	0	0
simlog	0	0
simlogparser	0	0
simm4j	0	0
simmail	0	0
simmanager	0	0
simmantools	0	0
simmer	0	0
simmetrics	0	0
simmitsu	0	0
simms-player	0	0
simmworld	0	0
simnav	0	0
simnazi	0	0
simnet	0	0
simnetq	0	0
simnetwork	0	0
simo	0	0
simoi	0	0
simon	0	0
simon-says	0	0
simon-utils	0	0
simoncat	0	0
simone	0	0
simoney	0	0
simonfrog	0	0
simonline	0	0
simontec	0	0
simora	0	0
simorb01	0	0
simorg	0	0
simoriah	0	0
simosdev	0	0
simoslinux	0	0
simoss	0	0
simots	0	0
simp	0	0
simp-raytracer	0	0
simp3d	0	0
simpa	0	0
simpack	0	0
simpack-sim	0	0
simpanse	0	0
simparex	0	0
simpbb	0	0
simpe	0	0
simpecollwsp	0	0
simpeds	0	0
simpeflashgame	0	0
simpeflowd	0	0
simpeg	0	0
simper	0	0
simpetition	0	0
simpeval	0	0
simphoney	0	0
simphp	0	0
simpidimpi	0	0
simpimp	0	0
simpinstall	0	0
simpix	0	0
simpjavainst	0	0
simpl	0	0
simpl-archive	0	0
simpla	0	0
simplate	0	0
simplc	0	0
simple	1	0
simple-ai	0	0
simple-blog	0	0
simple-cbr	0	0
simple-cms	0	0
simple-dbqm	0	0
simple-environm	0	0
simple-etl	0	0
simple-evcorr	0	0
simple-fndation	0	0
simple-forum	0	0
simple-ftp	0	0
simple-gallery	0	0
simple-geoserv	0	0
simple-gtk	0	0
simple-inside	0	0
simple-ircd	0	0
simple-java-xml	0	0
simple-js	0	0
simple-kademlia	0	0
simple-library	0	0
simple-logo	0	0
simple-mail	0	0
simple-math	0	0
simple-mrbs	0	0
simple-mysql	0	0
simple-nms	0	0
simple-notepad	0	0
simple-os	0	0
simple-pascal-x	0	0
simple-php-shop	0	0
simple-portal	0	0
simple-pos	0	0
simple-projects	0	0
simple-qos	0	0
simple-rc	0	0
simple-request	0	0
simple-rpc	0	0
simple-rss	0	0
simple-rt	0	0
simple-rts	0	0
simple-sctp	0	0
simple-search	0	0
simple-server	0	0
simple-shop	0	0
simple-slides	0	0
simple-spoiler	0	0
simple-survey	0	0
simple-sync	0	0
simple-taf	0	0
simple-the-game	0	0
simple-tk	0	0
simple-vpnqc	0	0
simple-web-cms	0	0
simple-xml	0	0
simple-xmlcms	0	0
simple3195	0	0
simple3d	0	0
simple404	0	0
simple68k	0	0
simpleadventure	0	0
simpleaim	0	0
simpleajax	0	0
simpleajaxchat	0	0
simpleajaximage	0	0
simplealarm	0	0
simpleamp	0	0
simpleapimetric	0	0
simpleaspwebsit	0	0
simpleassembler	0	0
simpleauction	0	0
simpleaugmented	0	0
simpleavros	0	0
simplebackup	0	0
simplebakup	0	0
simplebase	0	0
simplebaseje	0	0
simplebashbu	0	0
simplebasic	0	0
simplebb	0	0
simplebinaries	0	0
simpleblackjack	0	0
simpleblog	0	0
simpleblogscrip	0	0
simpleboard	0	0
simpleboards	0	0
simplebookmarks	0	0
simplebookstore	0	0
simpleboxcms	0	0
simpleboy	0	0
simplebpel	0	0
simplebreakout	0	0
simplebrowser	0	0
simplebt	0	0
simplebudget	0	0
simplebulletinb	0	0
simplebusiness	0	0
simplebutmighty	0	0
simplecache	0	0
simplecalc	0	0
simplecalendar	NULL	NULL
simplecallerid	0	0
simplecalllogge	0	0
simplecaptcha	2	1
simplecard	0	0
simplecart	0	0
simplecdlist	0	0
simplecdrx	0	0
simplecds	0	0
simplecenter	0	0
simplecf	0	0
simplechart	0	0
simplechat	0	0
simplecheck	0	0
simplechessvb	0	0
simplechromakey	0	0
simpleciber	0	0
simplecircuit	0	0
simpleclinearal	0	0
simpleclock	0	0
simplecm	0	0
simplecmf	0	0
simplecmms	0	0
simplecms	0	0
simplecmsnblog	0	0
simplecmsystem	0	0
simplecodes	0	0
simplecolorb	0	0
simpleconfigmod	0	0
simpleconnect	0	0
simpleconsole	0	0
simplecontracts	0	0
simpleconverter	0	0
simplecore	0	0
simplecounter	0	0
simplecp	0	0
simplecrm	0	0
simplecrypto	0	0
simplecryptoapi	0	0
simplectest	0	0
simplecvs	0	0
simpledatabase	0	0
simpledatabasea	0	0
simpledatabaset	0	0
simpledate	0	0
simpledb	2	0
simpledbadmin	0	0
simpledblayer	0	0
simpledc	0	0
simpledc1394jni	0	0
simpledesktop	0	0
simpledevelop	0	0
simpledevlib	0	0
simpledict	0	0
simpledirectory	0	0
simpledoc	0	0
simpledomino	0	0
simpledungeon	0	0
simpledvb	0	0
simpledvd	0	0
simpledvdrecord	0	0
simpledyndns	0	0
simplee	0	0
simpleelection	0	0
simpleengine	0	0
simpleerp	NULL	NULL
simplefacs	4	0
simplefaktura	0	0
simplefaq	0	0
simplefighter	0	0
simpleflow	0	0
simplefont	0	0
simpleforms	0	0
simplefp	0	0
simpleframework	0	0
simplefs	0	0
simplefs-fuse	0	0
simpleftp	0	0
simpleftpserver	0	0
simplega	0	0
simplegallery	0	0
simplegamenet	0	0
simplegames	0	0
simplegantt	0	0
simplegastebuch	0	0
simplegdsview	0	0
simplegisutils	0	0
simplegmailchec	0	0
simplegraphics	0	0
simplegravity	0	0
simplegrid	0	0
simplegrouptask	0	0
simplegs	0	0
simplehangul	0	0
simplehelp	0	0
simplehome	0	0
simplehostingpa	0	0
simplehr	0	0
simpleht	0	0
simplehtml	0	0
simplehtmldatag	0	0
simplehtmldom	8	0
simplehtmltree	0	0
simplehtmltreeg	0	0
simpleid	6	6
simpleil	0	0
simpleils	0	0
simpleimage	0	0
simpleimagereco	0	0
simpleimageview	0	0
simpleinput	0	0
simpleinventory	0	0
simpleinvoicecr	0	0
simpleinvoices	0	0
simpleip	0	0
simpleipc	0	0
simpleiprelease	0	0
simpleirc	0	0
simpleircbot	0	0
simplej	0	0
simplejabber	0	0
simplejava	0	0
simplejavaajaxm	0	0
simplejavaforum	0	0
simplejavatools	0	0
simplejax	0	0
simplejchat	0	0
simplejcoms	0	0
simplejda	0	0
simplejdbc	0	0
simplejdbcor	0	0
simplejgenx	0	0
simplejobmgmt	0	0
simplejta	0	0
simplejukebox	0	0
simplejworkflow	0	0
simplekde	0	0
simplelayout	0	0
simpleldsrc	0	0
simplelinux	0	0
simplelinuxbkup	0	0
simplelistsrvc	0	0
simpleloadtest	0	0
simplelogviewer	0	0
simplemail	1	0
simplemailadmin	0	0
simplemailform	0	0
simplemailmarge	0	0
simpleman	0	0
simplemap	0	0
simplemeetings	NULL	NULL
simplemenu	0	0
simplemerge	0	0
simplemessaging	0	0
simplemms	0	0
simplemod	0	0
simplemoney	0	0
simplemoneymana	0	0
simplemonitor	0	0
simplemonitorin	0	0
simplemp3	0	0
simplemq	0	0
simplemvc	0	0
simplemyadmin	0	0
simplemysql	0	0
simplenews	0	0
simplenfo	0	0
simplengx	0	0
simplenms	0	0
simplenon-comme	0	0
simplenotepad	0	0
simplenotes	0	0
simplenotetaker	0	0
simplenxt	0	0
simpleoauth	0	0
simpleocr	0	0
simpleodbc	0	0
simpleods	0	0
simpleoglengine	0	0
simpleonphp	0	0
simpleor	0	0
simpleorb	0	0
simpleosc	0	0
simpleothello	0	0
simpleparse	0	0
simplepbx	0	0
simplepc	0	0
simplepdf	0	0
simpleperlcalc	0	0
simplepforce	0	0
simplephonebook	0	0
simplephoto	0	0
simplephp	0	0
simplephpalbum	0	0
simplephpauthor	0	0
simplephpblog	0	0
simplephpcms	0	0
simplephpdb	0	0
simplephpframew	0	0
simplephpgal	0	0
simplephpgame	0	0
simplephpmail	0	0
simplephprpg	0	0
simplephpweb	0	0
simplephpwebcam	0	0
simplephpwebmai	0	0
simplephysics	0	0
simplepix	0	0
simplepki	0	0
simplepl	0	0
simplepms	0	0
simplepod	0	0
simpleporndownl	0	0
simpleportal	0	0
simplepos	0	0
simplepost	0	0
simpleprint	0	0
simpleprocfs	0	0
simpleprofiler	0	0
simpleprogs	0	0
simpleproxy	0	0
simplepub	0	0
simplepunch	0	0
simpleqa	0	0
simplequiz	0	0
simplequizz	0	0
simpler	0	0
simpleradius	0	0
simpleras	0	0
simpleraytracer	0	0
simplerdf	0	0
simplerecords	0	0
simplereference	0	0
simplereftools	0	0
simpleregscan	0	0
simplerelay	0	0
simpleremcon	0	0
simpleremote	0	0
simpleres	0	0
simpleresponse	0	0
simplerowlog	0	0
simplerpc	0	0
simplerpc-tcl	0	0
simplerpg	0	0
simplerrobotics	0	0
simplersa	0	0
simplerss	0	0
simplerts	0	0
simplertsp	0	0
simplesayscms	0	0
simplescalar3-0	0	0
simplescale	0	0
simplescigraph	0	0
simplescore	0	0
simplescrape	0	0
simplesearch	0	0
simpleselling	0	0
simpleserve	0	0
simpleserver	0	0
simpleservice	0	0
simpleservleten	0	0
simplesetistats	0	0
simplesf	0	0
simplesheeet	0	0
simplesheet	0	0
simpleshell	0	0
simpleshop	0	0
simpleshopsys	0	0
simpleshutdown	0	0
simplesim	0	0
simplesite	0	0
simplesiteadmin	0	0
simplesmanager	0	0
simplesmartycms	0	0
simplesoap	0	0
simplesoapadmin	0	0
simplesoccer	0	0
simplesockets	0	0
simplesoftware	0	0
simplesongs	0	0
simplespamtrap	0	0
simplesparql	0	0
simplespml	0	0
simplespooler	0	0
simplespread	0	0
simplesprueches	0	0
simplesql	0	0
simplesqltools	0	0
simplesrvr	0	0
simplessite	0	0
simplesso	0	0
simplestartpage	0	0
simplestat	0	0
simplestats	0	0
simplestblog	0	0
simplesteg	0	0
simplestfw	0	0
simplesticky	0	0
simplestock	0	0
simplestockcn	0	0
simplesubcalc	0	0
simplesudoku	0	0
simplesvm	0	0
simpleswmgr	0	0
simplesynth	0	0
simplesystem	0	0
simplet	0	0
simpletags	0	0
simpletask	0	0
simpletasking	0	0
simpletasks	0	0
simpletcptunnel	0	0
simpletds	0	0
simpleteammanag	0	0
simpletest	11	0
simpletest-js	0	0
simpletetrisfor	0	0
simpletex	0	0
simpletext	0	0
simplethemes	0	0
simplethread	0	0
simpleticket	0	0
simpleticky	0	0
simpletimer	0	0
simpletk	0	0
simpleton	0	0
simpletoncms	0	0
simpletoolkit	0	0
simpletools	0	0
simpletoposort	0	0
simpletpl	0	0
simpletrace	0	0
simpletracksys	0	0
simpletransfer	0	0
simpletranslit	0	0
simpletsheet	0	0
simpletts	0	0
simplettsreader	0	0
simpletutor	0	0
simpletyper	0	0
simpleui	0	0
simpleuml	0	0
simpleuploader	0	0
simplevalidate	0	0
simplevault	0	0
simpleview	0	0
simpleviewer	0	0
simplevs	0	0
simplewars	0	0
simpleweather	0	0
simpleweb-py	0	0
simplewebapi	0	0
simplewebscript	0	0
simplewebspider	0	0
simplewebstrut	0	0
simplewebtest	0	0
simplewfs	0	0
simplewiimote	0	0
simplewiki	0	0
simplewood	0	0
simpleworld	0	0
simplewrite	0	0
simplewsmonitor	0	0
simplex	0	0
simplex-calcul	0	0
simplex-engine	0	0
simplex-in-php	0	0
simplex-method	0	0
simplexboard	0	0
simplexcms	0	0
simplexengine	0	0
simplexer	0	0
simplexity	0	0
simplexj	0	0
simplexk	0	0
simplexml	0	0
simplexml2	0	0
simplexmlhttlws	0	0
simplexmllib	0	0
simplexmlmailer	0	0
simplexmlserver	0	0
simplexoenterpr	0	0
simplexoops	0	0
simplexslt	0	0
simplexsolver	0	0
simplexwiki	0	0
simplexwindow	0	0
simplflowsolver	0	0
simplgroup	19	11
simplicissimus	0	0
simplicite-mail	0	0
simplicity	0	0
simplicityengin	0	0
simplicityos	0	0
simplicityplay	0	0
simplicitysharp	0	0
simplies	0	0
simplifd-portal	0	0
simplifer	0	0
simplifiedimreg	NULL	NULL
simplify	NULL	NULL
simplimath	NULL	NULL
simpliphy	NULL	NULL
simplirc	NULL	NULL
simplis	0	0
simplissim	0	0
simplist	0	0
simplistic	0	0
simplistic-orm	0	0
simplizia	0	0
simplog	0	0
simplortal	0	0
simplos	0	0
simplot	0	0
simplrflickr	0	0
simplsound	0	0
simplus	0	0
simplusoftcorp	0	0
simplweb	0	0
simply-nagios	0	0
simply-rdf	0	0
simplyaffiliate	0	0
simplyasm	0	0
simplybayes	0	0
simplyblog	0	0
simplycms	0	0
simplycontent	0	0
simplyct	0	0
simplydelicious	0	0
simplyerp	0	0
simplygnustep	0	0
simplyhtml	0	12
simplylexer	0	0
simplymail	0	0
simplymysqlback	0	0
simplyphp	0	0
simplyrcs	0	0
simplysearch	0	0
simplytext	0	0
simplytrain	0	0
simplyvbunit	0	0
simpmsngr	0	0
simpoly	0	0
simppm	0	0
simppodmanager	0	0
simppu	0	0
simpregedit	0	0
simpro	0	0
simprogoff	0	0
simproject	0	0
simps	0	0
simpserver	0	0
simpstep	2	0
simpuddle	0	0
simpull2core	0	0
simput	0	0
simpute-tools	0	0
simpval	0	0
simpy	0	0
simpymud	0	0
simpytools	0	0
simpytraffic	0	0
simpyx	0	0
simqubit	0	0
simquery	0	0
simran	0	0
simreader	0	0
simres	0	0
simrest	0	0
simri	0	0
simrobot	0	0
simrtk	0	0
sims	0	1
sims2ad	0	0
sims3tools	0	0
simsa	0	0
simsalabim	0	0
simsalon	0	0
simsam	0	0
simscan	0	0
simsearch	0	0
simser	0	0
simsharp	0	0
simsheephead	0	0
simsig2	0	0
simsimsim	0	0
simslite	0	0
simslotcatalogu	0	0
simspacestation	0	0
simspark	0	0
simspec	0	0
simsportsutils	1	0
simsproject	0	0
simsrv	0	0
simsserver	0	0
simstar-gpl	0	0
simtanka	0	0
simtap	0	0
simtavern	0	0
simteec	0	0
simthetic	0	0
simtics	0	0
simtl2	0	0
simtoday	0	0
simtool	0	0
simtor	0	0
simtorrent	0	0
simtraf	0	0
simtraffic3d	0	0
simtrain	0	0
simtrek	0	0
simu-life	0	0
simualgo3d	0	0
simubiz	0	0
simubot	0	0
simud	0	0
simud2	0	0
simufarm	0	0
simuffsca	0	0
simukhepera	0	0
simula	0	0
simulab	0	0
simulac	0	0
simulacion	0	0
simulacra	0	0
simulacro	0	0
simulacrum	0	0
simulagricola	0	0
simuland	0	0
simulanscultura	0	0
simulants	0	0
simulare	0	0
simulate	0	0
simulateur23	0	0
simulatigdarwin	0	0
simulationnet	0	0
simulationofcha	NULL	NULL
simulator	NULL	NULL
simulator8051	NULL	NULL
simulatorediges	NULL	NULL
simulatrix	NULL	NULL
simulatron	NULL	NULL
simulbot	NULL	NULL
simulcrum	0	0
simuled	0	0
simuledf	0	0
simuledufg	0	0
simulevol	0	0
simulinksimserv	0	0
simulo	0	0
simulroutage	0	0
simulty	0	0
simulus-engine	0	0
simulyo	0	0
simuno	0	0
simupop	0	0
simured	0	0
simuredevirtual	0	0
simurtmpsg	0	0
simurun	0	2
simusubte	0	0
simvida	0	0
simvision	0	0
simvp	0	0
simvrml	0	0
simwar	0	0
simwing	0	0
simwitty	0	0
simwow	0	0
simxml	0	0
simyugioh	0	0
simzombie	0	0
sin	0	0
sinadura	0	0
sinai	0	0
sinalgo	0	0
sinap	0	0
sinaps	0	0
sinapse	0	0
sinapsiproject	0	0
sinaudio	0	0
sinaxe	0	0
sinbad	0	0
sinc	0	0
sinc32plus	0	0
sinchat	0	0
sincms	0	0
sinco	0	0
sind	0	0
sindesk	0	0
sindhbase	0	0
sindhikeyboard	0	0
sine	0	0
sinecure	0	0
sinek	0	0
sinemall	0	0
sinergia	0	0
sinet	2	3
sinev3	0	0
sinfg	0	0
sinflators	0	0
sinfo	0	0
sinfp	0	0
sing	0	0
singapore	2	0
singelboerse	0	0
singelo	0	0
singeltonpool	0	0
singer	0	0
singhinimultime	0	0
singing-ca	0	0
singingeguru	0	0
singinharmony	0	0
singkb	0	0
singleantelope	0	0
singleinstance	0	0
singlelogin	0	0
singleobject	0	0
singlepaint	0	0
singleshot	0	0
singlesimon	0	0
singlesub	0	0
singletomulti-c	0	0
singletonmock	0	0
singlishbug	0	0
singsing	0	0
singuerincnews	0	0
singularity	0	0
singularity-os	0	0
singularity-sys	0	0
singularitytheg	0	0
sinhala	0	0
sinhala-moodle	0	0
sinhalamobenews	0	0
sinis	0	0
sinix	0	0
sink	0	0
sinkspool	0	0
sinmp3	0	0
sinmsrepack	0	0
sinn	0	0
sinnergy	0	0
sino	0	0
sinojenter	0	0
sinon	0	0
sinonimi	0	0
sinonimos	0	0
sinoparser	0	0
sinope53	0	0
sinotes	0	0
sinp	0	0
sins	0	0
sinsbattle	0	0
sinsproject	0	0
sinstall	0	0
sinstradmud	0	0
sinswcf	NULL	NULL
sintelo	0	0
sintesis3d	0	0
sintex	0	0
sintus	1	0
sinv	0	0
sinyarda	0	0
sio2sd	0	0
siom	0	0
siop	0	0
siorp	0	0
sios	0	0
sioux	0	0
siouxsie	0	0
sip	0	0
sip-communicato	0	0
sip-manager	0	0
sip-spy-proxy	0	0
sip-tcp	0	0
sip-voip	0	0
sip2http	0	0
sip2ims	0	0
sip2phone	0	0
sip3	0	0
sipa	0	0
sipanalzyer	0	0
sipath	0	0
sipaudiofeeding	0	0
sipb2bua	0	0
sipc	0	0
sipcallerid	0	0
sipcmd	0	0
sipconfserver	0	0
sipd	0	0
sipdevel	0	0
sipdevlwin	0	0
sipdht	0	0
sipdll	0	0
sipdominatrix	0	0
sipe	32	6
sipf	0	0
sipflanker	0	0
sipgein	0	0
siphar	0	0
siphon	0	0
siphone	0	0
sipie	0	0
sipinspector	0	0
sipkd	0	0
siplam	0	0
siplb	0	0
sipletcontainer	0	0
siplogview	0	0
sipmanager	0	0
sipmethod	0	0
sipms	0	0
sipnet	0	0
siport	0	0
sipp	4	0
sipp-zamanda	0	0
sippf	0	0
sippgui	0	0
sippo	0	0
sippoint	0	0
sipproxy	0	0
sippy	0	0
sippyskype	0	0
sipqms	0	0
sipreader	0	0
sipress	0	0
sipro	0	0
siprop	0	0
siproxd	3	3
sips	0	0
sips-es	0	0
sipsanity	0	0
sipsec	0	0
sipsedelphi	0	0
sipserver	0	0
sipsl	0	0
sipspy	0	0
sipsstt	0	0
sipstack	0	0
sipstir	0	0
sipswitch	0	0
siptandem	0	0
siptapi	0	0
siptester	0	0
siptesttool	0	0
siptoolbox	6	3
siptunnel	0	0
sipuradialplan	0	0
sipwebgate	0	0
sipx-iptv	0	0
sipxcli	0	0
sipxtapidotnet	0	0
sir-script	0	0
siragi	0	0
sirbot	0	0
sirc	0	0
sirca	0	0
sircb	0	0
sircd	0	0
sirch	0	0
sircia	0	0
sircl	0	0
sirco	0	0
sircos	0	0
sirebug	0	0
siremis	0	0
siren	0	0
sirenic	0	0
sirerevenge	0	0
sirfis	0	0
sirg	0	0
siri	0	0
siriel	0	0
siril	0	0
sirius	0	0
sirius-petri	0	0
sirius-sign	0	0
sirius2im	0	0
siriusfw	0	0
siriuspl	0	0
siriustracker	0	0
siriustuner	0	0
siriusweb	0	0
sirkku	0	0
sirlagsplayer	0	0
sirnarules	0	0
sirophix-mud	0	0
sirs	0	0
sirsolarius	0	0
sirtet	0	0
siruna	0	0
sirusonline	0	0
sis	0	0
sis-devel	0	0
sis-spin	0	0
sis4be	0	0
sis530fb	0	0
sisal	0	0
sisapplauncher	0	0
sisau	0	0
sisaubv	0	0
sisav	0	0
sisc	0	0
siscaf	0	0
siscope	0	0
siscori	0	0
siscov	0	0
