#  file: sfRawForumPosts2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes forum post data for each project. This info 
#  is summed from the daily data for the previous 60 days. 
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(forum_posts)
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#  ORDER BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  forum_posts: the sum of forum_posts for this 60-day period 
proj_unixname	sum(forum_posts)
startime	0
startingupopens	0
startjava	0
startkladde	0
startmenuex	0
startmenunet	0
startmenuwasher	0
startmesh	0
startmig	0
startosix	0
startpage	0
startplay	0
startrek	0
startrek-f95	0
startrekguide	0
startrip	0
startup	0
startup-manager	0
startupadvisor	0
startupinfo	0
startupmanager	0
startuxcode	0
startx	0
staruml	46
staruml2htmladd	0
staruml2km3	0
staruml4km3	0
starview	0
starwar	0
starwarsmod	0
starwarsrp	0
starwarsthenewb	0
starws	0
starx	0
starxmlsitemap	0
starxt	0
starzmail	0
stas	0
stash	0
stash-agency	0
stasi	0
stasident	0
stasimatic	0
stasis	0
stasisme	0
staskmanager	0
stass	0
stat-scm	0
stat4j	0
statacaster	0
statarch	0
statblog	0
statbrowser	0
statclipse	0
statcountex	0
statcvs	0
statdist	0
statdistlib	0
state	0
state-threads	0
state4j	0
stateager	0
stateaid	0
statechum	0
statecraft	0
statedjava	0
stategl-pp	0
stategraph	0
statej	0
statelessdebian	0
statelogic	0
stately	0
statem	0
statemachine	0
statemachinemod	0
statement-tools	0
statemenu	0
statemirror	0
stateproto	0
statetrack	0
statewalker	0
statexpert	0
statfacil	0
statfink	0
statfink-xamppi	0
statfork	0
statgen	0
statgen7	0
static	0
static-hlstats	0
static-httpd	0
static-screams	0
staticanalysiso	0
staticcms	0
staticdhcpdmana	0
staticfiledups	0
staticms	0
staticvoid	0
staticwebcms	0
staticwiki	0
staticxjam	0
statika2000	0
station	0
station12	0
stationfreebeta	0
stationmanager	0
stationripper	0
statiqz	0
statistica	0
statisticsmadee	0
statistika	0
statix	0
statj	0
statlib	0
statlibdotnet	0
statloc	0
statmagic	0
statmail	0
statman	0
statmon	0
statmonitor	0
stato	0
statopolycli	0
statoverkey	0
statpaper	0
statperl	0
statping	0
statplaneteditr	0
statplot	0
statproject	0
statproof	0
statrix	0
stats-collector	0
stats-img	0
stats4oo	0
statsaholic	0
statsbot	0
statscript	0
statserver	0
statsgenerator	0
statsjam	0
statsmanager	0
statspacknet	0
statsposter	0
statsres	0
statstudio	0
statsviewer	0
statsvn	17
stattauto	0
stattrack	0
stattracker	0
stattraff	0
status-blogger	0
status-playing	0
statusbarbean	0
statusboard	0
statusd	0
statusmod	0
statusquo	0
statusreport	0
statusreporter	0
statusreportgen	0
statux	0
statviz	0
stauftpg	0
stauto	0
stavebniny	0
staven100	0
staviour	0
stavirt	0
stax	0
staxmedia	2
staxrip	0
stay-connected	0
stay-tuned	0
stayingalive	0
stb	0
stb-dvb	0
stba	0
stbrunner	0
stc	0
stcgame	0
stchat	0
stciclosporttur	0
stck	0
stcl	0
std	0
std-ovv	0
std-templates	0
std-worksheet	0
stdb	0
stdcalc	0
stdesktopsearch	0
stdex	0
stdfndclass	0
stdfsharp	1
stdftools	0
stdiff	0
stdio-zip	0
stdl	0
stdms	0
stdnet	0
stdnoj	0
stdnws	0
stdpc	0
stdproject	0
stdprolog	0
stdproxy	0
stdr	0
stdutil	0
steakim	0
stealth	0
stealthexchange	0
stealthms	0
stealthmybugs	0
stealthnet	0
stealthnetwebui	0
stealthnow	0
stealthsound	0
steam-theater	0
steamband	0
steambb	0
steamchat	0
steamed	0
steamengine	0
steamer	0
steamer-soapdat	0
steamweasel	0
steatite	0
steckbrief	0
sted	0
sted2	0
steel	0
steel-malloc	0
steelarrow	0
steelbot	0
steelbreeze	0
steelgunpowder	0
steelhalo	0
steelheart	0
steelme	0
steelrats	0
steeplejack	0
steer	0
steerforth	0
stef	0
stefan	0
stefanix	0
stefanobolli	0
stefvar	0
steg	0
steg-tunnel	0
stegaleniker	0
stegan	0
steganodotnet	0
steganograf	0
steganography-t	0
steganonet	0
steganopic	0
steganowav	0
steganrtp	0
stegeek	0
stegfs	0
stegg	0
stegger	0
steggy	0
steghide	0
steghidegui	0
stegida	0
stegogo	0
stegosaurus	0
stegoshare	0
stegostick	2
stegotools	0
stegpage	0
stegsecret	0
stegsharp	0
stegtorrent	0
stegui	0
stein	0
stel-sitestudio	0
stelib	0
stelin	0
stellaframework	0
stellanova	0
stellar	0
stellardancer	0
stellarium	220
stellarium4java	0
stellarlegacy	0
stellaros	0
stellarreach	0
stellarwind	0
stellation	0
stellsim	0
stelnet	0
stelvio	0
stem	0
stem-les	0
stemgen	0
stemka	0
stemkit	0
stemmer-es	0
stemmers	0
stemplot	0
stencil	0
stencyc	0
stendhal2	0
stenella	0
stengine	0
stenil	0
steno	0
step	0
step-by-step	0
step-toybox	0
step-up	0
stepbystep	0
stepcore	0
stependous	0
stepfibs	0
stepframework	0
stephenvanbooks	0
stephtamjpolls	0
stepintochinese	0
stepitup	0
stepmachine	0
stepmaker	0
stepmania	0
stepmaniamobile	0
stepmaze	0
stepmenus	0
stepos	0
stepperclass	0
steppermotor	0
steppingstone	0
steps	0
steptalk	0
steptodesign	0
stepup-cms	0
steque	0
sterecam	0
stereo	0
stereo3d	0
stereocardmaker	0
stereogl	0
stereogram	0
stereogrand	0
stereograph	0
stereoizer	0
stereologist	0
stereomatching	0
stereosegment	0
stereozoom2	0
sterile	0
sterm	0
sternenfeuer	0
sternensaal	0
sternenwelten	0
steroids	0
stes	0
stest	0
stests	0
stetris	0
stevanie	0
steve	0
steve-museum	0
steve-votesys	0
stevenssched	0
steveperkins	0
stevessurvey	0
stevethemoron	0
steviscalc	0
steward	0
stewienmisc	0
stexme	0
stext	0
stf	0
stff	0
stfl	0
stftb	0
stftp	0
stfu-tremulous	0
stg	0
stgc	0
stgenerator	0
stgolin	0
sthread	0
stiapplet	0
stic	0
stich	0
stick	0
stick2xyz	0
stickandstonege	0
stickbackup	0
stickbug	0
stickbuilder	0
stickcomcis1	0
stickfigure	0
stickfubar	0
stickies	0
stickiesdotnet	0
stickiesnet	0
stickit	0
stickitv100	0
stickkey	0
stickleback	0
stickman	0
stickmenwars	0
stickmusic	0
stickncut	0
stickout	0
stickwarfare	0
stickwars	0
stickwiki	0
stickybeak	0
stickyboard	0
stickymoss	0
stickynotenet	0
stickynotes	0
stickypad	0
stickystamp	0
stickytips	0
stickywiki	0
stiformsystem	0
stigma	0
stihrs	0
stiki	0
stikiweb	0
stiko	0
stikriz	0
stiksecmod	0
stilbe	0
stille-post	0
stillness	0
stillphrame	0
stills2dv	0
stiltwalker	0
stima	0
stimer	0
stimpack	0
stimul	0
stimuli	0
sting	0
stinger	0
stinger-dotnet	0
stingfrombrad	0
stingracer2	0
stingray	0
stingraytracer	0
stinkfly	0
stint	0
stinwiz	0
stipe	0
stipend	0
stir	0
stirmark	0
stitch	0
stitcha	0
stitchcode	0
stitchdb	0
stitcher	0
stitchpanorama	0
stitchr	0
stitchup	0
stjude	0
stjude-srm	0
stjudge	0
stk	0
stklos	0
stkwebtrack	0
stkx	0
stl	0
stl-bst	0
stl-sl	0
stl-tvision	0
stl-xml	0
stl2dat	0
stlavlmap	0
stlcast	0
stlgl	0
stlib	0
stllcv	0
stlmpi	0
stlouise	0
stlp-forum	0
stlplus	0
stlport	19
stlport-evc	0
stlshm	0
stlsoft	0
stm	0
stm32fw	0
stman	0
stmary	0
stmcms	0
stmis	0
stml	0
stmscala	0
stmtconverter	0
stmteamwebcpw	0
stnetsuite	0
stng	0
sto	0
stocasticvs	0
stochfit	0
stock	0
stock-bingdian	0
stock-db-python	0
stock-monster	0
stock-optim	0
stockadvice	0
stockadvisor	0
stockai	0
stockbot	0
stockboy	0
stockbr	0
stockchecker	0
stockcheckerv2	0
stockdb	0
stocker	0
stockerator	0
stockexchange	0
stockhub	0
stockkings	0
stocklead	0
stockleecher	0
stockline	0
stocklipse	0
stockman	0
stockmanager	0
stockmaniac	0
stockmarket	0
stockmarket2007	0
stockmarketgame	0
stockmill	0
stockminer	0
stockmodus	0
stockms	0
stockmystic	0
stocknet	0
stockoffer	0
stockphp	0
stockpile	0
stockportfolio	0
stockprofiler	0
stockreturns	0
stockroach	0
stockrunner	0
stocks	0
stocks2	0
stockscope	0
stockscraper	0
stockscreen	0
stockseod	0
stocksnweather	0
stockticker	0
stocktools	0
stocktracker	0
stocktrak	0
stockwatch	0
stockwatcher	0
stocky	0
stockyfact	0
stod	0
stofcplugin	0
stoffelloc	0
stoffelmail	0
stogame	0
stoical	0
stoks-web	0
stolenhistory	0
stom	0
stomostud	0
stompe	1
stone-db	0
stonedb	0
stonefish	0
stoneguardian	0
stonehenge	0
stoneidenti	0
stoneim	0
stonelinux	0
stoneofabasis	0
stones	0
stonesoup	0
stonesthrow	0
stonevpn	0
stonewheel	0
stonith	0
stonoid	0
stonx	0
stool	0
stools	0
stop-madness	0
stopan	0
stopbfh	0
stopdos	0
stopduplicates	0
stopless	0
stoplicht	0
stopmojo	0
stopper	0
stoprudecalls	0
stopscreensaver	0
stopsmoking	0
stopspam	0
stopspamadiumpl	0
stopwatch	0
stopwatchadvanc	0
stopwatchplussf	0
stopy	0
stor1	0
storage-manager	0
storage-portal	0
storage-system	0
storage3	0
storagefm	0
storagemodel	0
storageorder200	0
storagetests	0
storcarman	0
storch	0
stordf	0
storeadm	0
storebackup	0
storeddrive	0
storefront2004	0
storekeeper	0
storelogic	0
storemanagement	0
storemanager	0
storemgr	0
storemill	0
storenuke-net	0
storeredio	0
storesim	0
storex	0
storix	0
stork	0
storm	0
storm-pim	0
stormalert	0
stormblade	0
stormboards	0
stormcat	0
stormchat	0
stormdos	0
stormdotnet	0
stormengine	0
stormfactory	0
stormfont	0
stormforce	0
stormircd	0
stormlash	0
stormpkg	0
stormrt	0
stormsiren	2
stormstream	0
stormtags	0
stormtracker	0
stormwar	0
stormwidow	0
story	0
story-os	0
story-teller	0
storyboard4wo	0
storybook	0
storyeditor	0
storygames	0
storyline	0
storymonitor	0
storyorganizer	0
storypad	0
storyserver	0
storysgml	0
storystream	0
storytalker	0
storyteller	0
storytestiq	1
storytime	0
storywiki	0
stos	0
stoutpamphlet	0
stovetop	0
stowaway	0
stox	0
stp	0
stp-fast-prover	0
stparser	0
stpbx	0
stpconnect	0
stpe	0
stphoenix	0
stphp	0
stphplib	0
stpig	0
stpl	0
stplayer	0
stplugin	0
stppc2x	0
stproxy	0
stpviz	0
stpxml	0
str-class	0
str-toolbar	0
str2hex	0
strace	0
strace-wince	0
straceanalyzer	0
stracker	0
strader	0
strafe	0
strafunski	0
straight-call	0
straightback	0
straightcms	0
straightdmx	0
straightforward	0
straintracks	0
strampel	0
stranded	0
strandedmassive	0
strandmapservic	0
strandz	0
strangebrew	0
strangedays	0
strangedownload	0
strangesearch	0
strangewall	0
strangeworlds	0
strasbourgauquo	0
strasheela	0
strashila	0
strat-com	0
strata	0
strata-adeia	0
strata-agntbrkr	0
strata-exec-mon	0
strata-ftp	0
strata-html-obj	0
strata-jdbcschm	0
strata-logging	0
strata-ocontrol	0
strata-plugins	0
strata-rmibrkr	0
strata-smf	0
strata-thyra	0
strata-tkbf	0
strata-universe	0
strata-xml-util	0
stratadata	0
stratagem	0
stratagemengine	0
stratagus	0
stratagus-ide	0
stratcom	0
stratdate	0
strategery	0
strategia	0
strategic	0
strategicsti	0
strategist	0
stratego329	0
strategwar	0
strategy	0
strategy-ai	0
strategyca	0
strategywiki	0
stratengium	0
stratext	0
stratigrapher	0
stratlas	0
strato	0
stratos-php	0
stratos-viewer	0
stratosphere	0
stratrader	0
stratum	0
stratus	0
straw	0
strawberry	0
strawberryfield	0
strawberryindex	0
strawberrykick	0
strawlib	0
strawmush	0
strayd	0
straylight	0
strberry	0
strbio	0
strchat	0
strcraft	0
stream-db	0
stream360	0
streamav	0
streamcap	0
streamcast	0
streamcms	0
streamconf	0
streamdom	0
streamengine	0
streamers	0
streamgpu	0
streamgrabber	0
streamhijacker	0
streamid	0
streaming-app	0
streamingengine	0
streamingmedia	0
streamlab	0
streamlib	0
streamline	0
streamminder	0
streammine	0
streammp3	0
streamp2p	0
streamp3	0
streampods	0
streamreader	0
streamrecorder	0
streamripper	126
streamrippergui	0
streamripperx	0
streamrock	0
streamsaver	0
streamshield	0
streamsicle	0
streamsone	0
streamsucker	0
streamtorrent	0
streamtuner	0
streamware	0
streamy	0
streapy	0
streav	0
streber	0
strecks	0
stred	0
streeeamer	0
street-cred	0
streetfight	0
streetfighter	0
streetjournal	0
streetlegal	0
streetlife	0
streetlight	0
streetmap	0
streetprint	0
streetrace	0
streetrod3	0
streetsheet	0
streetsofdesire	0
streetsoflag	0
streetstrafficm	0
streetwars	0
streetx	0
strerror	0
stress	0
stress-driver	0
stressfracture	0
stressful	0
stretchbreak	0
strexp	0
strfunclib	0
stricter	0
strictmail	0
strid	0
stride	0
strigi-chemical	0
striim	0
strike	0
strike-ha	0
strikeeagleeye	0
strikeforce2d	32
striker	0
strikerserver	0
strikev4	0
striliser	0
string2barcode	0
string4	0
stringaligngrid	0
stringbeans	0
stringextractor	0
stringformatter	0
stringmanip	0
stringmath	0
stringsearch	0
stringsgen	0
stringsj2me	0
stringssearch	0
stringtree	0
stringulator	0
stringutils	0
stringvalue	0
stringychat	0
strinx	0
strip	0
stripcc	0
stripclub	0
stripdesigner	0
stripe-browser	0
stripes	0
stripes-barcode	0
stripes-sec	0
stripes-stuff	0
stripesnoop	0
striploader	0
stripsinc	0
stripwise	0
strisyseafrwk	0
strive	0
strix-cms	0
strmatch	0
strmod	0
strmplus	0
strobecard	0
stroke5	0
strokecms	0
strokey	0
strom	0
stromengine	0
strongdc	0
stronger	0
strongfieldnep	0
stronghead	0
stronghold	0
strongholdcms	0
strongkey	0
strongpass	0
strongroom	0
strongtoncharac	0
stroom	0
strop	0
strophe	0
stroq	0
strq-is	0
strq-ss	0
strs	0
strshpsimlator	0
strsplit	0
strstat	0
strsw	0
strucinday	0
strucrepengine	0
structassocmem	0
structintegrdb	0
structio	0
structlab	0
structs	0
structsharp	0
structsme	0
structuraldd	0
structuralsegm	0
structure	0
structuredblog	0
structuredorum	0
structuredtext	0
structuregen	0
structuremap	0
structuresynth	18
structurized	0
strudle	0
struggle	0
struktgen	0
struktor	0
strunts	0
strut	0
struts	0
struts-gears	0
struts-genie	0
struts-i18n	0
struts-it	0
struts-m-j2ee	0
struts-menu	0
struts-nbx	0
struts-sidebar	0
struts-tools	0
struts-wml	0
struts-workflow	0
struts-wrapper	0
struts-ws	0
struts12andhibe	0
struts2-itercep	0
struts2eclipse	0
struts2gui	0
struts2tutorial	1
struts4php	0
struts4sap	0
strutsannot	0
strutsarticle	0
strutsback	0
strutsblobapp	0
strutsbox	0
strutschaining	0
strutscodegener	0
strutscx	0
strutsdotnet	0
strutsdwrplugin	0
strutsejb	0
strutsgenerator	0
strutslogin	0
strutsme	0
strutsportal	0
strutspring	0
strutsreloader	0
strutste	0
strutstest	0
strutstestcase	1
strutstreeview	0
strutswing	0
strutswizard	0
strutsws	0
strutter	0
struxslt	0
struxure	0
strwbrprlgsmpls	0
strype	0
stryteller	0
sts	0
sts-project	0
stse	0
stsieve	0
stsound	0
stsplusii	0
stt	0
stt-clock	0
sttarss	0
sttf	0
sttr	0
stu	0
stuart	0
stuartchaulk	0
stub	0
stubbyc	0
stubbycpp	0
stubcc	0
stubjpgraph	0
stubout	0
stuciclassic	0
stuck-wheel	0
stucksweep	0
stud	0
stud-tapestry	0
studan	0
studbook	0
studdb	0
student-kernel	0
studentadmin	0
studentapprais	0
studentcenter	0
studentengame	0
studentgrades	0
studentinformat	0
studentinfosys	0
studentlog	0
studentmanagem	0
studentmoneyman	0
studentplanpalm	0
students-52n	0
studentsystem	0
studenttracker	0
studenttrader	0
studeval	0
studianalyse	0
studiav	0
studienportal	0
studies911	0
studimailer	0
studinetwork	0
studinetz	0
studio	0
studio3	0
studio4visual	0
studioamp	0
studiocore	0
studiode	0
studiodix	0
studiogdo	0
studiogl	0
studiolab	0
studioone	0
studiopro	0
studiotogo	0
studiotracker	0
studiotube	0
studioweb	0
studip	0
studiplaner	0
studs	0
studscheduler	0
study-cards	0
studycalc	0
studyharp	0
studykun	0
studyrobot	0
studyschedule	0
studywords	0
stuff2do	0
stuffblog	0
stuffdb	0
stufflib	0
stuinfosys	0
stullemule	0
stumblerpainter	1
stummies	0
stumpele	0
stun	0
stunford	0
stunnel-cpcsp	0
stunovertcp	0
stunt	0
stunt-racer	0
stuntcarracer	0
stuntchallenge	0
stuntisland	0
stuntmania	0
stuntracer	0
stunturn	0
stuntux	0
stupid-ftpd	0
stupid-utils	0
stupidproxy	0
stupidresume	0
stuprloopr	0
stutils	0
stutt3r	0
stutter	0
stuwis	0
stv	0
stv0680-usb	0
stveclipse	0
stw	0
stwin98tester	0
stwoid	0
stwongserv	0
stx	0
stxxl	34
style	0
styleassistant	0
stylebase	0
stylecopcmd	1
stylecoptask	0
styleirc	0
styles-fusion	0
stylesmooth	0
stylevalid	0
stylish-slides	0
stylizerbre	0
stylus2x	0
stype	0
styrkaengine	0
styroform	0
styx	0
styxframework	0
su-doku	0
su-fhswf-sa	0
su-render	0
su-solver	0
su-webengine	0
su-wrapper	0
sua	0
suaide	0
suampmediaplaye	0
suasmapserver	0
suave	0
sub	0
sub-contract	0
sub-dongle	0
sub-lime	0
sub-portal	0
sub-sonic	0
sub2srt	0
sub2text	0
subadd	0
subaltnet	0
subapplet	0
subasement	0
subash	0
subastarte	0
subaudio	0
subbarna	0
subbee	0
subber	0
subbilling	0
subc	0
subchannel	0
subcheck	0
subcipher	0
subclipse	0
subcomposer	0
subcontrol	0
subconv	0
subcorrector	0
subcritical	0
subdermal	0
subdiversvn	0
subdmin	0
subdomainscan	0
subdownloader	0
subdrive	0
subdriver	0
subdxf	0
subedit	0
subethaclipse	0
subethamail	0
subethashare	0
subether	0
subfix	0
subfonsion	0
subforge	0
subform	0
subget	0
subgrey	0
subhook	0
subhuman	0
subhunt	0
subject-tree	0
subleq	0
sublex	0
sublib	0
sublim	0
sublime	0
sublimecms	0
subliminal	0
subliminal-msgs	0
subluna	0
submanager	0
submarine	0
submerge	0
submerged	0
submissioncheck	0
submit	0
submitau	0
submitcv	0
submorfonet	0
subnet	0
subnetcalc	0
subnetmanager	0
subnettingcalc	0
subnetversion	0
subneuron	0
subnivean	0
subntcalc	0
subopen	0
subops	0
subopus	0
subounce	0
subpeer	0
subpersistence	0
subpop	0
subproc	0
subra	2
subreal	0
subrecord	0
subredi	0
subrip	0
subrosa	0
subrscene	0
subs	0
subscriba	0
subscriptelgg	0
subserv	0
subset	0
subshare	0
subshop	0
subsonic	0
subspace	0
subspace2	0
subspacebattle	0
substance	0
substationbeta	0
substcipher	0
substr	0
substrate	0
substream	0
substructure	0
subsubsub	0
subsume	0
subsumelib	0
subsurface	0
subsurfer	0
subsvm	0
subsworkgroup	0
subsync	0
subsyncx	0
subsynth	0
subterfuge	0
subterfugue	0
subtex	0
subtimer	0
subtitlecreator	0
subtitleeditor	0
subtitleintime	0
subtitleproc	0
subtitler	0
subtitleripper	0
subtitles	0
subtitleworksho	0
subtitling	0
subtle	0
subtools	0
subtorrent	0
subtrack	0
subtracker	0
subtrick	0
subuntu	0
subverse	0
subversion-prs	0
subvertaudio	0
subverter	0
subviewer	0
subvrsnstreams	0
subwar	0
subweaver	0
subwiki	0
subworkshop	0
subx	0
subxml	0
suby	0
subz	0
subzilla	0
success	0
succubicontrolp	0
sucd	0
suckandshare	0
suckbot	0
suckdmoz	0
sucker	0
suckerpipe	0
suckoban2	0
sucre	0
sucs	0
sucvp	0
sud	0
sudapix	0
sudeepschess	1
sudex	0
sudo4vista	0
sudocute	0
sudoeditor	0
sudoersgui	0
sudoersmgt	0
sudognu	0
sudoken	0
sudoker	0
sudokolib	0
sudokool	0
sudoku	0
sudoku-cpp	0
sudoku-csolver	0
sudoku-dlx-rule	0
sudoku-dm	0
sudoku-elisp	0
sudoku-es	0
sudoku-genie	0
sudoku-helper	0
sudoku-htwg	0
sudoku-koubou	0
sudoku-mp	0
sudoku-ms	0
sudoku-perl	0
sudoku-puzzle	0
sudoku-sa	0
sudoku-savant	0
sudoku-sensei	0
sudoku-solution	0
sudoku-solve-py	0
sudoku-solver	0
sudoku-solver99	0
sudoku-steps	0
sudoku-tk	0
sudoku2go	0
sudoku3d	0
sudoku4eclipse	2
sudoku8	0
sudokuapp	0
sudokuban	0
sudokubang	0
sudokubook	0
sudokucheater	0
sudokudo	0
sudokudotnet	0
sudokuexpert	0
sudokufun	0
sudokufx	0
sudokugd	0
sudokugenerator	0
sudokuhelper	0
sudokuinall	0
sudokuj	0
sudokujava	0
sudokujs	0
sudokulet	0
sudokulib	0
sudokuloeser	0
sudokumagic	0
sudokumaker	0
sudokumania	0
sudokumaster	0
sudokumat	0
sudokume	0
sudokunet	0
sudokuontheroad	0
sudokuplayer	0
sudokuppc	0
sudokupt	0
sudokuqt	0
sudokuquick	0
sudokurapid	0
sudokuresolver	0
sudokusensei	0
sudokusharp	0
sudokusolve	0
sudokusolver	0
sudokusolver2	0
sudokusolverinc	0
sudokusudoku	0
sudokut	0
sudokutogether	0
sudokutool	0
sudokux	0
sudokyou	0
sudoli	0
sudonix	0
sudor	0
sudoscript	0
sudosh	0
sudosh2	0
sudoukusolver	0
sudowin	7
sudown	2
suds	0
suds-sudoku	0
sudsy	0
sudukocracker	0
sue	0
sueca-ojogo	0
suecenter	0
suede	0
suelo	0
sues	0
suf	0
suffix	0
suffixtreearray	0
suffr	0
suga	0
sugar	0
sugar-appliance	0
sugar-openmsx	0
sugar4j	0
sugarcrm	0
sugarcrm-rcp	0
sugarcrmdanish	0
sugarcrmmods	0
sugarcrmtimereg	0
sugarcube	0
sugarglider	0
sugarhouse	0
sugarjbilling	0
sugarlivecd	0
sugarmemo	0
sugaroverlay	0
sugarscape	0
sugarspice	0
sugart	0
sugarwap	0
sugatha	0
sugc	0
suggest	2
sugo-nxt	0
sugoitools	0
sugoitracer	0
suhtmlmailer	0
suicide	0
suicidebooth	0
suicideviewer	0
suid	0
suif	0
suinx	0
suite-tester	0
suite361	0
suitedoclet	0
suitegm	0
suitehub	0
suiteki	0
suiterna	0
suiteshop	0
suitex	0
suitframework	0
sujangarh	0
sujisound	0
sukb	0
sukie	0
sukira	0
suleiman	0
sulfilodeiricor	0
sulfur	0
sulipi	0
suliportal	0
sulistan	0
sulky	0
sulu-lang	0
sum	0
sum-it	0
sum182	0
sumajg	0
sumatra	0
sumdoku	0
sumerian	0
sumi	0
suml	0
summarizer	0
summer	0
summer08	0
summerbloom	0
summerchat	0
summerframework	0
summon	1
summoner	0
sumo	0
sumoam	1
sumon	0
sumotracker	0
sumowebbot	0
sums	0
sumsync	0
sumsys	0
sumtimes	0
sumus	0
sumwars	0
sumwiki	0
sumzum	0
sun	0
sun3000	0
sunamointernetb	0
sunangle	0
sunbb	0
sunbeam	0
sunbeamoonshine	0
sunbear	0
sunbird	0
sunbird-de	0
sunboard	0
sunc	0
suncproject	0
suncraft	0
suncult	1
sundance	0
sunday	0
sundial	0
sundialmirror	0
sundog	1
sundogcms	0
sundowner	0
sundsvall	0
sunengine	0
sunet	0
sunex	0
sunflow	0
sunflower	0
sunframework	0
sunfreewaredown	0
sungallery	0
sungo	0
sunhead	0
sunhowto	0
suni	0
sunianterp	0
sunifdef	0
sunilomcli	0
sunindarknight	0
suninfo	0
sunit	0
sunit-browser	0
sunjoong	0
sunkarjavaime	0
sunlightcbm	0
sunlightdpd	0
sunlightds1	0
sunlightlb	0
sunlightnet	0
sunline	0
sunmaillogproc	0
sunnet	0
sunnychat	0
sunnyday	0
sunnytb	0
sunnyx	0
suno2	0
sunoneplayer	0
sunosaudioctl	0
sunpendulum	0
sunprofile	0
sunproject	0
sunra	0
sunrisexp	0
suns	0
sunscape	0
sunset	0
sunsetcoaster	0
sunshine	0
sunshinemu	0
sunshineteamorg	0
sunshineun	0
sunstormengine	0
suntext	0
sunthink	0
suntzu	0
sunuml	0
sunux	0
sunwukong	0
sunxacml	0
suodss	0
sup	0
supa	0
supa-site	0
supacart	0
supai	0
supakewel	0
suparmerio	0
suparun	0
supascripta	0
supasite	0
supbro	0
supcalc	0
super	0
super-impegnato	0
super-qr-hack	0
super-tux	0
super-write	0
superag	0
superalbum	0
superallsmash	0
superark	0
superascio	0
superasp	0
superbackgammon	0
superbag	0
superbatch	0
superbb	0
superblast	0
superboard	0
superbrowser	0
superburgerwld	0
supercalc	0
supercali	0
supercastor	0
supercat	0
superchat	0
superchat52	0
superclass	0
superclasses	0
superclone	0
supercms	0
supercollider	0
supercolliderau	0
supercomponents	0
supercopier	0
supercounter	0
supercrash	0
supercron	0
supercsbrothers	0
supercsv	10
supercvs	0
superdb	0
superdeduper	0
superdog	0
superdoku	0
superdown	0
superdrill	0
superducky	0
superelo	0
superencode	0
superengine	0
superext	0
superfamicast	0
superfaq	0
superfarmergame	0
superficial	0
superficie	0
superfilecopier	0
superfinder	0
superflod	0
superform	0
superforum	0
superfrontier	0
superg	0
supergaleria	0
supergallery	0
supergeek	0
supergib	0
superglue	0
superglus	0
supergrf	0
superherosource	0
superhits	0
superhudeditor	1
superirrlicht	0
superj	0
superjabberbot	0
superkb	0
superlenin	0
superlifter	0
superliga	0
superlininstall	0
superlotto	0
superluminal	0
supermag	0
supermarabros	0
supermarija	0
supermariogalac	0
supermarket	0
supermercado	0
supermetroid	0
supermod	0
supermodule	0
supermon	0
supermonitor	0
supermonx	0
supermount-ng	0
supermsn	0
supernews	0
supernovaempire	0
superop	0
superoverlaygen	0
superpad	0
superpaster	0
superpfm	0
superpg	0
superpg1	0
superping	0
superplumbersdl	0
superpocketc	0
superpomp	0
superpong	0
superprime	0
superproxy	0
superpython	0
superquail	0
superrigori	0
superrtsge	0
superscaffold	0
superscanner	0
supersensetag	1
superseq	0
superserver	0
supershell	0
supershop	0
supershot	0
supersims	1
supersmashboxes	0
supersmashbross	0
supersnake	0
supersnes	0
supersonic	0
superspace	0
superspacerace	0
supersparrow	0
superstar	0
superstartrek	0
superstore	0
superstructproj	0
supersudoku	0
supersurf	0
supersweeper	0
supersync	0
supertable	0
supertemplate	0
supertirititran	0
supertroubletic	0
supertruco	0
supertunel	0
supertux	0
supertux-3d	1
supertuxkart	0
superua	0
supervag	0
superversion	0
supervisor	0
supervixen	0
supervova	0
superwaba	0
superwaba-ide	0
superwall	0
superwillow	0
superyabb	0
supesitepaypal	0
supewabaeclipse	0
supgeeserver	0
supgg	0
supgrep	0
suplex	0
supncf	0
supple	0
supplets	0
supplierconnect	0
supply-chain	0
supplychainos	0
supplychainsolu	0
supplychainstar	0
supplymanager	0
support-kbase	0
support-phpbb	0
support4j	0
supportcenter	0
supportdesk	0
supportingcpw	0
supportintray	0
supportools	0
supportstation	0
supportview	0
supportvl2pack	0
supra	0
suprabbs	0
suprabrowser	0
suprangen	0
supratux	0
supremacy	0
supreme-bb	0
supreme-irc	0
supremilatedmod	0
suprnovadj	0
