#  file: sfRawForumPosts2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes forum post data for each project. This info 
#  is summed from the daily data for the previous 60 days. 
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(forum_posts)
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#  ORDER BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  forum_posts: the sum of forum_posts for this 60-day period 
proj_unixname	sum(forum_posts)
cstalintotalwar	0
cstar	0
cstar-dev	0
cstaswitchsim	0
cstat	0
cstatest	0
cstatus	0
csteamblackjack	0
csteganography	0
csteoryapp	0
cstermin	0
cstk	0
cstl	0
cstlimonmehadak	0
cstool	0
cstore	0
cstoredprocedur	0
cstrack	0
cstrikestats	0
cstring	0
cstrip	0
cstripletest	0
csts	0
cstudio	0
csudoku	0
csufsummerproj	0
csuite	0
csulanews	0
csunit	0
csusmacmeclipse	0
csustan-cs4100	0
csv	0
csv-ado-net	0
csv-database	0
csv-mysql	0
csv-parser	0
csv2cssh	0
csv2dia	0
csv2ldap	0
csv2ldf	0
csv2ldif	0
csv2ldif2	0
csv2sql	0
csv2sqlite	0
csv2vcard	0
csv2xml	0
csv4j	0
csvbeans	0
csvbrowser	0
csvconverter	0
csvct	0
csvdatamix	0
csvdiff	0
csvdump	0
csved	0
csveditor	0
csvengine	0
csvfile	0
csvfileeditor	0
csvfileparser	0
csvgui	0
csvjdbc	7
csvn	0
csvobjectloader	0
csvobjectmapper	0
csvparser	0
csvplus	0
csvpn	0
csvquery	0
csvreports	0
csvsql	0
csvtokenizer	0
csvtomp3	0
csvtomsrmsitems	0
csvtosql	0
csvtoxml	0
csvtrans	0
csvutils	0
cswars	0
cswebmail	0
cswiki	0
cswinampsdk	0
cswm	0
csworld	0
csx	0
csxmptk	2
csymphony	0
csymsg	0
csystemopt	0
ct-frame	0
ct-samurai	0
ct2editor	0
ct300	0
ct8k	0
ctable	0
ctag	0
ctagger	0
ctags	2
ctagsmenu	0
ctai	0
ctal	0
ctamp	0
ctanalyse	0
ctanalyzer	0
ctapi-mkt	0
ctas	0
ctaskman	0
ctbackup	0
ctbj3d	0
ctbjava	0
ctblog	0
ctbwin32	0
ctc	0
ctca	0
ctcalc	0
ctcheckers	0
ctcl	0
ctconector	0
ctconvf	0
ctcs	0
ctcs2	0
ctd	0
ctd-cms	0
ctdoc	0
ctdos	0
cte	0
ctec	0
ctemplate	0
ctenet0	0
ctetris	0
ctetrisa	0
ctex	0
ctexgen	0
ctext	0
ctf	0
ctfdroids	0
ctfgs	0
ctflasher	0
ctfpackage	0
ctftpclient	0
ctfwarbyratman9	0
ctgames	0
ctheme	0
cthgngmhelper	0
cthrough	0
cthughanix	0
cthulhucd	0
cthulos	0
cticket	0
ctiempo	0
ctifocus	0
ctinst-maker	0
ctinterval	0
ctisp	0
ctk	0
ctk-cgi-chkurl	0
ctk-dev	0
ctk-dns-chroot	0
ctk-loadmax	0
ctk-quizz	0
ctk-ulimitw	0
ctkl	0
ctklog	0
ctkm	0
ctksengine	0
ctl	0
ctl-dispatch	0
ctlf	0
ctlib	0
ctlnetmon	0
ctlog	0
ctm	0
ctm4j	0
ctmail	0
ctmap	0
ctmbsd	0
ctme-cvs-php	0
ctmessanger	0
ctmgr	0
ctms	0
ctnlist	0
ctnstart	0
ctocpp	0
ctool	0
ctools	0
ctop	0
ctopia	0
ctorrent	4
ctorrent-ipv6	0
ctorrent-win32	0
ctos	0
ctpc	0
ctphotobook	0
ctpp	0
ctrace	0
ctrack	0
ctracker	0
ctrackphpbb	0
ctrio	0
ctrl-mail	0
ctrlbiblioteca	0
ctrlc	0
ctrlmedia	0
ctrlrecorder	0
ctrms	0
ctrump	0
cts	0
cts3	0
cts32	0
ctsm	0
ctsplit	0
ctsproject	0
ctsqlivr	0
cttime	0
cttl	0
ctto	0
cttseelf	0
ctunes	0
ctv	0
ctvmms	0
ctvofs	0
ctw	0
ctweb	0
ctx-blast	0
ctx-webcore	0
ctxencrypt	0
ctxtra	0
ctypes4j	0
cu-batchmodeler	0
cu-gis	0
cu-rum-cs	0
cua-valkyrie	0
cuacc	0
cuacslib	0
cuaesdk	0
cuanto	0
cuarenta	0
cuartoinformat	0
cuatro-de-copas	0
cuav	0
cuaz	0
cub	0
cub3d	0
cuba	0
cubanlink	0
cube	0
cube-grid	0
cube-language	0
cube-osx	0
cube21	0
cube42sysframe	0
cubeadvance	0
cubeb	0
cubebot	0
cubebullets	0
cubeclient	0
cubecms	0
cubecontrol	0
cubed	0
cubedb	0
cubedcs	0
cubedesigner	0
cubedev	0
cubedgsp490	0
cubedoom	0
cubeforbatch	0
cubeirc	0
cubelib	0
cubelister	0
cubemachine	0
cubemon	0
cubeobjects	0
cubeon	0
cubeonline23	0
cubeos	0
cubeplayer	0
cuberevo-plugin	0
cuberga	0
cubes	0
cubesat	0
cubesgame	0
cubeshooter	0
cubesoft	0
cubesolver	0
cubesss	0
cubestorm	0
cubetable	0
cubetimer	0
cubetto	0
cubewanoworlds	0
cubeware	0
cubewidget	0
cubeworld	0
cubex	0
cubic	0
cubic-bspline	0
cubicbox	0
cubicbrowser	0
cubicexplorer	0
cubicle	0
cubiclevim	0
cubicproject	0
cubicpublisher	0
cubicrpstry	0
cubictest	0
cubicunit	0
cubicuo	0
cubicvr	0
cubios	0
cubism	0
cubit	0
cubita	0
cubitpos	0
cubixwebsql	0
cubnc	0
cubop	0
cubos	0
cubox	0
cubricks	0
cubs	0
cubsql	0
cubtrix	0
cuc	0
cucema	0
cuchat	0
cuckoo	0
cuckooframework	0
cucode	0
cucoon	0
cucoz	0
cucumber	0
cucurbyte	0
cuda-clustalw	1
cuda-ec	0
cuda-z	0
cudaalignment	0
cudacagen	0
cudacluster	0
cudacodecs	0
cudamp3encoder	0
cudann	0
cudasw	0
cudatemplates	0
cudavswizard	0
cuddle	0
cudridor	0
cue	0
cue-cunit	0
cue2toc	0
cueator	0
cuecatdotnet	0
cuecreator	0
cuemambo	0
cuemol	0
cuentatiff	0
cueplayer1	0
cuesheet	0
cuesheetmaster	0
cuetools	0
cuetoolsnet	0
cuf	0
cufps	0
cuftpd	0
cug	0
cuhal	0
cui	0
cuist	0
cuitechat	0
cuitk	0
cuitools	0
cujit	0
cujo	0
culebra	0
culex	0
culinator	0
culmus	0
cult-thinclient	0
cultbooking	0
cultivation	0
culturka	0
cumail	0
cumgha	0
cumock	0
cumparmobila	0
cumt	0
cumulatedraw	0
cumulus	0
cundctex	0
cuneiform	0
cunit	1
cunittest	0
cuny	0
cuo	0
cuon	0
cup	0
cup-language	0
cup-lex-eclipse	0
cupalu	0
cupcakebb	0
cupcakecms	0
cuphd-water	0
cupidcms	0
cupido	0
cupidreceiver	0
cupis1-70allian	0
cupl	0
cupofjava	0
cupofjoe	0
cups	0
cups-bill	0
cups-italian	0
cups-page-size	0
cups4lazarus	0
cupsclient	0
cupsemailptr	0
cupsjuke	0
cupt	0
cupydon	0
cura	0
curare	0
curator	0
curatordb	0
curcuitanalysis	0
curd	0
cured	0
curem	0
cureproject	0
curio	0
curiosity	0
curl	0
curl-3d-gallery	0
curl-card-games	0
curl-cdk	0
curl-dev-tools	0
curl-dev-utils	0
curl-email	0
curl-loader	0
curl-widgets	0
curl-wsdk	0
curlftpfs	4
curlget	0
curlhandle	0
curlib	0
curlingtimer	0
curlinstall	0
curlorb	1
curlpas	0
curlpp	0
curlunit	0
curly3d	0
curlyankles	0
curlyml	0
curphoo-kc	0
curr2txt	0
currency4cplus	0
currencyconpro	0
current-t	0
currentl3	0
currenttime	0
currenttrack	1
currex	3
curricula	0
curriculos	0
currxchange	0
curry	0
curry4j	0
cursed-player	0
cursedchat	0
cursedmenu	0
curses	0
cursescraft	0
cursesplusplus	0
cursive	0
cursor	0
cursuslinux	0
curtains	0
curtsezclient	0
curu	0
curupira	0
curvas	0
curveball-net	0
curvecaptor	0
curvedraw	0
curvefitting	0
curves	0
curving	0
cus	0
cuse	0
cusp	0
cusp-cubicsplin	0
cusp-parser	0
cuss	0
cussgen	0
cust-full-auto	0
cust-sat-plan	0
custmsuggstnbox	0
custom-cgi	0
custom-erp	0
custom-executor	0
custom-ircu	0
custom-os	0
custom-phrase	0
customalu32b	0
customcache	0
customdatasrc	0
customdns	0
customeqemu	0
customer-orderw	0
customer-zone	0
customerarea	0
customercare	0
customerinfo	0
customermanager	0
customerp	0
customerservice	0
customertrackdo	0
customertracker	0
customgridview	0
customirc	0
customkeyer	0
customphpbb3web	0
custompropdbex	0
customrefactor	0
customregistry	0
customreports	0
customrunwindow	0
customsage	0
customsearchbox	0
customskinssoft	0
customsrpg	0
customtf	0
custos	0
custumeskinssof	0
custwinapi	0
cut	0
cut2	0
cutassistant	2
cuteboy	0
cutecom	0
cutedde	0
cutedesktop	0
cutedict	0
cutedsp	0
cutee	0
cutefarm	0
cutefig	0
cuteflow	16
cuteforum	0
cutegomoku	0
cutegrep	0
cuteipconfig	0
cuteirc	0
cutekjfork	0
cutelibrary	0
cutemangaview	0
cutemarks	0
cutenet	0
cutepaint	0
cutepsx	0
cuteschedulepro	0
cutesend	0
cuteserver	0
cuteshell	0
cutest	0
cutestarter	0
cutetools	0
cuteview	0
cutevst	0
cutfg	0
cuthtmlstring	0
cutie	0
cutit	0
cutl	0
cutlass	0
cutopt	0
cutplusplus	0
cutsu	0
cutter	0
cutting	0
cuttingedge	0
cuttingglassopt	0
cuttingproblem	0
cuttle	0
cuttprov	0
cutycapt	0
cuviewer	0
cuyahoga	0
cuyahogacontrib	0
cuyahogasocial	0
cuzboard	0
cv-bc	0
cv-prak07	0
cv97cc	0
cv97java	0
cvagrant2	0
cvalarray	0
cvarlib	0
cvbuilder	0
cvcam	0
cvcell	0
cvdbms	0
cvdigiquilt	0
cvdms	0
cvds	0
cve	0
cvector	0
cvg	0
cvhelper	0
cvidn	0
cvimdoc7	0
cvirrcamcontrol	0
cvisca	0
cvista	0
cvjmirror	0
cvk	0
cvl	0
cvlib-getput	0
cvloginfilter	0
cvm	0
cvm4diva	0
cvmanalytics	0
cvmlib	0
cvmob	0
cvo	0
cvorganizer	0
cvpframework	0
cvprtoolbox	0
cvr	0
cvr-framework	0
cvreport	0
cvrlib	0
cvs-anywhere	0
cvs-dotnet	0
cvs-ext	0
cvs-get	0
cvs-intro	0
cvs-mozillafflg	0
cvs-nserver	0
cvs-repository	0
cvs-rtag	0
cvs-snap-bot	0
cvs-stats	0
cvs-syncmail	0
cvs-users	0
cvs-utilities	0
cvs2sql	0
cvs4iis	0
cvs4me	0
cvsaccess	0
cvsatron	0
cvsauth	0
cvsbackup	0
cvsblogbackend	0
cvsbookmarks	0
cvsbrowser	0
cvsbugz	0
cvsbz	0
cvschangelogb	0
cvschronoview	0
cvsclient	0
cvsclogd	0
cvscmd	0
cvscommit	0
cvsconsole	0
cvscript	0
cvsd	0
cvsdadm	0
cvsdelta	0
cvsencoder	0
cvsenhancements	0
cvsfs	0
cvsgdiff	0
cvsgi	0
cvsgrab	1
cvsgui	0
cvsharp	0
cvshist	0
cvsieve	0
cvsin	0
cvsintercept	0
cvsknit	0
cvslib	0
cvslines	0
cvsmail	0
cvsnet	0
cvsnotify	0
cvsnt-auditel	0
cvsnt-uncachepw	0
cvsntdll	0
cvsphpview	0
cvsplot	0
cvspluginextend	0
cvsplus	0
cvspluschina	0
cvsprotocol	0
cvsq	0
cvsrepbrowser	0
cvsreport	0
cvsreports	0
cvsrepository	0
cvsrevclean	0
cvsrootchanger	0
cvssccplugin	0
cvssearch	0
cvsshell	0
cvssnitch	0
cvsstat	0
cvsstats	0
cvssupport	0
cvssyncsvn	0
cvstag	0
cvstproj	0
cvstrac2trac	0
cvstracnt	0
cvsupdatecheck	0
cvsuser	0
cvsutils	0
cvsview	0
cvswebadmin	0
cvswebclient	0
cvswebpublisher	0
cvswrapper-cas	0
cvsxp	0
cvt	0
cvtk	0
cvtool	0
cvtsa	0
cvtxml2pdf	0
cvw	0
cvwmobileclient	0
cvxml	0
cw-catalog	0
cw-driver	0
cw-evolver	0
cw-framework	0
cw-search	0
cw-trainer	0
cw-ums	0
cwa	0
cwads	0
cwallpaper	0
cwandocal	0
cwar	0
cwatchdog	0
cwatcher	0
cwb	0
cwbp	0
cwc	0
cwcan	0
cwcl	0
cwdb	0
cweb	0
cwebdav	0
cwebmail	0
cwebtags	0
cwelug	0
cwexml	0
cweye	0
cwf	0
cwfb-pl	0
cwfdbd	0
cwfm	0
cwg-inside	0
cwgames	0
cwhois	0
cwi-framework	0
cwick	0
cwift	0
cwiistick	0
cwiki	0
cwing	0
cwispy	0
cwisstats	0
cwlan	0
cwlib	0
cwlogs	0
cwlr	0
cwmessenger	0
cwmp	0
cwms	0
cwms-eriicta	0
cwo-system	0
cwordc	0
cworkshop	0
cworktime	0
cworld	0
cwpapi	0
cwplaner	0
cwpp	0
cwrapper	0
cwriter	0
cwry	0
cws	0
cwslinkexchange	0
cwstation	0
cwt	0
cwterm	0
cwtext	0
cwtlib	0
cwtrainer	0
cwtt3xcacheall	0
cwtutor	0
cwxstat	0
cx-bsdiff	0
cx-freeze	0
cx-logging	0
cx-oracle	0
cx-oracletools	0
cx-oradbatools	0
cx-pygenlib	0
cx-pyoraclelib	0
cx-sms	0
cx3110x	0
cx3dcc	0
cx3djava	0
cx777es-rs232	0
cxan	0
cxapelisto	0
cxbrewunit	0
cxbrowser	0
cxbx	0
cxf	0
cxfs	0
cxh323phone	0
cximage	0
cxlua	0
cxm	0
cxml	0
cxnavideogame	0
cxo-phpinfocard	0
cxplorer	0
cxpoe	0
cxpos	0
cxpreprocessor	0
cxserver	0
cxsstester	0
cxtable	0
cxterm	0
cxtest	0
cxtm-tests	0
cxuml	0
cxx	0
cxx-mserver	0
cxxbits	0
cxxgui	0
cxxmserver	0
cxxsp	0
cxxsqlite	0
cxxtdd	0
cxxtest	0
cxxtestng	0
cxxtl	0
cxxtools	0
cxxunit	0
cxxwrap	0
cya	0
cyacover	0
cyana	0
cyanella	0
cyanide	0
cyanspy	0
cybele	0
cyber-athletics	0
cyber-billing	0
cyber-fight	0
cybera	23
cyberaide	0
cyberarmydirect	0
cyberarmynetmud	0
cyberbabel	0
cyberbaradmin	0
cyberbb	0
cyberbilling	0
cyberbox	0
cyberbrau	0
cybercalendar	0
cybercat	0
cyberclanscript	0
cyberclick	0
cybercntrlclnt	0
cybercolony	0
cybercontrol	0
cybercore	0
cybercorp	0
cybercrawlme	0
cybercube	0
cyberdemon	0
cyberdiritto	0
cyberduck	0
cyberdweller	0
cyberexplorer	0
cyberfaktory	0
cyberfolio	0
cybergaon	0
cyberhordes	0
cyberhotel	0
cyberia-cafe-mb	0
cyberia8086	0
cyberiencepm	0
cyberim	0
cyberirc	0
cyberkilla	0
cyberlab	0
cyberlegion	0
cyberman	0
cybermaster	0
cybermed	0
cybermedica	0
cybermin	0
cybermirc	0
cyberos	0
cyberphp	0
cyberpob-stg	0
cyberpost	0
cyberpower320d	0
cyberpunkrts	0
cyberrail	0
cyberrails	0
cyberscripthp	0
cybersenioren	0
cybershadecms	0
cybershop	0
cybersircbot	0
cyberskald	0
cyberspace	0
cybersyn	0
cybert3	0
cybertester	0
cybertoolkit	0
cybertory	0
cybervision	0
cyberwebform	0
cyberworlds	0
cybery-knows	0
cybi	0
cybiko-reborn	0
cybikojed	0
cybios	0
cybis	0
cybnews	0
cyborg	2
cyborg-terminal	0
cyborgserver	0
cyborgsjuzkez	0
cybosphere	0
cybotcompiler	0
cybroot	0
cycad	0
cycam	0
cycells	0
cyclades-serial	0
cycle	0
cycle-training	0
cycleatlas	0
cyclebot	0
cyclecnt	0
cycledevsw	0
cyclepersist	0
cycles	0
cyclescope	0
cycli	0
cyclicity-cdl	0
cycliclogs	0
cyclogames	0
cyclograph	0
cyclojournal	0
cyclon	0
cyclone	0
cyclone-qq	0
cyclone20	0
cyclone3	0
cyclone974	0
cyclop	0
cyclope	0
cyclope-gpl	0
cyclops	0
cyclops-group	0
cyclosoft	0
cycrsync	0
cycsacms	0
cydeck	0
cydiskclear	0
cydonia	0
cydoom	0
cyfm	0
cygamelib	0
cygbuild	0
cygloop	0
cygnome	1
cygnus	0
cygnusforms	0
cygnusos	0
cygraphdb	0
cygwin-gnome2	0
cygwin-lite	0
cygwin-rpm	0
cygwinexcelauto	0
cygwinportable	0
cygwinsocks2	0
cyk-impl	0
cyl-viewer	0
cylindrix	0
cylix-mdmt	0
cyllene	0
cylon	0
cylon3d	0
cymantek	0
cymfew	0
cymonos	0
cync	0
cynergy	0
cynia	0
cynic	0
cynote	0
cynthia	0
cynthiavillanti	0
cynus	0
cyoa	0
cyper	0
cypher	0
cyphers	0
cyphon3d	0
cyphoogle	0
cyplib	0
cyportal	0
cypos	0
cyprhix	0
cyprus-env	0
cyrano	0
cyrapid	0
cyrcho	0
cyree	0
cyrenity	0
cyrillevert	0
cyrix	0
cyrup	0
cyrus-utils	0
cyrusrestore	0
cyrusrv	0
cyruswebadmin	0
cysecuritytool	0
cyslab	0
cysteinecs102	0
cyswllt	0
cytadela	0
cytherm	0
cyton	0
cytoprophet	0
cytrun	0
cyvis	4
cz-proxy	0
cz-sb	0
cz2cz	0
czajernia	0
czcalllog4treo	0
czcionka	0
czdg	0
czechcms	0
czechdev	0
czechtok	0
czechxoops	0
czed	0
czepots	0
czip	0
czirclib	0
czlangnet	0
czoom	0
czor	0
czproxy	0
czsitemapphp	0
czt	6
czui	0
czww	0
czxnetswitch	0
czy	0
czypizza	0
d-ass-project	0
d-box	0
d-browser	0
d-builder	0
d-chop	0
d-collide	0
d-darstellung	0
d-e-b-t-s	0
d-e-s	0
d-ea-l	0
d-edit	0
d-elta	0
d-ex	0
d-factory	0
d-flow	0
d-gecko	0
d-haven	0
d-invent	0
d-iptables	0
d-irc	0
d-log	0
d-m-l	0
d-m-s	0
d-mail	0
d-mapper	0
d-n-a	0
d-news	0
d-race	0
d-rose	0
d-sim	0
d-star	0
d-t-f	0
d-tools	0
d-vision	0
d-wishlist	0
d12garry	0
d15badgeemu	0
d16core	0
d2-pktk	0
d20	0
d20-chat	0
d20-srd	0
d20a	0
d20calc	0
d20char	0
d20chargen	0
d20cm	0
d20database	0
d20gamebuilding	0
d20helper	0
d20mm	0
d20roll	0
d20sharp	0
d20system	0
d20tools	0
d211	0
d2assault	0
d2au3	0
d2c	0
d2calc	0
d2ce-ds	0
d2clan	0
d2dmapeditor	0
d2erpbr	0
d2fmessenger	0
d2gd	0
d2gs	0
d2ie	0
d2itemmanager	0
d2r-map	0
d2realm	0
d2rq-map	0
d2scem	0
d2slacker	0
d2vreports	0
d2wsdl	0
d2x-xl	0
d2xplore	0
d2xx	0
d33d	0
d3bot	0
d3captcha	0
d3dcp	0
d3dsdl	0
d3e	0
d3e-env	0
d3helix	0
d3mkentitytree	0
d3rose	0
d3scr3act0r	0
d3vscan	0
d3web	0
d3www	0
d4cab	0
d4g	0
d4j	0
d4l	0
d4modelizer	0
d4net	0
d4rg0n	0
d4u	0
d5-2	0
d64-web	0
d69-frozenlime	0
d69-wordlistgen	0
d8rfilesplitter	0
da-com	0
da-vi	0
da2037	0
da2gallery	0
da3dteammax	0
daafm	0
daafsirc	0
daakumataa	0
daam	0
daampache	0
daap	0
daapsharp	0
daarch	0
daaze	0
dab	0
daball	0
dabasy	0
dabaxs	0
dabcos	0
dabe	0
dabenc	0
dabench	0
dabhand	0
daboss	0
dabot	0
dac	0
dacad	0
dacal	0
dacalculator	0
dacapo	0
dacapobench	0
dacbd	0
dacc	0
dacca	0
daccel	0
dacco	0
daccontable	0
dacdataaccesshe	0
dacfr	0
dachshund	0
dachunqiu	0
dacii	0
dacity	0
dackup	0
dacloghelper	0
dacode	0
dacoinch	0
dacomasy	0
dacormapping	0
dacrackerslib	0
dacrcommander	0
dacross	0
dacs	1
dacs-contrib	0
dacs327uiuc	0
dacumap	0
dad	0
dada	0
dadabik	0
daddy-bot	0
daddyq	0
daddyslittlegui	0
dadesdunaescola	0
dadeway	0
dadinho	0
dadmin	0
dados-p	0
dados-survey	0
dadossurvey	0
dads	0
dadtc	0
dadvi	0
dae	0
daedal	0
daedalus	0
daedalus-engine	0
daedalus-lkb	0
daedalus-n64	0
daedalus-os	0
daedalus-school	0
daedalusdesign	0
daemail	0
daeman	0
daemon	0
daemon-mounter	0
daemon4j	0
daemond	0
daemonic	0
daemonize	0
daemons	0
daemonscript	0
daemonservice	0
daemonsfromcrom	0
daemonshield	0
daemontools	0
daemonui	0
daemonup	0
daemonwall	0
daemonx	0
daeron	0
daewik	0
daexutility	0
daf-ftpd	0
daffodil	0
daffodilcrm	0
daffodildb	0
daffodillogger	0
daffodilnet	0
daffodilreplica	0
daffpix	0
dafne	0
daframework	0
dafs	0
daft	0
daftari	0
dafthing	0
dafturnofris-id	0
dafuk	0
dafunspirit	0
dag	0
dag-analyzer	0
dagchainer	0
dagda-cms	0
dage	0
dagent	0
dagfs	0
dagger	0
daggerplayer	0
daggerwind	0
dagmap	0
dagny	0
dagocrm	0
dagora	0
dahlia	0
dai	0
dai-installer	0
daian	0
daidedotnet	0
daihinia	0
dail	0
daileon	0
daily-diet	0
dailycomics	0
dailydiet	0
dailynotes	0
dailyplanner	0
dailyprophet	0
dailypuzzlehelp	0
dailyquote	0
dailyreporting	0
dailyscheduleke	0
dailyshed	0
dailyspent	0
dailyss	0
dailystrips	0
dailysudoku	0
dailytracking	0
daim	0
daimonin	0
dainou	0
daip	0
daiquiri	0
daisoccer	0
daisuke-edit	0
daisy	0
daisy-model	0
daisy2mp3-free	0
daisycms	0
daisydelight	0
daisydukes	0
daisyencryption	0
daisylib	0
daisymfc	0
daisymfcgui	0
daisyplayer	0
daitanmarks	0
dajax	0
dajer	0
dajm	0
dajoo	0
dajotools	0
dak	0
dakellog	0
dakiya	0
dakon	0
dal	0
dalbum	0
dalcreator	0
daldoc	0
dalekchess	0
dalekempire	0
daleks	0
dalesa	0
dalgebra	0
dalgen	0
dalgen4j	0
dalgenerator	0
dalgenforcs	0
dali	0
dali-prolog	0
dalinium	0
dallamolo	0
dalle	0
dallegro	0
dalm	0
dalnet	0
daloradius	79
dalp	0
dalt	0
dam	0
damadesk	0
damageddocx2txt	0
damagespammer	0
damang	0
damasca-tck	0
damascas	0
damascus	0
damat	0
dambergs	0
dameplus	0
dameschinoises	0
damf	0
dami	0
damilestracker	0
damit	0
damjukebox	0
damk	0
daml	0
damlconstraint	0
damm	0
dammen	0
damn	0
damn-it	0
damn-small-cms	0
damnatur	0
damnian	0
damnjava	0
damnkernel	0
damnorixosversi	0
damnsafe	0
damnwin	0
damocles	0
damon	0
damonkey	0
damonphp	0
dampsfootball	0
dams	0
damserver	0
damud	0
dan-inst	0
dana	0
danadoc	0
danaide	0
danatomy	0
danber	0
danbitcreek	0
dancebox	0
dancecrave	0
dancehelper	0
dancelink	0
dancemaster	0
dancepad	0
danceproj	0
dancer	0
dancereader	0
dancetool	0
danceware	0
dancinglinks	0
dancingphonics	0
dancingsudoku	0
dancingtux	0
dancingws	0
dancms	0
danddformula	0
dandelion	0
dandelion-ecl	0
dandi-dms	0
dandra	0
dandydoc	0
daneel	0
danforschool	0
dangerdeep	0
dangerplotpy	0
dangershield	0
dangertalk	0
dangle	0
dango	0
dangoshopping	0
dangotalk	0
danian001	0
daniel	0
daniel-test	0
danielboone	0
daniels	0
daniels-rc	0
danimalsaver	0
danish-trixbox	0
danishmoodle	0
daniusoftstudio	0
dannu	0
dannz-auth	0
danoftp	0
danpage	0
danpei	0
danphpsupport	0
danran	0
dans-dp-lib	0
danscfg	0
dansel	0
dansguardian	0
danshell	0
danstuner	0
dansvn	0
dantar	0
dante	0
dantecdvr	0
danternet	0
dantfw	0
dantobb	0
dantocart	0
danymiddleware	0
dao	0
dao-generator	0
dao-zero	0
dao4j	0
dao4php	0
daobase	0
daobeauty	0
daobox	0
daocloganalyse	0
daocmaps	0
daocms	0
daocreator	0
daocstats	0
daoexamples	0
daoframework	0
daogen	0
daogenerator	0
daoi	0
daoism	0
daomaker	0
daomedge	0
daophp5	0
daoreprconsola	0
daos	0
daoscript	0
daostudio	0
daotools	0
daowriter	0
daoxgen	0
dap	0
dap-scrob	0
dap2	0
dapact	0
dapd	0
daphoque	0
dapi	0
dapi-shell	0
dapl	0
dapl-myrinet	0
daplayer	0
dapp	0
dapper	0
dappgnr	0
dapplaylist	0
dapprentice	0
daprc	0
dapta	0
daptup	0
daqalyzer	0
daqpp	0
daquotesite	0
daqxml	0
dar	0
dar-gtd	0
dara-sara	0
darasmoja	0
darbackup	0
darbinding	0
darbs	0
darc-online	0
darchive	0
darclient	0
darcy	0
dardstestsys	0
dare	0
darec	0
daremanager	0
dareport	0
dareproxy	0
darga	0
dargui	6
daria	0
dark	0
dark-g	0
dark-haven	0
dark-hub	0
dark-mir	0
dark-nebula	0
dark-portal	0
dark-side	0
dark-synth	0
darkageofkrel	0
darkages	0
darkagesemu	0
darkai	0
darkalienp2p	0
darkbasic	0
darkblack	0
darkblade	0
darkboltcp	0
darkbot	0
darkbox	0
darkbrowser	0
darkbytes	0
darkcastle	0
darkchats	0
darkcity	0
darkclockers	0
darkcloud	0
darkcodex	0
darkcracker	0
darkcrow	0
darkdesktop	0
darkdestiny	0
darkdistricts	0
darkdoom	0
darkenedshadows	0
darkengine	0
darkerirc	0
darkestdaypl	0
darkevent	0
darkevil	0
darkeyetool	0
darkfire	0
darkflarearmybu	0
darkgarden	0
darkgloo	0
darkhart	0
darkheresychara	0
darkhole	0
darkice	0
darkircd	0
darkixx	0
darkjing	0
darkking-gbook	0
darklegion	0
darklegions	0
darklight	0
darkmagicgames	0
darkmail	0
darkmaps	0
darkmatrix	0
darkmatter	0
darkmillenium	0
darkmod	0
darkmods	0
darkness	0
darknessgame	0
darknessterror	0
darknest	0
darknet	0
darknighthidden	0
darknock	0
darknova	0
darkoberonpe	0
darkoblivion	0
darkomen2	0
darkpatches	0
darkphotoviewer	0
darkportal	0
darkpro	0
darkradiant	0
darkrealm	0
darkriver	0
darkroom	0
darkrune	0
darksense	0
darkside	0
darkskies	0
darkskiesrising	0
darkspace	0
darkstar	0
darkstar-gl	0
darkstormsbph	0
darksunlinux	0
darksurf	0
darksword	0
darktimes	0
darktorrent	0
darktower	0
darku2	0
darkunknown	0
darkvis	0
darkwolf	0
darkworld	3
darkworldengine	0
darkworlds	0
darkziansart	0
darmen	0
darodesigns	0
darp	0
darpa2005	0
darpagrandchall	0
darpwatch	0
darq	0
darrieusstartup	0
darsana	0
darshanecms	0
dart	0
dartagnan	0
dartbase	0
dartboard	0
dartcalc	0
dartchart	0
dartmon	0
dartra	0
darts	0
dartscorekeeper	0
darwiin-remote	3
darwin	0
darwin-3dfx	0
darwin-arm	0
darwin-ircd	0
darwin-test	0
darwin-tulip	0
darwin2	0
darwin2k	0
darwine	0
darwinet	0
darwinfiles	0
darwingp	0
darwinlib	0
darwinmodems	0
darwinproject	0
darwinsource	0
darwinxmltester	0
darx	0
darxen	0
das	0
das-gff-serv	0
dasad	0
dasblog2dottext	0
dasblogce	0
dascant	0
daschau	0
daschau1	0
dascybernetz	0
dasema	0
daserver	0
