#  file: fmRawProjectLicense2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, license
#  FROM fm_projects
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	license
1379	cocoon\n    	Apache\n    
1380	coda\n    	GPL\n    
1383	codecrusader\n    	\n    
1384	codemedic\n    	Other\n    
1385	code2html\n    	MIT/X\n    
1387	codebase\n    	\n    
1389	codeguide\n    	Other\n    
1390	coder\n    	Freeware\n    
1393	codewizardjava\n    	Other\n    
1395	coffeetalk\n    	MPL\n    
1396	cog\n    	Artistic\n    
1398	coin\n    	LGPL\n    
1399	coldread\n    	GPL\n    
1400	coldstore\n    	GPL\n    
1401	coldsync\n    	Artistic\n    
1403	collaborativevirtualworkspace\n    	Public Domain\n    
1406	colormake\n    	GPL\n    
1411	colour_trace\n    	Public Domain\n    
1413	comanche\n    	Apache\n    
1416	comedi\n    	GPL\n    
1420	commandhistory\n    	GPL\n    
1425	commoncpp2\n    	GPL\n    
1426	commonc++libraries\n    	LGPL\n    
1427	ccrtp\n    	GPL\n    
1428	cups\n    	GPL\n    
1429	communigatepro\n    	\n    
1430	communityportal\n    	\n    
1431	comp-jugador\n    	GPL\n    
1437	compaqsmart-2driver\n    	GPL\n    
1438	cpqarrayd\n    	GPL\n    
1439	compface\n    	MIT/X\n    
1442	compoundinterestcalculator\n    	Freeware\n    
1443	compupic\n    	\n    
1444	comp-hist\n    	GPL\n    
1445	comscan\n    	GPL\n    
1447	condor\n    	BSD Revised\n    
1449	conferenceroom\n    	\n    
1450	configtoolsforhtmlplain\n    	GPL\n    
1451	config\n    	Freeware\n    
1452	configdig\n    	\n    
1453	configppp\n    	GPL\n    
1454	configuration\n    	GPL\n    
1457	conflux\n    	GPL\n    
1458	conglomerate\n    	GPL\n    
1463	conquest\n    	Artistic v2\n    
1464	cons\n    	GPL\n    
1465	conserver\n    	BSD Original\n    
1466	consoleothello\n    	GPL\n    
1471	contemplate\n    	GPL\n    
1472	cms\n    	GPL\n    
1475	controlfreak\n    	GPL\n    
1476	convert\n    	GPL\n    
1477	cook\n    	GPL\n    
1480	cooledit\n    	GPL\n    
1481	cop\n    	Freeware\n    
1483	coraltreelibraryset\n    	Artistic\n    
1486	corellinux\n    	Other\n    
1489	corelinux++\n    	LGPL\n    
1490	libclfw\n    	LGPL\n    
1491	libclfll++\n    	LGPL\n    
1493	corewars\n    	GPL\n    
1495	cosa\n    	GPL\n    
1496	cosort\n    	\n    
1498	cotty\n    	GPL\n    
1499	countdown\n    	GPL\n    
1500	countrycodes\n    	GPL\n    
1501	courier\n    	GPL\n    
1502	courier-imap\n    	GPL\n    
1504	cowsay\n    	Artistic\n    
1505	coyotelinux\n    	GPL\n    
1507	cpipe\n    	GPL\n    
1509	cpp1\n    	\n    
1512	cpscan\n    	GPL\n    
1515	cpuid\n    	GPL\n    
1516	cp_lib\n    	MPL\n    
1517	cqcam\n    	GPL\n    
1520	crafty\n    	\n    
1521	crank\n    	GPL\n    
1523	crk\n    	GPL\n    
1525	crc-files\n    	GPL\n    
1529	cricket\n    	GPL\n    
1530	scoreboard\n    	GPL\n    
1531	crisp\n    	\n    
1535	cronolog\n    	GPL\n    
1538	cross-cgi\n    	LGPL\n    
1540	lxr\n    	GPL\n    
1541	crossfire\n    	GPL\n    
1543	crossword\n    	GPL\n    
1544	crosswordsforlinux\n    	GPL\n    
1548	cruft\n    	GPL\n    
1549	crutmcrashrecoveryutility\n    	\n    
1550	crypt\n    	GPL\n    
1551	cryptrijndael\n    	Artistic\n    
1552	libcmuse\n    	LGPL\n    
1553	cryptixsasl\n    	BSD Original\n    
1555	cryptopp\n    	BSD Revised\n    
1556	cryptogrampuzzletool\n    	GPL\n    
1557	cryptopadsplicer\n    	GPL\n    
1559	crystalspace\n    	LGPL\n    
1563	cscope\n    	BSD Original\n    
1566	csnes9x\n    	GPL\n    
1568	css-cameronsimpsonsscripts\n    	\n    
1569	cssc\n    	GPL\n    
1572	cstream\n    	MIT/X\n    
1574	csv2png\n    	Freeware\n    
1581	ctdsm\n    	Artistic\n    
1583	ctgui\n    	Artistic\n    
1584	ctheme\n    	GPL\n    
1585	cthuga-l\n    	Shareware\n    
1586	cthugha\n    	\n    
1588	cthumb\n    	GPL\n    
1589	ctk-adm-dns-chroot\n    	GPL\n    
1590	ctk-cgi-chkurl\n    	GPL\n    
1591	ctk-nettools\n    	GPL\n    
1593	ctm_pl\n    	GPL\n    
1594	ctnet\n    	Artistic\n    
1596	ctrlxmms\n    	GPL\n    
1597	ctsim\n    	GPL\n    
1599	ctwm\n    	BSD Original\n    
1600	cucipop\n    	\n    
1603	pam_cuecat\n    	GPL\n    
1608	cult-3dplugin\n    	\n    
1609	cup\n    	BSD Original\n    
1610	cups-drivers\n    	GPL\n    
1611	curfloo\n    	\n    
1612	curl\n    	MIT/X\n    
1614	currencies\n    	GPL\n    
1615	cursedchat\n    	GPL\n    
1616	cursel\n    	GPL\n    
1621	customdns\n    	MIT/X\n    
1622	cutthecrap\n    	GPL\n    
1623	cut-file_pl\n    	GPL\n    
1624	cut2\n    	GPL\n    
1627	cvs\n    	GPL\n    
1629	cvsmanualtranslationproject\n    	GPL\n    
1631	cvs-exp\n    	\n    
1633	cvs-nserver\n    	GPL\n    
1634	cvs2cl_pl\n    	GPL\n    
1635	cvs2html\n    	GPL\n    
1637	cvschk\n    	GPL\n    
1638	cvsd\n    	GPL\n    
1641	cvsmail\n    	GPL\n    
1642	cvsq\n    	Public Domain\n    
1643	cvsstat\n    	GPL\n    
1644	cvssuck\n    	BSD Original\n    
1645	cvsup\n    	BSD Original\n    
1646	cvsweb\n    	BSD Original\n    
1648	cwmtx\n    	LGPL\n    
1650	cxmon\n    	GPL\n    
1651	cxref\n    	GPL\n    
1654	cybercube\n    	GPL\n    
1655	cyberscheduler\n    	\n    
1656	cyberschedulertemplate\n    	\n    
1659	cycas\n    	Other\n    
1661	gcj\n    	\n    
1662	cygwin\n    	GPL\n    
1663	worldforgecyphesis\n    	GPL\n    
1667	cyrprint\n    	GPL\n    
1668	cyrusimapserver\n    	\n    
1669	cyrussasl\n    	BSD Original\n    
1671	cyrus-imapd-configfiles\n    	\n    
1672	cyrus-imapd-sql\n    	\n    
1673	cyrus-sasl-mysqlpatch\n    	\n    
1675	d1x\n    	\n    
1679	dact\n    	LGPL\n    
1680	daemon\n    	GPL\n    
1681	daemontools\n    	Freeware\n    
1682	dagrab\n    	GPL\n    
1683	dailystrips\n    	GPL\n    
1684	daive\n    	Freeware\n    
1686	dallasds-1820temperaturesensormonitor\n    	\n    
1687	dancer\n    	GPL\n    
1688	dansguardian\n    	GPL\n    
1689	dante\n    	BSD Original\n    
1691	dap\n    	GPL\n    
1692	daphne\n    	GPL\n    
1693	darcnes\n    	GPL\n    
1694	darklands\n    	GPL\n    
1696	darkfireircd\n    	GPL\n    
1697	darkice\n    	GPL\n    
1699	darwersi\n    	\n    
1702	dasho-pro\n    	\n    
1703	ddd\n    	GPL\n    
1705	data-admin\n    	LGPL\n    
1706	dataaddressstandardizeperlmodule\n    	Artistic\n    
1707	datalocations\n    	Artistic\n    
1709	webman\n    	GPL\n    
1710	dtl\n    	\n    
1711	databrowser\n    	Freeware\n    
1713	datalinklibrary\n    	GPL\n    
1714	datamanager\n    	GPL\n    
1715	datasphere\n    	\n    
1717	datecalc\n    	Artistic\n    
1718	datepcalc\n    	GPL\n    
1722	date_calc\n    	PHP\n    
1723	davegnukem\n    	GPL\n    
1727	daydream\n    	GPL\n    
1728	daydreambbs\n    	GPL\n    
1729	dbprism\n    	GPL\n    
1732	db2\n    	Proprietary with Free Trial\n    
1733	db4o\n    	GPL\n    
1734	dbappgen\n    	\n    
1735	dbacompanion\n    	GPL\n    
1737	dbconnection\n    	\n    
1742	dbf2pos\n    	GPL\n    
1745	dbitotcl\n    	GPL\n    
1746	dbixanydbd\n    	Artistic\n    
1748	dbixeasy\n    	GPL\n    
1750	dbixpassword\n    	BSD Original\n    
1753	dbmail\n    	GPL\n    
1754	dbmaker\n    	\n    
1755	dbmedit\n    	\n    
1756	dbmetrix\n    	GPL\n    
1758	dbox\n    	GPL\n    
1762	dbtcp\n    	GPL\n    
1764	dbvisualizer\n    	Free but restricted\n    
1766	xindice\n    	Apache\n    
1767	db_browser\n    	GPL\n    
1768	dc1000\n    	Public Domain\n    
1770	dc3500\n    	\n    
1771	dcalc\n    	GPL\n    
1774	dcd\n    	GPL\n    
1776	dclock\n    	\n    
1777	ddclient\n    	GPL\n    
1785	deadlinkcheck\n    	GPL\n    
1786	deadftp\n    	GPL\n    
1788	deadlock\n    	GPL\n    
1789	deadmansredirect\n    	BSD Original\n    
1794	debian\n    	\n    
1795	deborphan\n    	Artistic\n    
1796	debris\n    	GPL\n    
1799	decnetforlinux\n    	GPL\n    
1800	deco\n    	\n    
1801	decss\n    	Artistic\n    
1807	defendguin\n    	GPL\n    
1809	defrag\n    	GPL\n    
1810	defx\n    	GPL\n    
1815	delay\n    	GPL\n    
1816	delegate\n    	Free for non-commercial use\n    
1817	deliver\n    	\n    
1818	deltamud\n    	\n    
1821	demolization\n    	GPL\n    
1824	dents\n    	GPL\n    
1826	depot\n    	BSD Original\n    
1827	depui\n    	GPL\n    
1829	dert\n    	LGPL\n    
1831	designcpn\n    	\n    
1832	deska\n    	GPL\n    
1835	deskroot\n    	GPL\n    
1838	detach\n    	GPL\n    
1840	deutex\n    	GPL\n    
1841	develmodlist\n    	Artistic\n    
1842	devfspatch\n    	GPL\n    
1847	dfm\n    	GPL\n    
1850	dgensdl\n    	BSD Original\n    
1851	dgps\n    	\n    
1852	dgssearch\n    	GPL\n    
1856	dhcp-dns\n    	\n    
1857	dhcpcd\n    	\n    
1861	dhcpstatus\n    	GPL\n    
1863	dhsd\n    	GPL\n    
1866	dhtmldynamicheadlinefader\n    	GPL\n    
1868	dia\n    	GPL\n    
1869	dia2code\n    	GPL\n    
1870	diablo\n    	BSD Original\n    
1871	diablobot\n    	GPL\n    
1872	diacanvas\n    	LGPL\n    
1873	dial2net\n    	GPL\n    
1874	dialback\n    	Artistic\n    
1876	diald\n    	GPL\n    
1878	diald-top\n    	GPL\n    
1886	dict_pgsql\n    	GPL\n    
1888	dieresisnewsboy\n    	Freeware\n    
1889	dietlibc\n    	GPL\n    
1890	diffconvert\n    	GPL\n    
1891	diffutils\n    	GPL\n    
1894	digest-perl-md5\n    	GPL\n    
1895	digicam\n    	GPL\n    
1898	dds\n    	GPL\n    
1900	digitaldj\n    	GPL\n    
1901	digitemp\n    	GPL\n    
1902	dillo\n    	GPLv3\n    
1903	dcron\n    	GPL\n    
1904	dime\n    	GPL\n    
1906	dina\n    	GPL\n    
1909	ding\n    	GPL\n    
1910	dino\n    	\n    
1911	dinotrace\n    	LGPL\n    
1912	dinx\n    	MPL\n    
1913	diogenes\n    	GPL\n    
1914	dipdialupipprotocoldriver\n    	GPL\n    
1916	dirtree\n    	GPL\n    
1917	dircproxy\n    	GPL\n    
1918	dirdiff\n    	GPL\n    
1919	directdom\n    	\n    
1922	dired-dd\n    	GPL\n    
1923	dirlist\n    	GPL\n    
1925	directorysynchronizer\n    	GPL\n    
1927	dirtypgp\n    	GPL\n    
1929	disc-cover\n    	GPL\n    
1930	discdb\n    	GPL\n    
1935	dispair\n    	BSD Original\n    
1936	display\n    	\n    
1937	displayghostscript\n    	GPL\n    
1940	dlife\n    	GPL\n    
1941	dlame\n    	\n    
1944	dnetc\n    	\n    
1947	ditdah\n    	GPL\n    
1951	divine\n    	GPL\n    
1955	dnscache\n    	Freeware\n    
1958	djukebox\n    	GPL\n    
1963	dkftpbench\n    	GPL\n    
1964	dkimap\n    	GPL\n    
1965	dlc\n    	LGPL\n    
1967	dldialog\n    	GPL\n    
1968	dlint\n    	GPL\n    
1969	dlkern\n    	GPL\n    
1970	dm6210\n    	GPL\n    
1971	dmalloc\n    	Public Domain\n    
1974	dmcat\n    	GPL\n    
1977	dmx4linux\n    	LGPL\n    
1981	dnews\n    	\n    
1982	dni\n    	\n    
1984	dnrd\n    	GPL\n    
1985	dnsclassforphp\n    	GPL\n    
1987	dnscvsutil\n    	GPL\n    
1988	dnshack_pl\n    	Freeware\n    
1989	dnsjava\n    	LGPL\n    
1991	dnsmasq\n    	GPL\n    
1994	walker\n    	Freeware\n    
1996	dnsutl\n    	GPL\n    
1998	dossizola\n    	GPL\n    
2000	dobackup_pl\n    	GPL\n    
2001	doblet\n    	GPL\n    
2003	docbook2x\n    	\n    
2004	docbuilder\n    	Other\n    
2007	docman\n    	GPL\n    
2008	docwiz\n    	GPL\n    
2010	dogdataorganizer\n    	GPL\n    
2011	doirc\n    	Freeware\n    
2013	dolt\n    	GPL\n    
2015	domtools\n    	\n    
2016	doomlegacy\n    	GPL\n    
2018	dopewars\n    	GPL\n    
2019	doekaki\n    	GPL\n    
2021	dosemu\n    	GPL\n    
2023	dot_conf\n    	LGPL\n    
2026	doublechocolatte\n    	GPL\n    
2027	linklist\n    	Clarified Artistic\n    
2028	downloadslave\n    	\n    
2032	doxygen\n    	GPL\n    
2036	dphotox\n    	Other\n    
2037	dpkg\n    	GPL\n    
2038	dpkg-sn\n    	GPL\n    
2039	dproxy\n    	GPL\n    
2041	dqd_dirindex\n    	GPL\n    
2042	drgeo\n    	GPL\n    
2046	dragonlinux\n    	GPL\n    
2049	drawtool\n    	GPL\n    
2050	drbd\n    	GPL\n    
2052	dreambot\n    	GPL\n    
2053	dreams\n    	GPL\n    
2057	drone\n    	GPL\n    
2058	plt-scheme\n    	LGPL\n    
2059	drsync\n    	GPL\n    
2060	drumpatterns\n    	GPL\n    
2061	drunkifier\n    	\n    
2062	drupal\n    	GPL\n    
2064	ds3\n    	GPL\n    
2065	dsd\n    	GPL\n    
2067	dsmltools\n    	GPL\n    
2068	dsniff\n    	BSD Original\n    
2070	dsproxy\n    	GPL\n    
2071	dspspy\n    	GPL\n    
2074	dtdc\n    	GPL\n    
2075	dtd2latex\n    	Public Domain\n    
2078	dtfs\n    	GPL\n    
2079	dtheatrenewsgrabber\n    	GPL\n    
2086	duck\n    	GPL\n    
2088	duhdraw\n    	\n    
2089	duke\n    	GPL\n    
2090	dumb\n    	GPL\n    
2091	dumprestore\n    	BSD Revised\n    
2092	dumpmpeg\n    	GPL\n    
2094	dune\n    	GPL\n    
2096	dupmerge\n    	GPL\n    
2100	dvbnrc\n    	Freeware\n    
2101	dvddb\n    	GPL\n    
2106	dvgrab\n    	GPL\n    
2107	dvipdfm\n    	GPL\n    
2110	dx0\n    	GPL\n    
2111	dxflib\n    	GPL\n    
2112	dxpc\n    	\n    
2113	dxspiderdxcluster\n    	Artistic\n    
2115	dyn-dns-bind8\n    	GPL\n    
2119	dprobes\n    	GPL\n    
2121	dynamics-hutmobileip\n    	GPL\n    
2124	dyndb\n    	LGPL\n    
2128	dynfwforipchains\n    	\n    
2132	dzcomm\n    	Freeware\n    
2133	edb\n    	BSD Original\n    
2135	ereminders\n    	GPL\n    
2138	ecell\n    	GPL\n    
2140	e-dial\n    	GPL\n    
2143	e-forecast\n    	GPL\n    
2145	e-leds\n    	GPL\n    
2146	e-logmonitor\n    	GPL\n    
2148	e-notes\n    	GPL\n    
2153	e-squirt\n    	GPL\n    
2158	e-xmms\n    	GPL\n    
2162	e2plug\n    	GPL\n    
2163	e2fsprogs\n    	GPL\n    
2164	e3\n    	GPL\n    
2165	e4graph\n    	BSD Original\n    
2166	e8ball\n    	GPL\n    
2167	e93\n    	GPL\n    
2168	edoc\n    	GPL\n    
2169	eagle\n    	\n    
2171	eapsampler\n    	GPL\n    
2173	easter\n    	GPL\n    
2174	easysocketlibrary\n    	LGPL\n    
2176	easy-backup\n    	GPL\n    
2180	easymaths\n    	GPL\n    
2183	easypos\n    	GPL\n    
2184	easysellingsite\n    	GPL\n    
2185	easysite\n    	GPL\n    
2186	ibodbc\n    	\n    
2187	easysoftjdbc-odbcbridge\n    	\n    
2189	easysoftsqlengine\n    	\n    
2190	easystat\n    	Freeware\n    
2191	easytag\n    	GPL\n    
2196	ebison\n    	GPL\n    
2197	ebola\n    	BSD Original\n    
2200	ec64\n    	GPL\n    
2201	ecam\n    	GPL\n    
2202	ecasound\n    	GPL\n    
2203	ecawave\n    	GPL\n    
2204	ecc\n    	LGPL\n    
2205	eccview\n    	\n    
2206	ecdl2k-108\n    	GPL\n    
2209	echominemuse\n    	Apache\n    
2211	ecli\n    	EFL\n    
2213	emirror\n    	GPL\n    
2214	ecliptroaster\n    	GPL\n    
2216	ecliptsshshell\n    	GPL\n    
2217	ecology-howto\n    	FDL\n    
2218	ecomreadyeshop\n    	Other\n    
2219	econtent\n    	\n    
2220	ecos\n    	\n    
2221	e-db\n    	GPL\n    
2224	eddie\n    	\n    
2229	edx\n    	GPL\n    
2232	eev_el\n    	GPL\n    
2233	efingerd\n    	GPL\n    
2236	efone\n    	GPL\n    
2237	eforum\n    	Apache\n    
2239	efs\n    	GPL\n    
2240	efsane2\n    	GPL\n    
2242	eftp\n    	GPL\n    
2245	egcs-jvm\n    	GPL\n    
2247	eggdrop\n    	GPL\n    
2250	eglade\n    	EFL\n    
2251	ego\n    	GPL\n    
2256	egtk\n    	BSD Original\n    
2258	ehnt\n    	GPL\n    
2262	eiffelfox\n    	EFL\n    
2264	eights\n    	Freeware\n    
2265	ejbwizard\n    	\n    
2266	eject\n    	GPL\n    
2267	elcid\n    	GPL\n    
2269	el-wizard\n    	GPL\n    
2270	plauncher\n    	GPL\n    
2273	ele\n    	GPL\n    
2274	electric\n    	GPL\n    
2278	electricsheep\n    	GPL\n    
2281	elfkickers\n    	GPL\n    
2282	elfnote\n    	GPL\n    
2283	elfvector\n    	GPL\n    
2284	elizatalk\n    	GPL\n    
2287	elm\n    	The Elm Mail System General Public License\n    
2288	elm2mutt\n    	GPL\n    
2294	elvis\n    	Artistic\n    
2295	elysianfields\n    	GPL\n    
2296	emacs\n    	GPL\n    
2297	jdee\n    	Freeware\n    
2298	emacsw3\n    	GPL\n    
2299	emacspeak\n    	GPL\n    
2300	emailaddressvalidationcomponent\n    	BSD Original\n    
2301	emailsecuritythroughprocmail\n    	GPL\n    
2302	email2sms\n    	Artistic\n    
2303	emailscan\n    	GPL\n    
2304	embeddedperl5languageeperl\n    	GPL\n    
2305	embutils\n    	GPL\n    
2306	emediaadmin\n    	Other\n    
2307	emelfm\n    	GPL\n    
2313	emlog\n    	GPL\n    
2316	empegify\n    	Artistic\n    
2317	emperor\n    	GPL\n    
2320	emptytree-seedy\n    	GPL\n    
2322	emu10k1linuxdriver\n    	GPL\n    
2323	emumail\n    	\n    
2324	enable_logitech_wheel\n    	GPL\n    
2325	enbd\n    	GPL\n    
2326	enbug\n    	GPL\n    
2327	encompass\n    	LGPL\n    
2328	encrypt\n    	GPL\n    
2330	endymionmailman\n    	\n    
2331	energymech\n    	GPL\n    
2334	enigma\n    	MIT/X\n    
2336	enjoympeg\n    	GPL\n    
2338	enlightenment\n    	BSD Original\n    
2341	enrusdictionarytools\n    	GPL\n    
2343	enscript\n    	GPL\n    
2344	enscriptconfig\n    	GPL\n    
2345	ensembl\n    	BSD Original\n    
2346	ensemble\n    	BSD Original\n    
2350	envarray\n    	Artistic\n    
2355	enzyme\n    	GPL\n    
2356	enzymetemplates\n    	GPL\n    
2357	eo\n    	\n    
2359	epd2svg\n    	GPL\n    
2361	epicssl-irc\n    	BSD Original\n    
2363	epic\n    	BSD Original\n    
2367	epiwm\n    	GPL\n    
2368	epkg\n    	BSD Original\n    
2370	epm\n    	GPL\n    
2372	eportal\n    	Apache\n    
2377	epsilon\n    	\n    
2378	epsmerge\n    	GPL\n    
2380	epssplit\n    	GPL\n    
2381	epstk\n    	GPL\n    
2382	epsutils\n    	GPL\n    
2383	eqlplus\n    	GPL\n    
2384	ede\n    	GPL\n    
2387	erc\n    	GPL\n    
2388	eridu\n    	GPL\n    
2389	erikyyyphone\n    	GPL\n    
2390	erlang\n    	\n    
2392	erpcd-talker\n    	GPL\n    
2393	erwin\n    	GPL\n    
2395	escher\n    	GPL\n    
2396	esearch\n    	Apache\n    
2398	esky\n    	LGPL\n    
2399	esm\n    	GPL\n    
2401	esound\n    	GPL\n    
2402	esound-control_sh\n    	GPL\n    
2404	esquire\n    	GPL\n    
2407	eddietool\n    	GPL\n    
2409	etach\n    	GPL\n    
2410	eirc\n    	GPL\n    
2411	eterm\n    	BSD Original\n    
2412	eterm_color\n    	GPL\n    
2414	etextreader\n    	GPL\n    
2415	ether1394\n    	GPL\n    
2416	ether2dns\n    	\n    
2417	etherape\n    	GPL\n    
2418	etherboot\n    	GPL\n    
2419	wireshark\n    	GPL\n    
2420	etherealrealms\n    	GPL\n    
2422	etherdivert\n    	GPL\n    
2424	ethernettapdriver\n    	BSD Original\n    
2426	ether_fr\n    	GPL\n    
2429	etktab\n    	Artistic\n    
2432	ettercap\n    	GPL\n    
2434	eud2mbox\n    	GPL\n    
2435	euphoria\n    	\n    
2436	ecu\n    	\n    
2439	europa\n    	\n    
2441	evas\n    	BSD Original\n    
2442	evbu\n    	GPL\n    
2445	eventmonitorproject\n    	GPL\n    
2446	everyauction\n    	GPL\n    
2448	everybuddyjava\n    	GPL\n    
2449	everychat\n    	GPL\n    
2451	evilwm\n    	Artistic\n    
2452	evolution\n    	GPL\n    
2454	ex11\n    	\n    
2455	exampleadvancedsambaloginscript\n    	GPL\n    
2456	exchangerate\n    	GPL\n    
2460	exectrace\n    	GPL\n    
2466	exim\n    	GPL\n    
2469	exist\n    	LGPL\n    
2471	exmh\n    	\n    
2472	exml\n    	EFL\n    
2473	exmms\n    	GPL\n    
2474	expat\n    	MIT/X\n    
2476	expect\n    	Public Domain\n    
2477	expertguide\n    	GPL\n    
2480	explore2fs\n    	GPL\n    
2481	exportsql\n    	\n    
2484	expressoframework\n    	Apache\n    
2490	ext2resize\n    	GPL\n    
2491	ext3\n    	GPL\n    
2492	extace\n    	GPL\n    
2493	posixaclsforlinux\n    	GPL\n    
2496	extern_link\n    	GPL\n    
2501	extsub\n    	GPL\n    
2502	exuberantctags\n    	GPL\n    
2503	exult\n    	GPL\n    
2506	eyefract\n    	\n    
2516	ezpublish\n    	GPL\n    
2525	ezimail\n    	BSD Original\n    
2528	ezmlm\n    	\n    
2530	ezmlm-web\n    	\n    
2531	eznet\n    	GPL\n    
2532	ezrpm\n    	GPL\n    
2538	fcalc\n    	GPL\n    
2539	mp3riot\n    	GPL\n    
2540	f2py\n    	LGPL\n    
2541	f2w\n    	GPL\n    
2544	fachodacomplex\n    	Freeware\n    
2546	fai\n    	GPL\n    
2548	fairsched\n    	GPL\n    
2549	fake\n    	GPL\n    
2550	fakeidentd\n    	GPL\n    
2551	fakebo\n    	GPL\n    
2552	fakedtelnet\n    	GPL\n    
2554	fakeroot\n    	GPL\n    
2555	falconfirewallproject\n    	GPL\n    
2558	falmsg\n    	GPL\n    
2559	fampp\n    	GPL\n    
2560	fame\n    	GPL\n    
2561	famp\n    	GPL\n    
2562	fancybeep\n    	GPL\n    
2564	fancylogin\n    	GPL\n    
2567	efaq\n    	\n    
2568	faqplain\n    	GPL\n    
2569	faqomatic\n    	GPL\n    
2571	faq-u\n    	\n    
2572	faqbuilder\n    	Freeware\n    
2575	farsh\n    	GPL\n    
2577	flex\n    	BSD Revised\n    
2578	flfm\n    	GPL\n    
2579	frt\n    	LGPL\n    
2583	fastjar\n    	GPL\n    
2587	fasttemplate_php3\n    	Artistic\n    
2590	favnuts\n    	GPL\n    
2591	fax2send\n    	\n    
2592	faxrouter\n    	GPL\n    
2595	fb\n    	GPL\n    
2598	fbgetty\n    	GPL\n    
2599	fbi\n    	GPL\n    
2606	fbuilder\n    	Freeware\n    
2607	fbuilderplus\n    	\n    
2608	fbv\n    	GPL\n    
2610	fcserv\n    	BSD Original\n    
2614	fclock\n    	GPL\n    
2615	fcluster\n    	Other\n    
2616	fcmp\n    	LGPL\n    
2618	fcron\n    	GPL\n    
2620	fdlinux\n    	GPL\n    
2624	fdscript\n    	GPL\n    
2625	fdupes\n    	MIT/X\n    
2626	fdutils\n    	GPL\n    
2629	feh\n    	BSD Original\n    
2630	femfind\n    	GPL\n    
2632	ferm\n    	GPL\n    
2633	festival\n    	MIT/X\n    
2634	festvox\n    	MIT/X\n    
2635	fetchmail\n    	GPL\n    
2638	ff4l\n    	GPL\n    
2640	ffingerd\n    	GPL\n    
2641	fftw\n    	GPL\n    
2642	fget\n    	Public Domain\n    
2643	fgetty\n    	GPL\n    
2644	fhttpd\n    	GPL\n    
2645	fiasco\n    	GPL\n    
2647	ficl\n    	BSD Original\n    
2648	fidelio\n    	GPL\n    
2650	fidogate\n    	GPL\n    
2651	figarospasswordmanager\n    	GPL\n    
2655	figurine\n    	GPL\n    
2656	filaments\n    	\n    
2657	file\n    	BSD Original\n    
2658	filecheckdaemon\n    	Freeware\n    
2662	filecache\n    	GPL\n    
2669	filepp\n    	GPL\n    
2671	filescanner\n    	GPL\n    
2672	fsbackup\n    	GPL\n    
2673	filesystemshowto\n    	GPL\n    
2674	filetraq\n    	GPL\n    
2675	filewatch\n    	GPL\n    
2676	filler\n    	GPL\n    
2677	fillrio_sh\n    	\n    
2678	filterproxy\n    	GPL\n    
2681	financequote\n    	GPL\n    
2686	findhosts\n    	GPL\n    
2687	findimagedupes\n    	GPL\n    
2690	find_duplicates\n    	Public Domain\n    
2692	fingerdaemonuserconfigurable\n    	GPL\n    
2693	fingerd\n    	Freeware\n    
2695	fink\n    	GPL\n    
2698	firegnome\n    	GPL\n    
2703	fireparse\n    	GPL\n    
2705	firesoft\n    	Freeware\n    
2706	firestarter\n    	GPL\n    
2708	firewalk\n    	\n    
2710	fwbuilder\n    	GPL\n    
2711	firelogd\n    	\n    
2713	fwmon\n    	GPL\n    
2714	firewallwatchdog\n    	GPL\n    
2719	fistgen\n    	\n    
2720	five\n    	Freeware\n    
2724	fixhtml\n    	GPL\n    
2725	fixmp3\n    	GPL\n    
2726	fk\n    	GPL\n    
2727	flac\n    	GPL\n    
2734	flashcardsgeneratorforgreprep\n    	GPL\n    
2735	flashcount\n    	GPL\n    
2737	flc\n    	GPL\n    
2739	flex_rb\n    	GPL\n    
2743	flightgear\n    	GPL\n    
2744	flightpath\n    	GPL\n    
2745	flip\n    	Artistic\n    
2746	flipit\n    	MIT/X\n    
2747	fli4l\n    	GPLv2\n    
2749	floppyfw\n    	\n    
2750	flounder\n    	GPL\n    
2751	flow\n    	QPL\n    
2755	floyd-systemmonitor\n    	BSD Original\n    
2756	fls\n    	GPL\n    
2758	fltk\n    	LGPL\n    
2760	fluidstreamingserver\n    	\n    
2761	flux\n    	GPL\n    
2762	flwm\n    	GPL\n    
2765	flystats\n    	GPL\n    
2766	fl_editor\n    	\n    
2767	fm\n    	GPL\n    
2768	fm2html\n    	\n    
2771	fmaps\n    	GPL\n    
2772	fmio\n    	BSD Original\n    
2774	fmscore\n    	Artistic\n    
2778	fnsam\n    	GPL\n    
2780	foks\n    	GPL\n    
2783	fontprint\n    	GPL\n    
2785	fonteditor\n    	GPL\n    
2786	fonter\n    	GPL\n    
