#  file: rfDevProjects2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, dev_loginname, is_admin, position, date_collected, datasource_id
#  FROM rf_developer_projects
#  WHERE datasource_id=219
#  ORDER BY proj_unixname, dev_loginname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	dev_loginname	is_admin	position	date_collected	datasource_id
rubyists-sl	tpolonsky	1	Admin	2010-05-03 22:33:59	219
rubyjdwp	chadfowler	1	Default	2010-05-03 22:34:03	219
rubyjdwp	rich	1	Default	2010-05-03 22:34:03	219
rubyjobs	shodson	1	Default	2010-05-03 22:34:07	219
rubyjournal	gt_onizuka	1	Admin	2010-05-03 22:34:11	219
rubyjs	mneumann	1	Default	2010-05-03 22:34:15	219
rubykarma	prakash	1	Default	2010-05-03 22:34:19	219
rubykeychain	bart_matthaei	0	Senior Developer	2010-05-03 22:34:23	219
rubykeychain	mmc	1	Default	2010-05-03 22:34:23	219
rubykr	deepblue	1	Default	2010-05-03 22:34:26	219
rubykr	jasonpa	1	Admin	2010-05-03 22:34:26	219
rubykr	nohmad	1	Admin	2010-05-03 22:34:26	219
rubykr	swizard	1	Admin	2010-05-03 22:34:26	219
rubyl	msnomer	1	Default	2010-05-03 22:34:30	219
rubylab	ajselvig	1	Admin	2010-05-03 22:34:33	219
rubylabs	conery	1	Default	2010-05-03 22:34:37	219
rubyland	austin	1	Admin	2010-05-03 22:34:41	219
rubyland	sostler	1	Default	2010-05-03 22:34:41	219
rubylation	thinkdiv	1	Default	2010-05-03 22:34:45	219
rubyless	gazoduc	1	Default	2010-05-03 22:34:48	219
rubylets	rictic	1	Default	2010-05-03 22:34:52	219
rubylexer	coatl	1	Default	2010-05-03 22:34:56	219
rubylibcrack	spakman	1	Default	2010-05-03 22:35:01	219
rubylicious	azazeal	1	Default	2010-05-03 22:35:05	219
rubylinux	arto	1	Default	2010-05-03 22:35:09	219
rubylinux	bhuga	0	Developer	2010-05-03 22:35:09	219
rubylinux	macbert	0	Developer	2010-05-03 22:35:09	219
rubylit	mtr1966	1	Default	2010-05-03 22:35:13	219
rubylite	purelora	1	Default	2010-05-03 22:35:16	219
rubylivecd	bketelsen	1	Default	2010-05-03 22:35:20	219
rubylogparser	jimclark	1	Admin	2010-05-03 22:35:24	219
rubylove	rolo	1	Default	2010-05-03 22:35:28	219
rubyluabridge	el_cubano	0	Senior Developer	2010-05-03 22:35:31	219
rubyluabridge	neomantra	1	Default	2010-05-03 22:35:31	219
rubylucene	erikhatcher	1	Default	2010-05-03 22:35:36	219
rubylucene	paulwilsonbrown	0	Senior Developer	2010-05-03 22:35:36	219
rubymacros	coatl	1	Default	2010-05-03 22:35:41	219
rubymacs	sepisultrum	1	Default	2010-05-03 22:35:45	219
rubymail	ehabkost	1	Admin	2010-05-03 22:35:49	219
rubymail	matta	1	Default	2010-05-03 22:35:49	219
rubyman	gmlewis	1	Admin	2010-05-03 22:35:53	219
rubymatt	mmower	1	Default	2010-05-03 22:35:57	219
rubymentor	rubygeekgirl	1	Admin	2010-05-03 22:36:02	219
rubymentor	sonoflilit	1	Default	2010-05-03 22:36:02	219
rubymesh	tlockney	1	Default	2010-05-03 22:36:05	219
rubymibor	erylee	1	Default	2010-05-03 22:36:09	219
rubyminer	norberto	1	Admin	2010-05-03 22:36:14	219
rubyminer	thegeekinside	1	Admin	2010-05-03 22:36:14	219
rubymq	senotrusov	1	Default	2010-05-03 22:36:21	219
rubymtp	canatella	1	Default	2010-05-03 22:36:26	219
rubymtp	stygian	1	Admin	2010-05-03 22:36:26	219
rubymurray	roscopeco	1	Admin	2010-05-03 22:36:30	219
rubymusic	skenfrith	1	Default	2010-05-03 22:36:35	219
rubymut	underflow	1	Default	2010-05-03 22:36:38	219
rubynet	ivanvr	1	Default	2010-05-03 22:36:41	219
rubynltk	mdmorshed	1	Default	2010-05-03 22:36:45	219
rubynmap	katterjohn	1	Default	2010-05-03 22:36:48	219
rubynode	dbat	1	Default	2010-05-03 22:36:54	219
rubynokia770	kenosis	1	Admin	2010-05-03 22:36:57	219
rubynpr	tiffani	1	Admin	2010-05-03 22:37:01	219
rubyntlm	gunark	0	Senior Developer	2010-05-03 22:37:05	219
rubyntlm	koheik	1	Admin	2010-05-03 22:37:05	219
rubynuke	farshid	1	Default	2010-05-03 22:37:10	219
rubynuts	cor-bob	1	Default	2010-05-03 22:37:14	219
rubynuts	pretzel	1	Default	2010-05-03 22:37:14	219
rubyobjc	timburks	1	Default	2010-05-03 22:37:19	219
rubyodf	blackshack	1	Default	2010-05-03 22:37:23	219
rubyoh	entropie	0	Senior Developer	2010-05-03 22:37:27	219
rubyoh	kuja	0	Senior Developer	2010-05-03 22:37:27	219
rubyoh	madnificent	0	Senior Developer	2010-05-03 22:37:27	219
rubyoh	manveru	0	Senior Developer	2010-05-03 22:37:27	219
rubyoh	rstefan	1	Default	2010-05-03 22:37:27	219
rubyoh	shevegen	0	Senior Developer	2010-05-03 22:37:27	219
rubyoh	soleone	0	Senior Developer	2010-05-03 22:37:27	219
rubyomf2097	vagabond	1	Default	2010-05-03 22:37:31	219
rubyonacid	jaymcgavren	1	Default	2010-05-03 22:37:36	219
rubyonblogs	stephenchu	1	Default	2010-05-03 22:37:40	219
rubyonbrforum	hashcode	1	Admin	2010-05-03 22:37:45	219
rubyonbrforum	jpaulolins	0	Senior Developer	2010-05-03 22:37:45	219
rubyonbrforum	mereghost	1	Default	2010-05-03 22:37:45	219
rubyonmessages	technology	1	Admin	2010-05-03 22:37:48	219
rubyonmexico	asuarezp	0	DBA	2010-05-03 22:37:52	219
rubyonmexico	ivanjimeneza	0	config admin	2010-05-03 22:37:52	219
rubyonmexico	rgonzalez	1	Admin	2010-05-03 22:37:52	219
rubyonmexico	sandrahernandez	0	Senior Developer	2010-05-03 22:37:52	219
rubyonmexico	sfloresv	0	Senior Developer	2010-05-03 22:37:52	219
rubyonmexico	valcantara28	0	DBA	2010-05-03 22:37:52	219
rubyonqwerk	steux	1	Default	2010-05-03 22:37:57	219
rubyopensolaris	hellorui	0	Senior Developer	2010-05-03 22:38:01	219
rubyopensolaris	prashant	1	Default	2010-05-03 22:38:01	219
rubyopensolaris	tekgrrl	1	Admin	2010-05-03 22:38:01	219
rubyosa	lrz	1	Admin	2010-05-03 22:38:05	219
rubyosa	mnaberez	0	Senior Developer	2010-05-03 22:38:05	219
rubyosx	micz	1	Admin	2010-05-03 22:38:08	219
rubyosx	parasew	1	Default	2010-05-03 22:38:08	219
rubypackager	muriel	1	Default	2010-05-03 22:38:12	219
rubypage	tamura	1	Admin	2010-05-03 22:38:16	219
rubypage	ta_mu_ra	1	Default	2010-05-03 22:38:16	219
rubypdfbuilder	tomojiri	1	Default	2010-05-03 22:38:21	219
rubyplayer	tdahl	1	Default	2010-05-03 22:38:25	219
rubyplugs	capparelli	1	Default	2010-05-03 22:38:30	219
rubypodder	lex	1	Default	2010-05-03 22:38:34	219
rubypoker	aleran	1	Default	2010-05-03 22:38:37	219
rubyport-dtrace	mmhohman	1	Default	2010-05-03 22:38:41	219
rubyports	slyphon	1	Default	2010-05-03 22:38:45	219
rubypost	emi	0	Senior Developer	2010-05-03 22:38:50	219
rubypost	harprobey	1	Default	2010-05-03 22:38:50	219
rubypress	rlogics	1	Default	2010-05-03 22:38:54	219
rubypulse	philk	1	Admin	2010-05-03 22:38:59	219
rubypuz	martine	1	Default	2010-05-03 22:39:02	219
rubypython	sentient6	1	Default	2010-05-03 22:39:05	219
rubyqa	darrenc	1	Default	2010-05-03 22:39:08	219
rubyqa	ferrisoxide	1	Admin	2010-05-03 22:39:08	219
rubyqmail	afair	1	Default	2010-05-03 22:39:13	219
rubyquartz	tjw	1	Default	2010-05-03 22:39:16	219
rubyquerytool	dominikh	1	Default	2010-05-03 22:39:19	219
rubyquest	espadrine	1	Default	2010-05-03 22:39:22	219
rubyquestions	johnjoyce	1	Default	2010-05-03 22:39:26	219
rubyquiz	sathish316	1	Default	2010-05-03 22:39:29	219
rubyradius	riggasconi	1	Default	2010-05-03 22:39:32	219
rubyrank	bribera	1	Default	2010-05-03 22:39:36	219
rubyrbtree	rubytux	1	Default	2010-05-03 22:39:40	219
rubyrdf	pjstadig	1	Default	2010-05-03 22:39:43	219
rubyrep	alehmann	1	Default	2010-05-03 22:39:46	219
rubyrest	sicozu	1	Default	2010-05-03 22:39:49	219
rubyri	kstephens	1	Default	2010-05-03 22:39:53	219
rubyrig	jfreeze	1	Default	2010-05-03 22:39:57	219
rubyrobot	mrdoornbos	1	Admin	2010-05-03 22:40:00	219
rubyroom	mactuitui	1	Default	2010-05-03 22:40:04	219
rubyrpc	mnaberez	1	Default	2010-05-03 22:40:07	219
rubyrrdtool	dbach	1	Admin	2010-05-03 22:40:11	219
rubyrrdtool	probertm	1	Default	2010-05-03 22:40:11	219
rubyrss	dairon	1	Default	2010-05-03 22:40:14	219
rubyrun	nojoking	1	Default	2010-05-03 22:40:19	219
rubyrunce	rubysophic	1	Admin	2010-05-03 22:40:23	219
rubyscript2exe	erikveen	1	Default	2010-05-03 22:40:28	219
rubysdl	miyako	0	Senior Developer	2010-05-03 22:40:32	219
rubysdl	ohai	1	Default	2010-05-03 22:40:32	219
rubysdl	yhara	0	Senior Developer	2010-05-03 22:40:32	219
rubyselenium	dragonkh	1	Default	2010-05-03 22:40:35	219
rubysellog	f1r3	1	Default	2010-05-03 22:40:38	219
rubysettlers	jackrabbit	1	Default	2010-05-03 22:40:41	219
rubysgf	sente	1	Default	2010-05-03 22:40:45	219
rubysh	dakedesu	1	Default	2010-05-03 22:40:49	219
rubyshambo	jonnosan	1	Default	2010-05-03 22:40:53	219
rubyshop	corbanbrook	1	Default	2010-05-03 22:40:57	219
rubysideshow	bluetrust	1	Default	2010-05-03 22:41:00	219
rubysip	yagita	1	Admin	2010-05-03 22:41:03	219
rubyslim	lukeredpath	1	Default	2010-05-03 22:41:06	219
rubysocforum	joesolbrig	1	Default	2010-05-03 22:41:10	219
rubysound	jblondinet	1	Default	2010-05-03 22:41:13	219
rubysp	ksupasak	1	Default	2010-05-03 22:41:17	219
rubyspaces	hczedik	1	Default	2010-05-03 22:41:21	219
rubyspell	whatwho	1	Default	2010-05-03 22:41:26	219
rubysspi	m4dc4p	1	Default	2010-05-03 22:41:33	219
rubystack	danoo	1	Admin	2010-05-03 22:41:37	219
rubystack	ridruejo	1	Default	2010-05-03 22:41:37	219
rubystats	bdondo	1	Default	2010-05-03 22:41:42	219
rubysteer	mojox	1	Default	2010-05-03 22:41:47	219
rubysteps	duffyc7	1	Default	2010-05-03 22:41:51	219
rubystylejs	memrich	1	Admin	2010-05-03 22:41:56	219
rubysunrpc	eudyptes	1	Default	2010-05-03 22:42:01	219
rubysurvey	ferrisoxide	1	Default	2010-05-03 22:42:04	219
rubysvg	aurium	1	Admin	2010-05-03 22:42:08	219
rubyswitch	mikael	1	Default	2010-05-03 22:42:12	219
rubysync	ritchiey	1	Default	2010-05-03 22:42:16	219
rubytalism	joaz	1	Default	2010-05-03 22:42:19	219
rubytalk	martinpetrov	1	Default	2010-05-03 22:42:24	219
rubytcc	kstephens	1	Default	2010-05-03 22:42:27	219
rubytds	chris_stevenson	1	Default	2010-05-03 22:42:31	219
rubytests	bdolinar	0	Junior Developer	2010-05-03 22:42:34	219
rubytests	brixen	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	devlin	0	Junior Developer	2010-05-03 22:42:34	219
rubytests	evan	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	flgr	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	headius	1	Default	2010-05-03 22:42:34	219
rubytests	hgs	0	Default	2010-05-03 22:42:34	219
rubytests	ko1	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	maceywj	0	Junior Developer	2010-05-03 22:42:34	219
rubytests	neoneye	1	Default	2010-05-03 22:42:34	219
rubytests	nicksieger	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	pate	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	tewk	0	Senior Developer	2010-05-03 22:42:34	219
rubytests	zenspider	0	Default	2010-05-03 22:42:34	219
rubytet	kiba	1	Default	2010-05-03 22:42:37	219
rubytidy	rjung	1	Admin	2010-05-03 22:42:40	219
rubytl	jesusc	1	Default	2010-05-03 22:42:44	219
rubytoemb	studiom2j	1	Default	2010-05-03 22:42:47	219
rubytok	kikaineko	1	Admin	2010-05-03 22:42:51	219
rubytokyotyrant	acts_as_flinn	1	Default	2010-05-03 22:42:55	219
rubytorrent	benfollis	0	Senior Developer	2010-05-03 22:42:59	219
rubytorrent	lucasluitjes	0	Senior Developer	2010-05-03 22:42:59	219
rubytorrent	why	0	Senior Developer	2010-05-03 22:42:59	219
rubytorrent	wmorgan	1	Admin	2010-05-03 22:42:59	219
rubytrailers	galeal	1	Default	2010-05-03 22:43:02	219
rubytree	anupamsg	1	Admin	2010-05-03 22:43:06	219
rubytreemap	aebruno	1	Default	2010-05-03 22:43:10	219
rubytter	jugyo	1	Default	2010-05-03 22:43:14	219
rubytube	joegaudet	1	Default	2010-05-03 22:43:17	219
rubytutorial	rtx08	1	Default	2010-05-03 22:43:21	219
rubytvguide	mrzaphod	1	Default	2010-05-03 22:43:25	219
rubyunix	db-keen	1	Admin	2010-05-03 22:43:29	219
rubyunix	shadowfiend	0	Junior Developer	2010-05-03 22:43:29	219
rubyunix	thomasadam	0	Junior Developer	2010-05-03 22:43:29	219
rubyunix	treedog669	0	Junior Developer	2010-05-03 22:43:29	219
rubyurl	robbyrussell	1	Default	2010-05-03 22:43:32	219
rubyverse	enno	1	Default	2010-05-03 22:43:36	219
rubyvirt	mbailey	1	Default	2010-05-03 22:43:40	219
rubyvm	licenser	1	Default	2010-05-03 22:43:43	219
rubyvm	murphy	0	Senior Developer	2010-05-03 22:43:43	219
rubyvmware	biglaughing	1	Default	2010-05-03 22:43:47	219
rubyvor	bribera	1	Default	2010-05-03 22:43:50	219
rubyvote	darrasse	0	Developer	2010-05-03 22:43:54	219
rubyvote	jdong	1	Admin	2010-05-03 22:43:54	219
rubyvote	jlsharps	0	Senior Developer	2010-05-03 22:43:54	219
rubyvote	jslag	0	Developer	2010-05-03 22:43:54	219
rubyvote	mako	1	Admin	2010-05-03 22:43:54	219
rubyvote	rosejn	0	Developer	2010-05-03 22:43:54	219
rubywarrior	ryanb	1	Default	2010-05-03 22:43:58	219
rubywbem	sseago	1	Default	2010-05-03 22:44:01	219
rubyweather	gunark	1	Admin	2010-05-03 22:44:04	219
rubywebdialogs	erikveen	1	Default	2010-05-03 22:44:08	219
rubywebsite	rhalff	1	Default	2010-05-03 22:44:12	219
rubywebstart	stepheneb	1	Admin	2010-05-03 22:44:16	219
rubyweeklynews	timsuth	1	Default	2010-05-03 22:44:20	219
rubywiki	cvk	1	Default	2010-05-03 22:44:23	219
rubywmq	bcandler	0	Junior Developer	2010-05-03 22:44:26	219
rubywmq	reidm	1	Admin	2010-05-03 22:44:26	219
rubyword	brandonhines	1	Admin	2010-05-03 22:44:30	219
rubywork	priit	1	Default	2010-05-03 22:44:34	219
rubyworks	alexeyv	1	Default	2010-05-03 22:44:37	219
rubyworks	rubyworks	1	Admin	2010-05-03 22:44:37	219
rubyworks-ec2	gmalamid	1	Default	2010-05-03 22:44:40	219
rubyworks-ec2	markusb	0	Senior Developer	2010-05-03 22:44:40	219
rubyworld	andre_nho	1	Default	2010-05-03 22:44:44	219
rubywt	pcoleman	1	Default	2010-05-03 22:44:47	219
rubyxcube	macthegreat	1	Default	2010-05-03 22:44:51	219
rubyxt	divoxx	1	Default	2010-05-03 22:44:55	219
rubyyabt	tokudan	1	Default	2010-05-03 22:44:59	219
rubyzon	abnerdesign	1	Admin	2010-05-03 22:45:03	219
rubyzones	unabatede	1	Default	2010-05-03 22:45:06	219
rubzilla	romanbsd	1	Default	2010-05-03 22:45:09	219
rucas	jdleesmiller	1	Default	2010-05-03 22:45:12	219
ruccola	feldt	1	Default	2010-05-03 22:45:16	219
rucder	akm2000	1	Default	2010-05-03 22:45:20	219
rucene	erikhatcher	1	Default	2010-05-03 22:45:24	219
rucksack	outten45	1	Default	2010-05-03 22:45:28	219
rucodegen	eao197	1	Default	2010-05-03 22:45:32	219
rucola	alloy	1	Default	2010-05-03 22:45:35	219
rucola	benjaminjackson	0	Senior Developer	2010-05-03 22:45:35	219
rucola	caged	1	Admin	2010-05-03 22:45:35	219
rucola	mst	0	Senior Developer	2010-05-03 22:45:35	219
rucola	octopod	0	Senior Developer	2010-05-03 22:45:35	219
rucola	psychs	0	Senior Developer	2010-05-03 22:45:35	219
rudebug	flgr	1	Default	2010-05-03 22:45:38	219
rudl	tsuihark	1	Default	2010-05-03 22:45:41	219
rudoto	saks	1	Admin	2010-05-03 22:45:44	219
rudups	xrm0	1	Default	2010-05-03 22:45:47	219
rudy	delano	1	Default	2010-05-03 22:45:50	219
ruedit	bulio	1	Default	2010-05-03 22:45:54	219
ruff	colin_d	1	Default	2010-05-03 22:45:58	219
rufit	syver	1	Default	2010-05-03 22:46:01	219
rufit	zmalltalker	1	Admin	2010-05-03 22:46:01	219
rufopode	mdufort	1	Admin	2010-05-03 22:46:04	219
rufus	jmettraux	1	Default	2010-05-03 22:46:07	219
rufus	tomaso_tosolini	0	Senior Developer	2010-05-03 22:46:07	219
rug-b	crux	1	Admin	2010-05-03 22:46:11	219
rug-b	grundprinzip	1	Admin	2010-05-03 22:46:11	219
rug-b	martinrehfeld	1	Admin	2010-05-03 22:46:11	219
rug-b	orogork	1	Admin	2010-05-03 22:46:11	219
rug-b	pom	1	Admin	2010-05-03 22:46:11	219
rug-b	schmidt	1	Default	2010-05-03 22:46:11	219
rug-b	sleistner	1	Admin	2010-05-03 22:46:11	219
ruga	valvola	1	Default	2010-05-03 22:46:14	219
rugalytics	rob	1	Default	2010-05-03 22:46:17	219
rugbee	konh	1	Default	2010-05-03 22:46:20	219
rugomatic	bokmann	1	Admin	2010-05-03 22:46:23	219
rugomatic	smountcastle	1	Default	2010-05-03 22:46:23	219
rugtd	gimbo	1	Default	2010-05-03 22:46:27	219
rugui	felipemesquita	1	Admin	2010-05-03 22:46:30	219
rugui	vicentemundim	1	Admin	2010-05-03 22:46:30	219
ruhl	astone	1	Default	2010-05-03 22:46:34	219
ruhu	johnny_t	1	Default	2010-05-03 22:46:39	219
ruja	joxer	1	Admin	2010-05-03 22:46:43	219
ruject	jimlindley	1	Default	2010-05-03 22:46:48	219
ruleby	jpkutner	1	Admin	2010-05-03 22:46:53	219
ruleby	ruleby	1	Admin	2010-05-03 22:46:53	219
ruler	marcel	1	Default	2010-05-03 22:46:58	219
rulink	jcfischer	1	Default	2010-05-03 22:47:01	219
rulog	gus	1	Default	2010-05-03 22:47:05	219
rum	mfoemmel	1	Default	2010-05-03 22:47:08	219
rum	stevemartin	1	Admin	2010-05-03 22:47:08	219
ruma	asarih	0	Developer	2010-05-03 22:47:13	219
ruma	lh-d	0	Developer	2010-05-03 22:47:13	219
ruma	morgajel	1	Admin	2010-05-03 22:47:13	219
rumai	snk	1	Default	2010-05-03 22:47:16	219
rumba	pmr16366	1	Default	2010-05-03 22:47:21	219
rumbster	aesterline	1	Default	2010-05-03 22:47:25	219
rumbster	fpcourtn	0	Senior Developer	2010-05-03 22:47:25	219
rumda	martinsimbartl	1	Admin	2010-05-03 22:47:29	219
rumda	root101	0	Senior Developer	2010-05-03 22:47:29	219
rumda	veny	1	Default	2010-05-03 22:47:29	219
ruminant	abscond	1	Default	2010-05-03 22:47:33	219
ruminate	vivek	1	Default	2010-05-03 22:47:37	219
rumld	jeremyf	1	Admin	2010-05-03 22:47:41	219
rumock	daboo	1	Default	2010-05-03 22:47:44	219
rumor	ivey	1	Default	2010-05-03 22:47:48	219
rumpus	tdahl	1	Default	2010-05-03 22:47:51	219
run	smar	1	Default	2010-05-03 22:47:56	219
runison	cogito	1	Admin	2010-05-03 22:48:00	219
runnable-code	stevend	1	Default	2010-05-03 22:48:04	219
runnk	svlasov	1	Default	2010-05-03 22:48:08	219
runt	mlipper	1	Default	2010-05-03 22:48:12	219
runtex	knut	1	Admin	2010-05-03 22:48:15	219
runtimeprofile	btakita	1	Default	2010-05-03 22:48:19	219
ruote	jmettraux	1	Default	2010-05-03 22:48:22	219
rup	hgschmidt	1	Default	2010-05-03 22:48:26	219
rupac	kyral	1	Default	2010-05-03 22:48:29	219
rupircd	konn	1	Default	2010-05-03 22:48:34	219
rupl	jsgarvin	1	Default	2010-05-03 22:48:37	219
ruport	binarywaterfall	1	Retired	2010-05-03 22:48:40	219
ruport	dinko	0	Retired	2010-05-03 22:48:40	219
ruport	dudleyf	0	Retired	2010-05-03 22:48:40	219
ruport	manveru	0	Retired	2010-05-03 22:48:40	219
ruport	mikem836	0	Retired	2010-05-03 22:48:40	219
ruport	odaeus	1	Admin	2010-05-03 22:48:40	219
ruport	yob	0	Retired	2010-05-03 22:48:40	219
rupostrano	emanuelev	1	Default	2010-05-03 22:48:43	219
ruprecht	hagabaka	1	Default	2010-05-03 22:48:46	219
rupy	teamikl	1	Default	2010-05-03 22:48:49	219
rur	riowzi	1	Admin	2010-05-03 22:48:53	219
rural	jcw	1	Default	2010-05-03 22:48:56	219
ruscl	stlsoft	1	Admin	2010-05-03 22:49:00	219
ruscl	thadine	0	Senior Developer	2010-05-03 22:49:00	219
ruse	chadfowler	1	Admin	2010-05-03 22:49:04	219
ruse	jimweirich	1	Admin	2010-05-03 22:49:04	219
rush	dpb	0	Senior Developer	2010-05-03 22:49:07	219
rush	kazzmir	0	Senior Developer	2010-05-03 22:49:07	219
rush	kbrooks	0	Senior Developer	2010-05-03 22:49:07	219
rush	lypanov	0	Senior Developer	2010-05-03 22:49:07	219
rush	martin	0	Senior Developer	2010-05-03 22:49:07	219
rush	nicok	0	Senior Developer	2010-05-03 22:49:07	219
rush	reynvlietstra	1	Default	2010-05-03 22:49:07	219
rush	rue	0	Senior Developer	2010-05-03 22:49:07	219
rush	shevegen	0	Senior Developer	2010-05-03 22:49:07	219
rush	vagabond	0	Senior Developer	2010-05-03 22:49:07	219
rushcheck	ikegami	1	Default	2010-05-03 22:49:10	219
rushcheck	snk	1	Admin	2010-05-03 22:49:10	219
ruskell	ujihisa	1	Default	2010-05-03 22:49:15	219
rusmine	ujihisa	1	Default	2010-05-03 22:49:18	219
russian	yaroslav	1	Default	2010-05-03 22:49:21	219
russian-ri	blackb0x29a	1	Admin	2010-05-03 22:49:25	219
russian-ri	mikrit3k	0	Junior Developer	2010-05-03 22:49:25	219
russian-ri	rubynovich	1	Admin	2010-05-03 22:49:25	219
russian-ri	y0ma	1	Admin	2010-05-03 22:49:25	219
russian-ri	zeo-max	0	Junior Developer	2010-05-03 22:49:25	219
russter	jickums	1	Admin	2010-05-03 22:49:29	219
rust	flameeyes	1	Default	2010-05-03 22:49:32	219
rust	krawek	0	Junior Developer	2010-05-03 22:49:32	219
rutaci	jbaehr	1	Default	2010-05-03 22:49:35	219
rutella	mbbx6spp	1	Default	2010-05-03 22:49:39	219
rutilants	muriel	1	Default	2010-05-03 22:49:42	219
rutils	julik	1	Default	2010-05-03 22:49:45	219
rutils	mash	1	Admin	2010-05-03 22:49:45	219
rutils	max_lapshin	1	Admin	2010-05-03 22:49:45	219
rutils	yaroslav	1	Admin	2010-05-03 22:49:45	219
rutu	lcamel	1	Default	2010-05-03 22:49:49	219
ruty	mitsuhiko	1	Admin	2010-05-03 22:49:52	219
ruty	welterde	1	Default	2010-05-03 22:49:52	219
ruva	roscopeco	1	Admin	2010-05-03 22:49:56	219
ruvi	lypanov	1	Default	2010-05-03 22:49:59	219
ruvim	giancarlo	1	Default	2010-05-03 22:50:02	219
ruvz	devf	1	Default	2010-05-03 22:50:06	219
ruwese	pneff	1	Default	2010-05-03 22:50:09	219
ruwiki	alan	1	Default	2010-05-03 22:50:12	219
ruwiki	austin	1	Default	2010-05-03 22:50:12	219
ruxbind	ottercat	1	Default	2010-05-03 22:50:16	219
rvcs	mario	1	Default	2010-05-03 22:50:19	219
rvelocity	takedahi77	1	Default	2010-05-03 22:50:23	219
rvideo	danweinand	0	Senior Developer	2010-05-03 22:50:28	219
rvideo	jdl	1	Admin	2010-05-03 22:50:28	219
rvideo	johankellum	0	Senior Developer	2010-05-03 22:50:28	219
rvideo	jonhdahl	1	Default	2010-05-03 22:50:28	219
rvm	wayneeseguin	1	Admin	2010-05-03 22:50:31	219
rvv	keroami	1	Default	2010-05-03 22:50:34	219
rvv	nicm	0	Default	2010-05-03 22:50:34	219
rwb	milythael	0	Senior Developer	2010-05-03 22:50:38	219
rwb	pate	1	Default	2010-05-03 22:50:38	219
rwdapplications	superlinux	1	Default	2010-05-03 22:50:42	219
rwe	yrashk	1	Default	2010-05-03 22:50:46	219
rweb	bunny	1	Admin	2010-05-03 22:50:49	219
rwebspec	zzhan	1	Default	2010-05-03 22:50:53	219
rwebunit	zzhan	1	Admin	2010-05-03 22:50:58	219
rwidgets	iced	1	Admin	2010-05-03 22:51:02	219
rwiki	znz	1	Default	2010-05-03 22:51:05	219
rwikibot	eddieroger	1	Default	2010-05-03 22:51:09	219
rwm	bill-rwm	1	Default	2010-05-03 22:51:12	219
rwm-ex	bill-rwm	1	Default	2010-05-03 22:51:17	219
rws	keita	1	Default	2010-05-03 22:51:20	219
rwsc	byplayer	1	Default	2010-05-03 22:51:24	219
rwsc	lemb	0	Junior Developer	2010-05-03 22:51:24	219
rwsman	kkaempf	1	Default	2010-05-03 22:51:29	219
rwt	romb	1	Default	2010-05-03 22:51:32	219
rwurfl	shenoudab	1	Default	2010-05-03 22:51:36	219
rxaal	wwahammy	1	Default	2010-05-03 22:51:40	219
rxevil	evanfarrar	1	Admin	2010-05-03 22:51:45	219
rxlib	jefounet	1	Default	2010-05-03 22:51:49	219
rxripr	ksnelson	0	Developer	2010-05-03 22:51:54	219
rxripr	victorgrey	1	Default	2010-05-03 22:51:54	219
rxul	gmurphy	1	Admin	2010-05-03 22:51:58	219
ryanpiecework	ryan_van	1	Default	2010-05-03 22:52:02	219
rye	delano	1	Default	2010-05-03 22:52:05	219
ryu	ryu	1	Default	2010-05-03 22:52:13	219
ryzer	boowebb	1	Default	2010-05-03 22:52:18	219
rzero	jleo3	1	Default	2010-05-03 22:52:23	219
rzones	mbrannigan	1	Default	2010-05-03 22:52:27	219
s2container	klove	1	Default	2010-05-03 22:52:31	219
s3-sync	daddye	1	Default	2010-05-03 22:52:35	219
s33r	majorair	0	Developer	2010-05-03 22:52:38	219
s33r	tmacedo	1	Admin	2010-05-03 22:52:38	219
s33r	townxelliot	1	Admin	2010-05-03 22:52:38	219
s3backup	takesy	1	Default	2010-05-03 22:52:42	219
s3cache	steveodom	1	Default	2010-05-03 22:52:46	219
s3fs	maxim_kulkin	1	Default	2010-05-03 22:52:51	219
s3napshot	svoop	1	Default	2010-05-03 22:52:56	219
s3sync	cloveless	1	Default	2010-05-03 22:53:00	219
s4t-utils	marick	1	Default	2010-05-03 22:53:04	219
s5presents	cardmagic	1	Default	2010-05-03 22:53:08	219
s7-seven	kouji	1	Default	2010-05-03 22:53:11	219
s7r47e50	kaiser_sosa	1	Admin	2010-05-03 22:53:15	219
