#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
374	ariadne\n    	32.39\n    	NULL	NULL	495.47\n    	NULL	NULL	3\n    	4\n    	NULL	97\n    
375	arianne\n    	7.19\n    	NULL	NULL	491.52\n    	NULL	NULL	6\n    	8\n    	NULL	51\n    
376	arkeiaanb\n    	11.71\n    	NULL	NULL	283.26\n    	NULL	NULL	4\n    	6\n    	NULL	25\n    
378	arla\n    	6.23\n    	NULL	NULL	111.45\n    	NULL	NULL	1\n    	1\n    	NULL	11\n    
381	armed\n    	1.42\n    	NULL	NULL	43.61\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
383	armymaker\n    	1.0\n    	NULL	NULL	26.38\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
385	arping\n    	61.91\n    	NULL	NULL	701.24\n    	NULL	NULL	3\n    	3\n    	NULL	91\n    
386	arpoison\n    	1.14\n    	NULL	NULL	70.78\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
389	arrow\n    	3.4\n    	NULL	NULL	35.37\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
394	artecas6escannerdriver\n    	2.25\n    	NULL	NULL	36.51\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
395	astyle\n    	12.14\n    	NULL	NULL	178.29\n    	NULL	NULL	5\n    	5\n    	NULL	22\n    
397	arts\n    	2.15\n    	NULL	NULL	163.68\n    	NULL	NULL	1\n    	3\n    	NULL	33\n    
398	arts++\n    	3.04\n    	NULL	NULL	19.42\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
399	artstream\n    	2.05\n    	NULL	NULL	40.64\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
400	as-gps\n    	1.0\n    	NULL	NULL	35.78\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
402	asapm\n    	6.67\n    	NULL	NULL	72.17\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
403	asbutton\n    	1.44\n    	NULL	NULL	16.28\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
404	ascd\n    	0.0\n    	NULL	NULL	19.77\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
405	ascii\n    	3.89\n    	NULL	NULL	132.02\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
406	aaprint\n    	1.0\n    	NULL	NULL	48.1\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
408	ascii2pdf\n    	1.02\n    	NULL	NULL	115.8\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
409	asciiartwidget\n    	1.0\n    	NULL	NULL	30.5\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
412	ascpu\n    	5.76\n    	NULL	NULL	66.63\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
414	asexec\n    	1.41\n    	NULL	NULL	26.23\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
416	asforza4\n    	1.46\n    	NULL	NULL	25.67\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
417	asfrecorder\n    	1.44\n    	NULL	NULL	136.35\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
419	askemos\n    	4.83\n    	NULL	NULL	94.45\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
421	asmail\n    	7.63\n    	NULL	NULL	50.28\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
422	asmem\n    	6.04\n    	NULL	NULL	50.68\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
423	asmix\n    	1.17\n    	NULL	NULL	67.5\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
424	asmon\n    	3.5\n    	NULL	NULL	61.14\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
425	asmutils\n    	6.83\n    	NULL	NULL	175.64\n    	NULL	NULL	3\n    	3\n    	NULL	24\n    
426	asnews\n    	3.7\n    	NULL	NULL	30.27\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
428	asp2php\n    	11.1\n    	NULL	NULL	182.67\n    	NULL	NULL	5\n    	6\n    	NULL	46\n    
429	aspell\n    	8.95\n    	NULL	NULL	677.02\n    	NULL	NULL	8\n    	8\n    	NULL	107\n    
430	aspell-da\n    	16.69\n    	NULL	NULL	50.48\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
431	asplinux\n    	1.69\n    	NULL	NULL	52.69\n    	NULL	NULL	3\n    	3\n    	NULL	3\n    
432	aspseek\n    	5.25\n    	NULL	NULL	187.06\n    	NULL	NULL	3\n    	4\n    	NULL	26\n    
437	ast\n    	0.0\n    	NULL	NULL	46.73\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
439	astaropsd\n    	0.0\n    	NULL	NULL	97.75\n    	NULL	NULL	10\n    	12\n    	NULL	14\n    
440	asl\n    	358.47\n    	NULL	NULL	2124.48\n    	NULL	NULL	242\n    	265\n    	NULL	484\n    
442	asterisk\n    	12.21\n    	NULL	NULL	790.96\n    	NULL	NULL	18\n    	23\n    	NULL	243\n    
443	asteroids3d\n    	7.52\n    	NULL	NULL	183.35\n    	NULL	NULL	3\n    	3\n    	NULL	10\n    
445	astime\n    	4.13\n    	NULL	NULL	32.83\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
446	astroconst\n    	2.26\n    	NULL	NULL	47.87\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
450	atarux\n    	1.0\n    	NULL	NULL	71.39\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
453	aterm\n    	8.37\n    	NULL	NULL	351.87\n    	NULL	NULL	35\n    	38\n    	NULL	76\n    
455	athene\n    	5.76\n    	NULL	NULL	189.26\n    	NULL	NULL	0\n    	1\n    	NULL	29\n    
459	atiswiki\n    	1.0\n    	NULL	NULL	16.52\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
464	aubng\n    	1.83\n    	NULL	NULL	69.63\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
465	audiofilelibrary\n    	36.77\n    	NULL	NULL	367.6\n    	NULL	NULL	3\n    	3\n    	NULL	92\n    
466	audio-entropyd\n    	8.0\n    	NULL	NULL	76.03\n    	NULL	NULL	2\n    	2\n    	NULL	9\n    
467	audiodsp\n    	1.48\n    	NULL	NULL	18.76\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
468	audiocdweb\n    	1.0\n    	NULL	NULL	33.08\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
470	audiocutter\n    	3.48\n    	NULL	NULL	70.89\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
471	audiogalaxysatellite\n    	2.49\n    	NULL	NULL	77.77\n    	NULL	NULL	2\n    	5\n    	NULL	7\n    
472	audiomixer\n    	1.0\n    	NULL	NULL	39.45\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
473	audit\n    	1.0\n    	NULL	NULL	31.29\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
477	etsre\n    	1.42\n    	NULL	NULL	22.32\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
478	august\n    	4.16\n    	NULL	NULL	104.31\n    	NULL	NULL	4\n    	4\n    	NULL	8\n    
479	aumix\n    	95.91\n    	NULL	NULL	257.79\n    	NULL	NULL	7\n    	7\n    	NULL	38\n    
482	austinpm\n    	1.44\n    	NULL	NULL	103.58\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
483	authensmb\n    	1.75\n    	NULL	NULL	26.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
484	authenticatedusercommunity\n    	3.35\n    	NULL	NULL	137.33\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
485	authforce\n    	5.04\n    	NULL	NULL	74.94\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
486	authlocal\n    	2.59\n    	NULL	NULL	31.59\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
488	auth_ldap\n    	2.92\n    	NULL	NULL	122.82\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
489	automanager\n    	3.08\n    	NULL	NULL	45.6\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
490	and\n    	4.8\n    	NULL	NULL	115.3\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
495	autoclose\n    	2.03\n    	NULL	NULL	31.54\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
496	autoconf\n    	22.1\n    	NULL	NULL	781.11\n    	NULL	NULL	16\n    	17\n    	NULL	300\n    
498	autoconvert\n    	5.93\n    	NULL	NULL	36.82\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
500	autodns\n    	3.42\n    	NULL	NULL	80.56\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
501	autofs\n    	3.08\n    	NULL	NULL	261.02\n    	NULL	NULL	2\n    	4\n    	NULL	38\n    
502	autofscdchanger\n    	1.0\n    	NULL	NULL	20.93\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
504	autogen\n    	35.8\n    	NULL	NULL	484.25\n    	NULL	NULL	1\n    	1\n    	NULL	56\n    
507	autojot\n    	1.0\n    	NULL	NULL	48.7\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
508	autolame\n    	3.09\n    	NULL	NULL	42.33\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
513	automake\n    	27.32\n    	NULL	NULL	706.37\n    	NULL	NULL	12\n    	13\n    	NULL	329\n    
515	apgd\n    	5.78\n    	NULL	NULL	349.43\n    	NULL	NULL	15\n    	16\n    	NULL	99\n    
516	autoxdr\n    	1.0\n    	NULL	NULL	59.55\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
518	asa\n    	3.83\n    	NULL	NULL	80.49\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
520	autoopts\n    	14.29\n    	NULL	NULL	334.62\n    	NULL	NULL	1\n    	1\n    	NULL	32\n    
527	autorip\n    	0.0\n    	NULL	NULL	62.88\n    	NULL	NULL	2\n    	2\n    	NULL	5\n    
528	autorpm\n    	7.94\n    	NULL	NULL	278.49\n    	NULL	NULL	6\n    	7\n    	NULL	68\n    
529	autorun\n    	2.9\n    	NULL	NULL	24.19\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
530	autosig\n    	1.53\n    	NULL	NULL	17.2\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
532	autostatus\n    	2.65\n    	NULL	NULL	44.5\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
533	autotrace\n    	4.5\n    	NULL	NULL	277.24\n    	NULL	NULL	4\n    	4\n    	NULL	62\n    
534	autotunnel\n    	1.07\n    	NULL	NULL	66.93\n    	NULL	NULL	1\n    	2\n    	NULL	6\n    
535	autoupdate\n    	20.27\n    	NULL	NULL	723.46\n    	NULL	NULL	20\n    	21\n    	NULL	168\n    
536	autozen\n    	1.83\n    	NULL	NULL	118.76\n    	NULL	NULL	1\n    	3\n    	NULL	12\n    
538	afinger\n    	3.16\n    	NULL	NULL	21.63\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
540	avacl\n    	1.0\n    	NULL	NULL	22.16\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
541	avalon\n    	4.95\n    	NULL	NULL	160.0\n    	NULL	NULL	12\n    	16\n    	NULL	24\n    
542	avengersnewssystem\n    	2.04\n    	NULL	NULL	19.34\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
544	avfs\n    	6.69\n    	NULL	NULL	288.52\n    	NULL	NULL	1\n    	1\n    	NULL	41\n    
545	avi-xmms\n    	2.2\n    	NULL	NULL	172.06\n    	NULL	NULL	5\n    	8\n    	NULL	30\n    
546	x2divx\n    	2.19\n    	NULL	NULL	172.73\n    	NULL	NULL	0\n    	0\n    	NULL	26\n    
547	avifile\n    	3.11\n    	NULL	NULL	567.63\n    	NULL	NULL	16\n    	18\n    	NULL	178\n    
548	avi2mpegpatch\n    	1.01\n    	NULL	NULL	70.96\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
549	avl\n    	2.17\n    	NULL	NULL	70.65\n    	NULL	NULL	0\n    	1\n    	NULL	6\n    
550	avlmap\n    	4.09\n    	NULL	NULL	64.9\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
552	avrmon-stk200\n    	2.77\n    	NULL	NULL	127.38\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
553	avs\n    	1.0\n    	NULL	NULL	18.63\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
554	avtv\n    	1.42\n    	NULL	NULL	39.27\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
555	awag\n    	1.0\n    	NULL	NULL	37.58\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
557	awe32controlpanel\n    	1.41\n    	NULL	NULL	26.72\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
558	awemud\n    	8.38\n    	NULL	NULL	217.67\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
560	awka\n    	2.5\n    	NULL	NULL	98.67\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
562	awstats\n    	30.53\n    	NULL	NULL	2537.12\n    	NULL	NULL	79\n    	86\n    	NULL	345\n    
563	ax25-apps\n    	1.09\n    	NULL	NULL	84.14\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
564	ax25-tools\n    	1.54\n    	NULL	NULL	53.74\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
566	axkit\n    	4.78\n    	NULL	NULL	57.83\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
568	axyftp\n    	2.65\n    	NULL	NULL	77.68\n    	NULL	NULL	4\n    	4\n    	NULL	6\n    
569	a_dbc\n    	0.0\n    	NULL	NULL	66.21\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
570	b-chat\n    	0.0\n    	NULL	NULL	25.16\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
571	b_\n    	5.25\n    	NULL	NULL	107.39\n    	NULL	NULL	1\n    	1\n    	NULL	30\n    
573	babelj\n    	1.0\n    	NULL	NULL	37.63\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
575	babylonchat\n    	7.71\n    	NULL	NULL	193.71\n    	NULL	NULL	1\n    	1\n    	NULL	18\n    
576	babytrans\n    	3.11\n    	NULL	NULL	65.45\n    	NULL	NULL	1\n    	1\n    	NULL	6\n    
577	back-end\n    	6.31\n    	NULL	NULL	341.44\n    	NULL	NULL	0\n    	1\n    	NULL	37\n    
579	kfibs\n    	3.17\n    	NULL	NULL	38.94\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
584	backupedgeforlinux\n    	0.0\n    	NULL	NULL	32.62\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
586	backupsd\n    	1.0\n    	NULL	NULL	18.33\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
587	backupsw\n    	1.75\n    	NULL	NULL	66.09\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
589	badge\n    	1.0\n    	NULL	NULL	57.88\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
590	bag\n    	1.48\n    	NULL	NULL	49.96\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
593	bahamut\n    	3.67\n    	NULL	NULL	122.96\n    	NULL	NULL	4\n    	5\n    	NULL	13\n    
598	bakery\n    	6.87\n    	NULL	NULL	226.73\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
599	balance\n    	29.81\n    	NULL	NULL	425.0\n    	NULL	NULL	4\n    	4\n    	NULL	62\n    
600	balmail\n    	1.0\n    	NULL	NULL	68.76\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
601	balsa\n    	10.74\n    	NULL	NULL	333.91\n    	NULL	NULL	9\n    	11\n    	NULL	76\n    
603	banal\n    	2.47\n    	NULL	NULL	84.08\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
610	bannerkiller\n    	1.76\n    	NULL	NULL	16.64\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
613	barrendero\n    	1.77\n    	NULL	NULL	30.38\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
614	bartelsautoengineer\n    	1.02\n    	NULL	NULL	51.65\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
616	base64\n    	0.0\n    	NULL	NULL	55.59\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
618	bashish\n    	65.08\n    	NULL	NULL	531.33\n    	NULL	NULL	3\n    	4\n    	NULL	54\n    
620	baslinux\n    	6.32\n    	NULL	NULL	211.3\n    	NULL	NULL	1\n    	2\n    	NULL	41\n    
622	basiliskii\n    	4.99\n    	NULL	NULL	144.96\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
623	basilix\n    	3.47\n    	NULL	NULL	178.12\n    	NULL	NULL	6\n    	8\n    	NULL	24\n    
625	bastilleunix\n    	23.69\n    	NULL	NULL	759.48\n    	NULL	NULL	9\n    	11\n    	NULL	196\n    
626	batallanaval\n    	4.02\n    	NULL	NULL	129.7\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
628	batik\n    	5.71\n    	NULL	NULL	190.29\n    	NULL	NULL	4\n    	4\n    	NULL	33\n    
629	droidbattles\n    	3.86\n    	NULL	NULL	153.78\n    	NULL	NULL	4\n    	4\n    	NULL	15\n    
631	battstatapplet\n    	2.37\n    	NULL	NULL	113.37\n    	NULL	NULL	0\n    	1\n    	NULL	3\n    
632	baudline\n    	10.83\n    	NULL	NULL	309.74\n    	NULL	NULL	11\n    	12\n    	NULL	59\n    
634	bawt\n    	1.42\n    	NULL	NULL	30.94\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
635	bayonne\n    	15.87\n    	NULL	NULL	544.1\n    	NULL	NULL	2\n    	3\n    	NULL	96\n    
636	bazaar\n    	2.31\n    	NULL	NULL	49.21\n    	NULL	NULL	1\n    	2\n    	NULL	6\n    
638	bbbs\n    	1.47\n    	NULL	NULL	44.23\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
639	bbclone\n    	28.14\n    	NULL	NULL	523.83\n    	NULL	NULL	19\n    	19\n    	NULL	111\n    
640	bbdb\n    	2.09\n    	NULL	NULL	192.16\n    	NULL	NULL	2\n    	2\n    	NULL	24\n    
642	bbjd\n    	1.0\n    	NULL	NULL	11.27\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
644	bbkeys\n    	3.34\n    	NULL	NULL	162.34\n    	NULL	NULL	4\n    	4\n    	NULL	20\n    
649	bbs100\n    	7.4\n    	NULL	NULL	144.11\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
655	bc\n    	1.14\n    	NULL	NULL	236.26\n    	NULL	NULL	1\n    	1\n    	NULL	62\n    
657	bchunk\n    	2.81\n    	NULL	NULL	282.61\n    	NULL	NULL	6\n    	7\n    	NULL	52\n    
658	bclf\n    	1.73\n    	NULL	NULL	78.36\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
659	bcnu\n    	2.52\n    	NULL	NULL	91.96\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
661	bcwipe\n    	1.93\n    	NULL	NULL	70.77\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
662	bday\n    	1.94\n    	NULL	NULL	51.35\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
664	bdist\n    	2.72\n    	NULL	NULL	17.72\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
667	beam-back\n    	1.87\n    	NULL	NULL	120.22\n    	NULL	NULL	2\n    	3\n    	NULL	5\n    
670	beancounter\n    	8.56\n    	NULL	NULL	289.7\n    	NULL	NULL	0\n    	0\n    	NULL	51\n    
671	beastbse\n    	7.66\n    	NULL	NULL	312.84\n    	NULL	NULL	2\n    	2\n    	NULL	42\n    
672	beatmonkey\n    	1.0\n    	NULL	NULL	16.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
674	beaver\n    	3.28\n    	NULL	NULL	152.18\n    	NULL	NULL	4\n    	5\n    	NULL	19\n    
677	bed\n    	1.0\n    	NULL	NULL	15.1\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
678	beecrypt\n    	13.62\n    	NULL	NULL	283.81\n    	NULL	NULL	2\n    	4\n    	NULL	36\n    
681	beep\n    	2.7\n    	NULL	NULL	167.29\n    	NULL	NULL	7\n    	7\n    	NULL	28\n    
682	beepage\n    	2.34\n    	NULL	NULL	54.86\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
686	behemotgraphicseditor\n    	1.0\n    	NULL	NULL	43.28\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
687	belgian-howto\n    	1.95\n    	NULL	NULL	56.82\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
688	belt\n    	2.54\n    	NULL	NULL	36.28\n    	NULL	NULL	1\n    	2\n    	NULL	3\n    
689	benback\n    	1.0\n    	NULL	NULL	6.71\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
691	beonex-comm\n    	2.18\n    	NULL	NULL	127.78\n    	NULL	NULL	1\n    	2\n    	NULL	7\n    
694	berkeleydb\n    	29.97\n    	NULL	NULL	1318.57\n    	NULL	NULL	11\n    	12\n    	NULL	288\n    
697	fresco\n    	4.18\n    	NULL	NULL	84.0\n    	NULL	NULL	5\n    	5\n    	NULL	13\n    
699	bestcrypt\n    	1.77\n    	NULL	NULL	68.08\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
700	bet\n    	1.42\n    	NULL	NULL	27.87\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
701	betaftpd\n    	4.59\n    	NULL	NULL	41.93\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
704	bew\n    	0.0\n    	NULL	NULL	56.18\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
707	bfbtester-bruteforcebinarytester\n    	1.46\n    	NULL	NULL	75.35\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
708	buffer\n    	4.93\n    	NULL	NULL	86.95\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
711	bfsfilesystemforlinux\n    	1.75\n    	NULL	NULL	40.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
712	bftpd\n    	118.97\n    	NULL	NULL	278.94\n    	NULL	NULL	1\n    	2\n    	NULL	22\n    
713	bgcheck\n    	2.26\n    	NULL	NULL	16.85\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
715	biabam\n    	3.73\n    	NULL	NULL	70.78\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
716	bib2html\n    	18.27\n    	NULL	NULL	139.7\n    	NULL	NULL	2\n    	2\n    	NULL	28\n    
717	bibelot\n    	2.94\n    	NULL	NULL	66.0\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
719	bibletime\n    	41.87\n    	NULL	NULL	326.04\n    	NULL	NULL	5\n    	8\n    	NULL	31\n    
721	bibcursed\n    	5.44\n    	NULL	NULL	75.34\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
722	bicycleridecaloriecalculator\n    	1.0\n    	NULL	NULL	31.18\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
723	bidwatcher\n    	9.04\n    	NULL	NULL	311.56\n    	NULL	NULL	8\n    	10\n    	NULL	84\n    
724	biew\n    	27.16\n    	NULL	NULL	568.62\n    	NULL	NULL	2\n    	2\n    	NULL	65\n    
727	bigben\n    	1.42\n    	NULL	NULL	4.58\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
728	bigbrother\n    	7.86\n    	NULL	NULL	377.61\n    	NULL	NULL	7\n    	13\n    	NULL	85\n    
730	bigsam\n    	5.26\n    	NULL	NULL	131.14\n    	NULL	NULL	3\n    	4\n    	NULL	12\n    
731	bigsis\n    	6.05\n    	NULL	NULL	452.47\n    	NULL	NULL	5\n    	6\n    	NULL	93\n    
732	bb\n    	1.42\n    	NULL	NULL	30.95\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
734	bigforthminos\n    	3.17\n    	NULL	NULL	72.8\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
735	biggles\n    	2.43\n    	NULL	NULL	111.68\n    	NULL	NULL	2\n    	2\n    	NULL	3\n    
736	bigloo\n    	29.92\n    	NULL	NULL	253.87\n    	NULL	NULL	10\n    	10\n    	NULL	37\n    
737	bigloo-lib\n    	2.45\n    	NULL	NULL	77.41\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
740	bigwig\n    	2.95\n    	NULL	NULL	59.9\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
743	bin86\n    	2.89\n    	NULL	NULL	386.69\n    	NULL	NULL	3\n    	3\n    	NULL	141\n    
748	bind\n    	29.85\n    	NULL	NULL	785.3\n    	NULL	NULL	35\n    	42\n    	NULL	490\n    
752	bingox\n    	1.0\n    	NULL	NULL	28.5\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
753	binkd\n    	0.0\n    	NULL	NULL	25.5\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
754	binutils\n    	55.19\n    	NULL	NULL	1158.06\n    	NULL	NULL	9\n    	9\n    	NULL	408\n    
755	biojava\n    	2.45\n    	NULL	NULL	123.47\n    	NULL	NULL	1\n    	2\n    	NULL	10\n    
756	biomail\n    	4.67\n    	NULL	NULL	34.67\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
757	bioperl\n    	18.83\n    	NULL	NULL	114.82\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
759	bird\n    	65.13\n    	NULL	NULL	355.83\n    	NULL	NULL	1\n    	3\n    	NULL	46\n    
760	birdstepdbmsbirdstepdbmsxmlinterface\n    	1.0\n    	NULL	NULL	48.33\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
762	bishop\n    	1.0\n    	NULL	NULL	14.56\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
763	bison\n    	13.62\n    	NULL	NULL	483.04\n    	NULL	NULL	1\n    	1\n    	NULL	304\n    
764	bitvector\n    	17.46\n    	NULL	NULL	143.44\n    	NULL	NULL	0\n    	0\n    	NULL	17\n    
765	bitchx\n    	3.8\n    	NULL	NULL	343.68\n    	NULL	NULL	18\n    	21\n    	NULL	72\n    
766	bitcomp\n    	1.0\n    	NULL	NULL	72.04\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
767	bitgen\n    	2.05\n    	NULL	NULL	43.75\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
768	bitkeeper\n    	2.41\n    	NULL	NULL	98.01\n    	NULL	NULL	3\n    	5\n    	NULL	16\n    
772	bk2site\n    	3.78\n    	NULL	NULL	74.24\n    	NULL	NULL	2\n    	2\n    	NULL	7\n    
773	bkmrkconv\n    	5.19\n    	NULL	NULL	54.11\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
775	blackpenguin\n    	1.01\n    	NULL	NULL	22.76\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
