#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
65334	tableau-parm\n    	3.09\n    	NULL	NULL	44.97\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65335	novagdrv\n    	2.78\n    	NULL	NULL	9.27\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65337	mysqueaks\n    	1.74\n    	NULL	NULL	22.58\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65338	kibadock\n    	0.0\n    	NULL	NULL	8.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65339	drossellog\n    	1.0\n    	NULL	NULL	25.88\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65340	deco-framework\n    	49.5\n    	NULL	NULL	188.4\n    	NULL	NULL	1\n    	1\n    	NULL	33\n    
65341	bomjpacket\n    	0.0\n    	NULL	NULL	9.95\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65342	slide40\n    	1.0\n    	NULL	NULL	23.24\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65343	arpspoofdetector\n    	1.75\n    	NULL	NULL	33.35\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65345	vlock\n    	6.08\n    	NULL	NULL	243.24\n    	NULL	NULL	3\n    	3\n    	NULL	31\n    
65346	change_website_mode\n    	1.0\n    	NULL	NULL	9.59\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65347	monster\n    	2.46\n    	NULL	NULL	21.21\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65348	socketexec\n    	0.0\n    	NULL	NULL	25.06\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65349	pvolley\n    	1.0\n    	NULL	NULL	20.42\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65350	baygrab\n    	1.0\n    	NULL	NULL	10.39\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65353	mobileunit\n    	1.0\n    	NULL	NULL	22.8\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65354	xhtml-instrumented\n    	1.54\n    	NULL	NULL	20.17\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65356	usbprog\n    	0.0\n    	NULL	NULL	30.74\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65357	mp3_management\n    	1.72\n    	NULL	NULL	40.1\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65358	ptracker\n    	0.0\n    	NULL	NULL	12.77\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65359	funky-language\n    	1.42\n    	NULL	NULL	32.77\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65360	pentabarf\n    	15.57\n    	NULL	NULL	110.05\n    	NULL	NULL	3\n    	3\n    	NULL	10\n    
65363	gstatz\n    	0.0\n    	NULL	NULL	10.1\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65364	efx\n    	1.0\n    	NULL	NULL	43.68\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65365	easyids\n    	5.29\n    	NULL	NULL	122.84\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
65367	cdg2video\n    	3.64\n    	NULL	NULL	26.65\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65368	ferft\n    	1.78\n    	NULL	NULL	15.23\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65369	jagacy3270_tty\n    	3.41\n    	NULL	NULL	21.12\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65370	jagacyvt_tty\n    	1.0\n    	NULL	NULL	12.21\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65371	loki-render\n    	4.2\n    	NULL	NULL	52.31\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65372	icsiboost\n    	2.29\n    	NULL	NULL	38.34\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65373	unmass\n    	1.0\n    	NULL	NULL	48.0\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65374	cspoker\n    	1.62\n    	NULL	NULL	29.5\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65375	rodent\n    	1.0\n    	NULL	NULL	19.29\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65376	msgparser\n    	1.78\n    	NULL	NULL	22.25\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65377	diago\n    	1.0\n    	NULL	NULL	17.66\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65378	jhextris\n    	1.0\n    	NULL	NULL	15.87\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65380	idautomationmicrcmc-7fonts\n    	1.0\n    	NULL	NULL	12.77\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65381	pikloops\n    	1.81\n    	NULL	NULL	41.59\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65383	privgold\n    	1.0\n    	NULL	NULL	45.98\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65384	opendds\n    	3.27\n    	NULL	NULL	76.31\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65385	pywebgraph\n    	2.83\n    	NULL	NULL	66.56\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65386	promoter\n    	1.0\n    	NULL	NULL	14.9\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65387	dynastop\n    	207.37\n    	NULL	NULL	341.4\n    	NULL	NULL	2\n    	2\n    	NULL	11\n    
65388	jsizer\n    	8.35\n    	NULL	NULL	89.79\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65389	kfb\n    	1.0\n    	NULL	NULL	9.7\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65390	gsd\n    	1.0\n    	NULL	NULL	25.98\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65392	sc101nbd\n    	1.0\n    	NULL	NULL	48.41\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65394	python-elinks\n    	1.0\n    	NULL	NULL	21.35\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65398	textsort\n    	1.0\n    	NULL	NULL	19.9\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65399	sendsms\n    	1.43\n    	NULL	NULL	16.0\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65401	fitpro\n    	1.0\n    	NULL	NULL	34.47\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65402	cxfe\n    	1.0\n    	NULL	NULL	26.83\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65403	mobile\n    	2.83\n    	NULL	NULL	92.43\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65404	dbslayer\n    	1.0\n    	NULL	NULL	23.24\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65405	check_writable\n    	1.84\n    	NULL	NULL	44.6\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65407	ceodbc\n    	9.6\n    	NULL	NULL	73.52\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65409	agmbuild\n    	0.0\n    	NULL	NULL	28.98\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65410	webchat2aim\n    	1.0\n    	NULL	NULL	9.8\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65411	spicehire\n    	1.84\n    	NULL	NULL	33.24\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65412	openplag\n    	5.24\n    	NULL	NULL	61.34\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65416	useme\n    	1.0\n    	NULL	NULL	12.17\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65417	mpls\n    	2.63\n    	NULL	NULL	85.32\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
65418	honeyclient\n    	1.96\n    	NULL	NULL	81.42\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65419	libgee\n    	3.75\n    	NULL	NULL	44.94\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65420	godo\n    	1.0\n    	NULL	NULL	25.92\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65422	gnometerminator\n    	30.57\n    	NULL	NULL	439.91\n    	NULL	NULL	3\n    	3\n    	NULL	28\n    
65423	schaefchenws\n    	6.62\n    	NULL	NULL	69.24\n    	NULL	NULL	1\n    	1\n    	NULL	16\n    
65424	bpmdj\n    	3.88\n    	NULL	NULL	65.72\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65426	python-jabberbot\n    	6.33\n    	NULL	NULL	118.07\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
65427	xgui\n    	1.0\n    	NULL	NULL	24.39\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65428	xmms2jump\n    	1.0\n    	NULL	NULL	8.43\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65429	cuon\n    	4.04\n    	NULL	NULL	53.29\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65430	fbsql\n    	0.0\n    	NULL	NULL	17.49\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65431	gupnp\n    	2.83\n    	NULL	NULL	72.55\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
65433	isszy\n    	1.0\n    	NULL	NULL	46.9\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65434	xfce4-wmdock-plugin\n    	4.44\n    	NULL	NULL	30.64\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65435	dbtree\n    	3.54\n    	NULL	NULL	73.97\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
65436	patientos\n    	14.27\n    	NULL	NULL	217.17\n    	NULL	NULL	1\n    	1\n    	NULL	25\n    
65438	momomoto\n    	7.49\n    	NULL	NULL	68.7\n    	NULL	NULL	1\n    	1\n    	NULL	9\n    
65439	idautomationcodabarfontadvantage\n    	1.0\n    	NULL	NULL	24.19\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65441	cython\n    	1.0\n    	NULL	NULL	34.94\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
65442	kscope\n    	1.0\n    	NULL	NULL	30.79\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65443	trafitizer\n    	1.84\n    	NULL	NULL	88.5\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
65447	im-filter\n    	1.44\n    	NULL	NULL	38.6\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65448	bdd-buddy\n    	1.0\n    	NULL	NULL	41.77\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65449	bench\n    	1.0\n    	NULL	NULL	27.2\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65450	persdocmanager\n    	1.42\n    	NULL	NULL	67.23\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65451	postoffice\n    	2.92\n    	NULL	NULL	35.78\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65452	pdfassassin\n    	1.42\n    	NULL	NULL	55.27\n    	NULL	NULL	2\n    	2\n    	NULL	12\n    
65455	pathfinder\n    	3.66\n    	NULL	NULL	53.39\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65456	iconmgr\n    	1.46\n    	NULL	NULL	9.17\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65457	namealign\n    	1.81\n    	NULL	NULL	13.71\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65458	pftdbns\n    	1.0\n    	NULL	NULL	9.06\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65459	newfaction\n    	1.0\n    	NULL	NULL	9.59\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65460	drproject\n    	1.0\n    	NULL	NULL	19.26\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65463	mthread\n    	0.0\n    	NULL	NULL	14.49\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65465	gridder\n    	1.0\n    	NULL	NULL	11.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65466	sporktris\n    	1.46\n    	NULL	NULL	22.18\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65467	bflow\n    	1.0\n    	NULL	NULL	21.21\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65469	pixane\n    	2.78\n    	NULL	NULL	33.23\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65471	humax\n    	1.98\n    	NULL	NULL	26.98\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65473	blockout\n    	1.54\n    	NULL	NULL	23.41\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65474	kcall\n    	1.0\n    	NULL	NULL	20.35\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65475	jflvtool\n    	1.34\n    	NULL	NULL	14.35\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65476	pairing\n    	4.57\n    	NULL	NULL	31.81\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65477	familyconnections\n    	0.0\n    	NULL	NULL	23.56\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65478	jsircbot\n    	0.0\n    	NULL	NULL	15.46\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65479	phpgfeed\n    	0.0\n    	NULL	NULL	11.18\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
65480	dimp\n    	9.75\n    	NULL	NULL	173.04\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
65481	nsim\n    	1.0\n    	NULL	NULL	8.0\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65483	moomba\n    	1.0\n    	NULL	NULL	18.71\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65484	textmail\n    	1.0\n    	NULL	NULL	31.42\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65485	broadband-usage\n    	1.0\n    	NULL	NULL	19.21\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65488	radutmped\n    	1.0\n    	NULL	NULL	13.04\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65489	php_form_lib\n    	0.0\n    	NULL	NULL	20.32\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65490	perlos\n    	1.0\n    	NULL	NULL	26.15\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65492	jsbfck\n    	2.41\n    	NULL	NULL	13.86\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65494	idc\n    	1.0\n    	NULL	NULL	58.02\n    	NULL	NULL	0\n    	0\n    	NULL	16\n    
65495	jnetpcap\n    	3.39\n    	NULL	NULL	69.46\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65496	teamtrac\n    	2.27\n    	NULL	NULL	45.6\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65499	6502asm\n    	1.42\n    	NULL	NULL	47.55\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65501	bloo\n    	2.01\n    	NULL	NULL	23.26\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65503	ticket-linker\n    	1.0\n    	NULL	NULL	24.37\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65504	roboc\n    	3.81\n    	NULL	NULL	85.04\n    	NULL	NULL	1\n    	1\n    	NULL	15\n    
65507	scamprotect\n    	1.0\n    	NULL	NULL	29.46\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65508	sipvicious\n    	2.82\n    	NULL	NULL	76.68\n    	NULL	NULL	0\n    	0\n    	NULL	23\n    
65509	sx360\n    	2.14\n    	NULL	NULL	18.6\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65511	netpetcms\n    	1.0\n    	NULL	NULL	23.17\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
65512	turbulence\n    	2.57\n    	NULL	NULL	39.04\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65514	mp3infoconsole\n    	1.0\n    	NULL	NULL	22.45\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65515	hardtokenmgmt\n    	1.73\n    	NULL	NULL	26.94\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65516	ppminfo\n    	1.0\n    	NULL	NULL	22.18\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65517	blackbird\n    	1.0\n    	NULL	NULL	27.35\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65522	relman\n    	3.32\n    	NULL	NULL	46.48\n    	NULL	NULL	1\n    	1\n    	NULL	4\n    
65523	desuadepartigen\n    	1.0\n    	NULL	NULL	29.33\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
65524	memcachefs\n    	1.42\n    	NULL	NULL	51.17\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65526	taskblocks\n    	1.0\n    	NULL	NULL	32.98\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65527	sigmafonts\n    	2.8\n    	NULL	NULL	55.57\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
65528	opentf\n    	1.91\n    	NULL	NULL	36.19\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65530	wxcam\n    	6.13\n    	NULL	NULL	204.4\n    	NULL	NULL	0\n    	0\n    	NULL	32\n    
65531	euclib\n    	1.0\n    	NULL	NULL	7.55\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65533	gstorrent\n    	4.52\n    	NULL	NULL	90.27\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65534	wanem\n    	4.54\n    	NULL	NULL	139.75\n    	NULL	NULL	1\n    	1\n    	NULL	29\n    
65535	plastic\n    	1.45\n    	NULL	NULL	43.2\n    	NULL	NULL	9\n    	9\n    	NULL	5\n    
65536	afoc\n    	1.0\n    	NULL	NULL	32.8\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65537	bdec\n    	11.63\n    	NULL	NULL	176.83\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
65538	amoebax\n    	1.0\n    	NULL	NULL	19.8\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65539	wimp2\n    	0.0\n    	NULL	NULL	33.23\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65540	parsing\n    	1.0\n    	NULL	NULL	34.29\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65541	libmicrohttpd\n    	21.01\n    	NULL	NULL	428.0\n    	NULL	NULL	1\n    	1\n    	NULL	60\n    
65542	rapidxml\n    	3.38\n    	NULL	NULL	46.43\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
65543	colorname\n    	1.0\n    	NULL	NULL	21.73\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65544	apalog\n    	2.43\n    	NULL	NULL	23.24\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
65548	neem\n    	1.0\n    	NULL	NULL	25.53\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65550	libmysqltemplate\n    	1.0\n    	NULL	NULL	14.42\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65551	snowflasheffect\n    	1.0\n    	NULL	NULL	29.93\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65552	traxauth\n    	1.0\n    	NULL	NULL	20.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65553	thunderbolt\n    	1.0\n    	NULL	NULL	13.49\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65554	tcldbrcs\n    	1.74\n    	NULL	NULL	34.35\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65555	cpoint\n    	1.0\n    	NULL	NULL	20.49\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65558	cwallpaper\n    	3.83\n    	NULL	NULL	29.19\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65560	iphonenes\n    	1.0\n    	NULL	NULL	16.19\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65561	linuxmce\n    	1.0\n    	NULL	NULL	47.59\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65562	pywebmail\n    	1.0\n    	NULL	NULL	44.99\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65563	screenspy\n    	1.43\n    	NULL	NULL	19.08\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65564	sshatter\n    	6.58\n    	NULL	NULL	190.4\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65565	123webmessenger\n    	2.49\n    	NULL	NULL	32.56\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
65566	pidgin-festival\n    	1.47\n    	NULL	NULL	60.53\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65568	check_ssl_cert\n    	13.93\n    	NULL	NULL	162.69\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65569	mediniqvt\n    	1.0\n    	NULL	NULL	15.49\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65575	boxfs\n    	8.35\n    	NULL	NULL	128.51\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65578	brickwall\n    	1.92\n    	NULL	NULL	40.69\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65579	eventh\n    	7.23\n    	NULL	NULL	119.75\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65580	perlconsole\n    	1.75\n    	NULL	NULL	69.45\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65581	mxk\n    	2.09\n    	NULL	NULL	38.88\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65582	xrtti\n    	1.0\n    	NULL	NULL	24.49\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65584	clustermines\n    	1.0\n    	NULL	NULL	15.87\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65585	lnkmusic\n    	2.08\n    	NULL	NULL	54.54\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65586	nexty\n    	0.0\n    	NULL	NULL	23.43\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65587	depends\n    	1.0\n    	NULL	NULL	34.38\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
65588	mxallowd\n    	6.34\n    	NULL	NULL	57.6\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
65589	fbi_improved\n    	2.03\n    	NULL	NULL	48.43\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65591	dnetj\n    	1.0\n    	NULL	NULL	58.79\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65592	john-mpi\n    	1.0\n    	NULL	NULL	65.24\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65593	katerchen\n    	2.14\n    	NULL	NULL	25.1\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65594	boot-dvd\n    	1.0\n    	NULL	NULL	44.72\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
65595	wxharbour\n    	12.85\n    	NULL	NULL	49.46\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65596	libhx\n    	30.62\n    	NULL	NULL	235.3\n    	NULL	NULL	2\n    	2\n    	NULL	14\n    
65597	nomadpim\n    	0.0\n    	NULL	NULL	22.76\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65599	ccgfs\n    	22.68\n    	NULL	NULL	193.31\n    	NULL	NULL	1\n    	1\n    	NULL	17\n    
65601	osirix\n    	1.51\n    	NULL	NULL	35.41\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65602	gwcalc\n    	1.56\n    	NULL	NULL	10.86\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65603	nyh-hoc\n    	1.87\n    	NULL	NULL	56.09\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
65604	mplayerbuddy\n    	1.42\n    	NULL	NULL	31.56\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65605	mujmail\n    	1.0\n    	NULL	NULL	42.31\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
65607	websms\n    	1.41\n    	NULL	NULL	27.77\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65608	lichen-mail\n    	1.0\n    	NULL	NULL	45.25\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65610	mahara\n    	42.93\n    	NULL	NULL	398.4\n    	NULL	NULL	4\n    	4\n    	NULL	37\n    
65612	causes\n    	1.43\n    	NULL	NULL	36.61\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
65613	symlinker\n    	1.0\n    	NULL	NULL	9.17\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65614	cdlinuxserver\n    	0.0\n    	NULL	NULL	16.43\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
65615	consonance\n    	4.04\n    	NULL	NULL	50.24\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65616	ea-geier\n    	1.76\n    	NULL	NULL	26.68\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65617	sdu\n    	1.42\n    	NULL	NULL	15.62\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65618	mediawikiftp\n    	1.0\n    	NULL	NULL	15.23\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65619	vyatta\n    	13.57\n    	NULL	NULL	162.45\n    	NULL	NULL	0\n    	0\n    	NULL	18\n    
65620	chronicle\n    	20.05\n    	NULL	NULL	205.6\n    	NULL	NULL	2\n    	2\n    	NULL	20\n    
65622	pacifictimesheet\n    	1.0\n    	NULL	NULL	15.33\n    	NULL	NULL	2\n    	2\n    	NULL	0\n    
65623	maintainj\n    	0.0\n    	NULL	NULL	11.22\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
65624	mobile-rss-reader\n    	4.43\n    	NULL	NULL	64.41\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65625	gds\n    	20.22\n    	NULL	NULL	197.52\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
65631	pngpp\n    	1.06\n    	NULL	NULL	22.18\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
65632	cruciblecodereview\n    	2.55\n    	NULL	NULL	30.85\n    	NULL	NULL	1\n    	1\n    	NULL	0\n    
65633	textcite\n    	5.89\n    	NULL	NULL	95.5\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
65634	rubystack\n    	7.71\n    	NULL	NULL	75.15\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
65635	tskmount-fuse\n    	1.74\n    	NULL	NULL	34.09\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
65636	poisson_media_recovery\n    	1.0\n    	NULL	NULL	40.36\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
65637	benc\n    	1.58\n    	NULL	NULL	16.12\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
65638	cvs2svn\n    	1.0\n    	NULL	NULL	49.96\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
65639	nfoview\n    	42.98\n    	NULL	NULL	136.38\n    	NULL	NULL	2\n    	2\n    	NULL	9\n    
